Name,Drb,Fouled,Off,Disp,UnsTch,League
Tyrone Marsh,0.2,0.7,-,0.4,2,League_two
Luke Armstrong,-,1.3,-,0.8,0.5,League_two
Tarryn Allarakhia,0.5,0.6,0.1,0.8,1.2,League_two
Ben Pringle,-,0.2,-,0.3,1,League_two
Sean Scannell,0.6,0.2,-,0.6,1.1,League_two
Mace Goodridge,-,-,-,-,0.5,League_two
Brandon Goodship,0.3,0.4,0.2,0.6,1.1,League_two
Alex Denny,-,0.2,-,0.3,0.2,League_two
Isaac Hutchinson,-,0.1,-,0.6,0.8,League_two
Alfie Williams,-,1,-,-,-,League_two
Aramide Oteh,0.1,0.6,0.1,0.5,1.5,League_two
Ashley Baker,-,0.8,-,0.3,0.3,League_two
Kazaiah Sterling,0.3,1.1,0.4,0.9,1.2,League_two
Dimitri Sea,0.4,0.1,-,0.5,0.6,League_two
Joe Bunney,0.4,0.4,-,0.6,0.6,League_two
Kian Scales,0.1,0.2,0.1,0.3,1,League_two
Jake Burton,0.5,0.5,-,-,1,League_two
Sam Smith,-,0.6,0.8,1.2,2,League_two
Virgil Gomis,0.2,0.6,0.2,0.2,1.2,League_two
Ethan Walker,0.2,0.1,0.1,0.5,0.6,League_two
Marcus Maddison,0.3,0.9,-,0.7,1.2,League_two
Junior Tchamadeu,0.5,0.3,-,0.5,1,League_two
Emmanuel Dieseruvwe,0.1,0.6,0.3,0.7,0.9,League_two
Gavin Reilly,0.1,0.3,0.1,0.7,0.4,League_two
James Dayton,0.1,0.4,-,0.3,0.3,League_two
Billy Crellin,-,0.3,-,-,0.1,League_two
Jordan Stevens,0.2,0.1,0.1,0.2,0.6,League_two
Harry Phillips,-,1,-,-,-,League_two
Martin Smith,-,0.5,-,0.5,0.5,League_two
Marcus Barnes,0.4,0.5,0.5,0.6,1.1,League_two
Mitchell Roberts,-,-,-,-,0.8,League_two
Josh Andrews,-,-,-,-,-,League_two
Matthew Foulds,0.7,-,-,0.3,0.3,League_two
Luis Adlard,0.3,-,-,0.3,0.3,League_two
Harry Vaughan,0.2,0.5,-,0.3,0.5,League_two
Zak Elbouzedi,0.2,0.3,0.1,0.3,0.7,League_two
Oliver Sarkic,-,-,-,-,0.3,League_two
Louis Boyd,-,-,-,-,-,League_two
Luke Hallett,-,-,-,-,-,League_two
Harry McKirdy,0.6,0.3,0.3,1.4,1.6,League_two
Indiana Vassilev,0.3,0.3,-,0.3,0.8,League_two
Stefan Payne,-,0.3,-,0.5,-,League_two
Charlie Kelman,0.7,-,-,1,1.7,League_two
Eren Kinali,-,-,-,0.5,1,League_two
Harvey Sayer,-,0.5,-,-,0.3,League_two
Jack Evans,-,0.5,-,0.5,1,League_two
Austin Samuels,0.5,0.3,0.4,1,1.2,League_two
Mustapha Olagunju,-,-,-,0.2,0.7,League_two
Sammie McLeod,-,-,-,-,-,League_two
Shawn McCoulsky,-,-,-,-,-,League_two
Louis Walsh,0.4,0.2,-,0.4,1.2,League_two
Alex Addai,0.3,0.1,0.1,0.3,0.5,League_two
Derick Osei Yaw,0.2,0.5,0.2,0.5,0.8,League_two
Joseph Starbuck,0.2,0.2,-,0.2,0.5,League_two
Alhagi Sisay,-,-,-,-,1,League_two
Jacob Mellis,-,-,-,-,0.3,League_two
Jayden Sweeney,-,-,-,-,-,League_two
Tristan Abrahams,0.1,0.2,0.1,0.8,0.6,League_two
Ronan Darcy,0.1,-,0.1,0.6,0.3,League_two
Harry Kite,-,-,-,1,0.5,League_two
Jahmal Hector-Ingram,-,-,-,-,1,League_two
Oliver Coker,-,-,-,-,-,League_two
Junior Luamba,-,-,-,-,2,League_two
Harry Jessop,-,-,-,-,0.3,League_two
Billy Cracknell,-,-,-,-,-,League_two
Jackson Longridge,-,-,-,-,-,League_two
Joe Willis,-,-,-,-,-,League_two
Joey Jones,-,-,-,-,-,League_two
Lewis Bell,-,-,-,-,-,League_two
Marley Marshall,-,-,-,-,-,League_two
Thomas Stagg,-,-,-,-,1,League_two
Micah Obiero,0.3,-,-,0.3,0.3,League_two
Connor Malley,-,-,-,-,-,League_two
Cedwyn Scott,-,0.1,-,0.4,0.3,League_two
Charlie Jolley,-,0.5,-,0.5,-,League_two
Jordan Dyer,-,-,-,-,-,League_two
Olufela Olomola,-,0.4,-,0.6,1,League_two
Mikael Ndjoli,-,-,-,-,-,League_two
Jorge Sikora,-,1,-,-,1,League_two
Lewis Butroid,-,-,-,-,-,League_two
Rob Howard,-,-,-,-,1,League_two
Matt Young,-,-,-,-,1,League_two
Kenny Coker,-,-,-,1,1,League_two
Scott Flinders,-,-,-,-,-,League_two
Andrew Dallas,-,1,-,-,1,League_two
Daniel Bramall,-,0.7,0.3,0.3,1,League_two
Rumarn Burrell,-,-,-,-,0.5,League_two
Callum Gribbin,-,-,-,-,1,League_two
Jake Wright,-,0.5,-,-,0.5,League_two
Will Sutton,-,-,-,-,1,League_two
Kenan Dunnwald-Turan,-,0.6,0.8,1,0.8,League_two
Finlay Hurford-Lockett,-,-,2,1,-,League_two
Sam Russell,-,0.2,-,-,-,League_two
Ricardo German,0.3,0.3,-,0.5,2,League_two
Lewis Gard,-,1,-,0.7,0.3,League_two
Mark Wright,-,-,-,-,-,League_two
Bilel Mohsni,-,-,-,-,-,League_two
Isaac Hutchinson,-,1.5,-,2,4,League_two
Alistair Smith,-,-,-,-,1,League_two
Aaron O'Driscoll,-,-,-,-,-,League_two
David Ayala,5,2,-,2,1,Superliga
Ignacio Fernández,2.5,2.9,0.1,1.1,2.4,Superliga
Pablo Pérez,0.7,2.3,-,1.3,0.3,Superliga
Nicolás Giménez,3.4,1.3,-,2,2.4,Superliga
Marcelino Moreno,4.1,2.8,0.1,1.7,2.8,Superliga
Matías Orihuela,3,-,-,-,1,Superliga
Marcos Díaz,-,-,-,-,-,Superliga
Miguel Barbieri,0.2,0.5,0.2,0.3,0.8,Superliga
Maximiliano Cavallotti,-,-,-,-,-,Superliga
Paolo Goltz,0.3,-,-,0.3,-,Superliga
Carlos Tevez,1.1,1.9,0.3,1.1,1.5,Superliga
Enzo Díaz,2.5,2.3,0.1,1.3,2.5,Superliga
Mario López,-,-,-,-,-,Superliga
Francisco Pizzini,2,1.6,0.2,1.6,2.2,Superliga
Eduardo Salvio,3.2,1.2,0.2,1.4,2.2,Superliga
Guillermo Burdisso,-,1,-,-,-,Superliga
Nicolás De La Cruz,1.6,2.6,0.1,0.9,2.8,Superliga
Danilo Ortíz,-,-,-,-,-,Superliga
Ricardo Centurión,3,1.6,0.2,3,3.6,Superliga
Rubén Botta,3.3,1.7,-,2,1.7,Superliga
Yeimar Gómez,0.2,0.9,-,-,0.4,Superliga
Rafael Delgado,2,1.3,0.1,1.2,1.4,Superliga
Enzo Kalinski,1.1,0.8,-,1.2,1.6,Superliga
Juan Rodríguez,0.5,0.4,0.1,0.2,0.5,Superliga
Carlos Quintana,-,0.6,0.1,0.2,0.2,Superliga
Mariano Bittolo,0.8,0.8,-,0.6,1.1,Superliga
Cristian Lema,0.3,0.8,-,0.1,0.6,Superliga
Júnior Alonso,0.6,0.4,-,0.2,0.2,Superliga
Ángel Romero,2,3,0.5,1.9,2.6,Superliga
Nicolás Reniero,3,4,-,2,2.5,Superliga
Rodrigo Gómez,3.2,4.6,0.1,2.1,3,Superliga
Emanuel Maciel,-,2,-,-,-,Superliga
Robert Rojas,0.4,0.5,-,0.3,0.5,Superliga
Guillermo Fernández,0.3,0.9,-,0.7,1.6,Superliga
Héctor Martínez,0.2,0.4,-,0.2,0.4,Superliga
Frank Fabra,1.9,0.9,0.1,0.4,1.1,Superliga
Nicolás Domínguez,0.9,1.3,0.1,1.1,2.2,Superliga
Matías García,1.7,1.6,0.2,1.2,2.4,Superliga
Lisandro López,0.3,0.5,0.1,-,0.6,Superliga
Gabriel Ávalos,1.2,0.8,0.5,1.2,3.5,Superliga
Sergio Vittor,2,1.1,0.1,1,1.6,Superliga
Javier Mascherano,0.3,1.3,-,0.7,0.1,Superliga
Alexander Domínguez,-,0.3,-,-,-,Superliga
Carlos Izquierdoz,0.2,0.8,0.1,0.2,0.4,Superliga
Claudio Bravo,2.5,1.1,-,1.7,1.1,Superliga
Lautaro Gianetti,0.2,0.4,-,0.2,0.2,Superliga
Guilherme Parede,0.8,1.5,0.3,0.8,1.8,Superliga
Esteban Andrada,0.1,0.4,-,-,-,Superliga
Gastón Álvarez Suárez,1.3,0.6,0.1,1.4,1.3,Superliga
Carlos Zambrano,-,-,-,-,1,Superliga
Elías Gómez,1.4,2,0.2,1.3,2,Superliga
Lucas Merolla,0.5,1.5,0.1,0.3,0.5,Superliga
Lautaro Acosta,1.9,2.8,0.4,0.6,2.1,Superliga
Fabián Rinaudo,1.9,2.7,-,1.2,1.4,Superliga
Jorman Campuzano,0.8,1.4,-,0.8,0.7,Superliga
Leonardo Gil,1.1,2.1,0.1,1.6,1.8,Superliga
Fernando Luna,3.3,1.2,-,1.3,3,Superliga
Juan Manuel García,0.6,1.3,0.3,0.8,2.3,Superliga
Mathías Abero,0.5,1.1,0.2,0.2,1.7,Superliga
Facundo Nadalín,0.4,0.6,0.1,0.6,0.3,Superliga
Lucas Robertone,1.5,2.1,0.1,1.2,1.5,Superliga
Rafael Borré,0.6,0.9,1.4,0.7,2.1,Superliga
Emanuel Reynoso,2.4,1.3,-,1.6,1.6,Superliga
Fernando Gago,0.5,1.5,-,0.7,1,Superliga
Víctor Ayala,0.2,2.1,0.1,0.7,1,Superliga
Edwar López,2,0.7,0.5,1.3,2.1,Superliga
Fabián Monzón,1.2,0.3,-,1.1,0.9,Superliga
Enzo Pérez,0.7,1.9,-,0.6,0.8,Superliga
Matías Suárez,0.9,1.8,1.1,1,3.3,Superliga
Adrián Cubas,0.9,0.9,-,1.3,1,Superliga
Gastón Giménez,1.2,0.7,-,0.9,0.9,Superliga
Paolo Goltz,-,0.1,-,-,0.9,Superliga
Ciro Rius,2.3,1.2,0.3,2,1.8,Superliga
Javier García,-,-,-,-,-,Superliga
Marcelo Weigandt,0.3,1.7,-,0.3,2,Superliga
Dylan Gissi,0.1,0.3,0.1,-,0.3,Superliga
Fabricio Fontanini,-,0.5,-,-,0.5,Superliga
Hernán De La Fuente,0.8,2,-,0.8,0.5,Superliga
Edison Duarte,-,1.5,1,0.5,0.5,Superliga
Paulo Díaz,0.4,1.1,0.1,0.2,0.6,Superliga
Juan Brunetta,2.3,1.4,0.3,1.8,2.4,Superliga
Jorge Carrascal,2.5,1.1,0.3,1.4,1.9,Superliga
Leonardo Morales,0.8,0.5,0.3,0.8,1,Superliga
Fabián Assmann,-,-,-,-,-,Superliga
Alexis Castro,2.8,1.4,-,1.7,2.4,Superliga
Facundo Medina,0.9,0.3,-,0.8,1.2,Superliga
Gonzalo Montiel,0.9,0.4,0.2,0.5,1.2,Superliga
Maximiliano Caire,0.8,0.7,-,0.3,1.3,Superliga
Ezequiel Muñoz,0.3,0.3,0.1,0.2,0.2,Superliga
Federico Martínez,-,4.5,-,1.5,2.5,Superliga
Elías López,2,1,-,1,1,Superliga
Lucas Martínez Quarta,0.6,0.4,-,0.4,0.5,Superliga
Sebastián Villa,2.5,2,0.3,0.9,3.1,Superliga
Angelo Gabrielli,0.9,1.2,-,0.2,0.8,Superliga
Juan Sánchez Miño,1.5,0.5,-,1.5,1.5,Superliga
Gastón Silva,0.6,0.8,-,0.6,0.9,Superliga
Nicolás Figal,1.4,1.8,0.1,0.3,1.4,Superliga
Juan Kaprof,1.4,1,0.5,1,2.2,Superliga
Matías Pérez,-,-,-,-,-,Superliga
Rubén Botta,3,-,-,1,3,Superliga
Jerónimo Cacciabue,0.3,0.4,-,0.3,1.1,Superliga
Emanuel Brítez,0.8,1.5,0.2,0.8,1.7,Superliga
Santiago Silva,0.8,1.3,0.8,1.5,3.9,Superliga
Julián Fernández,0.1,0.9,0.1,0.3,0.7,Superliga
Gonzalo Rodríguez,0.1,1.1,-,-,0.1,Superliga
Sebastián Palacios,2,2.3,0.7,0.8,2,Superliga
Matías Zaracho,1.5,1.3,0.2,0.9,2.5,Superliga
Juan Bolado,-,0.5,-,-,-,Superliga
Braian Cufré,0.9,0.6,0.1,0.8,1.1,Superliga
Sebastián Torrico,-,0.2,-,-,-,Superliga
Gabriel Carabajal,2.4,1.8,0.1,1.2,1.9,Superliga
Matías Laba,-,-,-,-,2,Superliga
Bruno Pittón,0.4,0.9,0.2,0.3,1.5,Superliga
Matías Melluso,0.8,1.1,-,0.6,0.8,Superliga
Cristian Tarragona,2,2,0.4,1.7,5,Superliga
Ezequiel Piovi,0.6,0.8,-,0.6,0.8,Superliga
Reinaldo Lenis,1.2,1.4,0.2,0.9,3.3,Superliga
Lucas Janson,1.5,1.5,0.3,1.5,2.3,Superliga
Iván Pillud,1.5,1.4,-,0.5,1.1,Superliga
Mauricio Martínez,0.9,1.3,-,0.2,0.3,Superliga
Nahuel Molina,0.8,0.4,0.1,0.4,1,Superliga
Carlos Auzqui,1,1.1,0.6,0.7,1.6,Superliga
Leandro Marín,0.3,0.3,-,0.3,0.2,Superliga
Nicolás Femia,0.5,-,-,0.5,-,Superliga
Nahuel Bustos,1.2,1.1,0.4,1.2,3.3,Superliga
Jorge Rodríguez,1,1,-,0.3,0.8,Superliga
Bruno Bianchi,0.2,0.3,0.1,0.3,0.5,Superliga
Pablo Becker,-,0.5,-,-,2.5,Superliga
Óscar Romero,1.7,1.8,-,1.7,2.2,Superliga
Gonzalo Jara,0.5,0.3,-,0.2,0.7,Superliga
Enrique Bologna,-,-,-,-,-,Superliga
Milton Casco,0.7,1.4,0.1,0.3,1.6,Superliga
Emanuel Iñiguez,1.2,1.5,-,1.1,1.5,Superliga
Lucas Vera,2.6,1.2,0.1,1.2,2.4,Superliga
Julio González,0.3,0.5,0.1,0.9,1.4,Superliga
Alexander Bernabei,2,0.4,0.2,0.5,2.2,Superliga
Richard Prieto,0.5,1,-,1.5,1,Superliga
Jesús Dátolo,1.9,1.4,-,2.7,2.5,Superliga
Exequiel Palacios,0.9,1.7,-,1.3,1.3,Superliga
Agustín Rossi,-,0.3,-,-,-,Superliga
Gianluca Ferrari,0.2,1.2,0.2,0.2,0.3,Superliga
Facundo Sánchez,0.9,0.7,0.1,0.6,0.9,Superliga
Cain Fara,0.6,1,0.1,0.8,1.2,Superliga
Mariano Bareiro,0.1,0.5,0.1,0.2,1,Superliga
Javier Toledo,0.3,1.2,0.7,1.4,2.6,Superliga
Facundo Quignón,0.7,0.8,-,0.9,1.1,Superliga
Tomás Pochettino,1.3,0.7,0.1,1.1,1.9,Superliga
Cristian Vega,1,1.1,0.1,0.9,1,Superliga
Lucas Rodríguez,2.7,3.1,-,1.9,2.6,Superliga
Alejandro Donatti,0.2,0.5,-,-,0.3,Superliga
Víctor Salazar,1.4,0.4,-,0.6,2,Superliga
Alexander Barboza,0.2,0.6,0.1,0.3,0.3,Superliga
Julio Buffarini,1.4,0.6,-,0.9,1.2,Superliga
Leandro Contín,0.8,0.9,-,1.3,3.1,Superliga
Santiago García,0.8,1.3,0.6,0.8,2.9,Superliga
Wilder Cartagena,0.5,0.5,-,0.3,0.8,Superliga
Christian Chimino,0.5,0.5,-,0.2,0.8,Superliga
Maximiliano Lovera,2.5,1,-,1.3,2.3,Superliga
Eric Ramírez,0.5,1.6,0.1,0.4,1,Superliga
Claudio Corvalán,0.2,1.4,0.4,0.1,0.7,Superliga
Mauro Pittón,0.3,0.3,-,0.3,1.3,Superliga
Manuel Castro,1.6,1.9,0.1,0.7,0.9,Superliga
Lucas Hoyos,0.2,0.4,-,-,-,Superliga
Santiago Sosa,-,-,-,0.5,1.5,Superliga
Lautaro Valenti,0.4,0.8,-,0.3,0.5,Superliga
Iván Marcone,0.4,1.2,-,0.4,0.7,Superliga
Leonel Miranda,1.3,1.3,-,0.7,1.9,Superliga
Mauro Zárate,1.7,1.3,0.1,0.5,1.9,Superliga
Jonathan Cabral,0.3,0.6,-,0.3,0.6,Superliga
Silvio Romero,0.8,1,0.9,1.1,1.8,Superliga
Franco Fragapane,1.8,1.7,0.1,1.3,1.5,Superliga
Lisandro Alzugaray,2.2,0.9,0.1,0.9,1.4,Superliga
Maximiliano Coronel,-,0.4,-,-,0.4,Superliga
Santiago Hezze,0.3,1.3,-,1,1.3,Superliga
Juan Lucero,0.3,1.6,1.1,0.6,1.8,Superliga
Mauro Formica,0.9,1.4,-,1.1,1.9,Superliga
Rafael Delgado,1.3,1.3,-,1,0.7,Superliga
Jesús Soraire,1.3,1.2,-,1.3,1.6,Superliga
Agustín Urzi,1.9,1.9,-,1.4,4.4,Superliga
Gabriel Carrasco,0.1,0.7,-,0.1,0.7,Superliga
Marcos Rojo,1,-,-,2,1,Superliga
Fernando Pellegrino,-,0.3,-,-,-,Superliga
Harrinson Mancilla,0.6,0.7,-,0.6,0.4,Superliga
Adolfo Gaich,1.1,0.5,0.5,0.8,2.7,Superliga
Emiliano Méndez,0.3,0.6,-,0.3,0.7,Superliga
Oliver Benítez,0.7,1.1,-,0.3,1,Superliga
Diego González,0.7,0.7,-,1.1,1.4,Superliga
Jorge Broun,-,-,-,-,-,Superliga
Daniel Sappa,-,0.1,-,-,-,Superliga
Nahuel Tenaglia,1.2,0.9,-,0.4,0.8,Superliga
Mateo Carabajal,0.1,1,-,-,0.4,Superliga
Jonathan Bay,1.1,1.1,-,0.4,1,Superliga
Domingo Blanco,2.6,2.6,-,1.6,2.3,Superliga
Nery Domínguez,0.6,0.5,-,0.4,0.2,Superliga
Walter Bou,1.3,0.7,0.8,1.8,2.9,Superliga
Federico Gino,0.5,1.1,-,0.6,1.7,Superliga
Gonzalo Bettini,0.7,0.4,0.1,0.5,0.8,Superliga
Alan Franco,0.4,0.7,0.2,0.4,0.9,Superliga
Cesar Ibañez,0.8,1.7,-,1.1,1,Superliga
Fabio Pereyra,0.5,0.2,0.1,0.1,0.2,Superliga
Ignacio Piatti,2.3,0.3,-,1.3,1,Superliga
Lucas Romero,1.1,1.4,-,0.8,0.8,Superliga
Thiago Almada,1.7,0.9,-,1.6,1.6,Superliga
David Barbona,1.6,0.5,0.1,0.9,1.6,Superliga
Marcos Senesi,0.3,-,-,-,-,Superliga
Diego Novaretti,0.1,0.6,-,-,0.6,Superliga
Facundo Almada,0.3,-,-,-,0.7,Superliga
Lucas Chaves,-,0.2,-,-,-,Superliga
Gastón Togni,2.4,0.6,0.2,0.4,1,Superliga
Jonathan Sandoval,0.4,1.5,0.1,0.6,1.5,Superliga
Fernando Torrent,1.3,1.1,-,0.5,1.3,Superliga
Pablo Pérez,1.4,1.4,-,1.5,2.8,Superliga
Jonathan Schunke,-,0.5,-,0.1,0.2,Superliga
Gino Perruzzi,0.8,1.1,-,0.4,1.3,Superliga
Diego García,1.9,1.8,0.1,0.9,2.6,Superliga
Luciano Abecasis,1.5,-,-,-,2.5,Superliga
Tomás Guidara,1.1,1.4,-,1.4,2.4,Superliga
Agustín Bouzat,1.9,1.5,0.2,0.9,2.5,Superliga
Mauricio Arboleda,-,0.2,-,-,-,Superliga
Marco Ruben,0.3,1.6,1.1,1.6,3,Superliga
Matías Escudero,0.2,0.8,-,0.1,0.4,Superliga
Franco Soldano,0.2,0.9,0.3,0.4,1.8,Superliga
Daniele De Rossi,0.4,0.6,-,-,0.8,Superliga
Manuel Guanini,0.3,0.3,0.2,0.1,0.3,Superliga
Gerónimo Poblete,0.7,1.8,-,0.9,1,Superliga
Marcelo Herrera,1.1,0.8,0.1,1,1.6,Superliga
Francis Mac Allister,0.5,1,-,0.7,1.5,Superliga
Luis Unsain,-,0.1,-,-,-,Superliga
Alexis Soto,1.3,0.7,0.1,0.7,1.1,Superliga
Cecilio Domínguez,1.5,1,0.2,1,1.3,Superliga
Andrés Roa,2.2,1.7,0.1,1.2,2,Superliga
Matías Esquivel,2,1,-,1.6,1.7,Superliga
Eugenio Mena,0.4,1.1,0.4,0.6,1.5,Superliga
Lucas Barrios,0.1,1,0.6,1,2.6,Superliga
Jonathan Bottinelli,0.2,0.2,0.1,0.4,0.4,Superliga
Saúl Salcedo,0.6,0.6,0.1,0.2,0.8,Superliga
Raúl Loaiza,0.6,0.6,-,0.4,0.9,Superliga
Marcelo Herrera,0.4,0.4,0.2,-,0.2,Superliga
Leonel Di Plácido,1.2,1,-,0.9,1.3,Superliga
Leandro Díaz,1.1,1.2,1.2,2.4,3,Superliga
Gianluca Ferrari,-,0.5,-,0.2,1.2,Superliga
Marcelo Díaz,0.6,0.9,-,0.5,0.7,Superliga
Matías Rojas,1.4,0.8,-,0.8,1.3,Superliga
Fabricio Bustos,1.1,1.2,-,0.6,1.1,Superliga
Marcos Sánchez,1,0.4,-,0.4,0.8,Superliga
Luis Abram,0.1,0.7,-,0.1,0.3,Superliga
Nicolás Capaldo,0.7,1.4,0.1,1.2,2,Superliga
Jonathan Galván,-,0.3,-,-,0.3,Superliga
Santiago Gentiletti,0.3,0.5,-,0.2,0.3,Superliga
Juan Cavallaro,1.5,1.5,-,1.4,1.1,Superliga
Maxi Rodríguez,0.9,1.7,0.4,1.3,1.7,Superliga
Agustín Almendra,0.5,1.5,-,0.3,1.2,Superliga
Juan Cruz Komar,-,0.2,-,0.1,0.2,Superliga
Matías Ibáñez,-,0.1,-,-,-,Superliga
Ezequiel Bullaude,4,1,-,0.5,2.5,Superliga
Nicolás Tripicchio,1,1,-,1.2,1.8,Superliga
Guido Herrera,-,-,-,-,-,Superliga
Matías Nani,0.1,0.8,0.1,0.2,0.9,Superliga
Maximiliano Romero,0.5,0.5,0.4,1,2.2,Superliga
Fernando Belluschi,1.2,1.6,0.1,1.7,1.4,Superliga
Alejandro Sánchez,-,0.1,-,-,0.2,Superliga
Lucas Licht,0.2,0.8,0.1,0.2,0.5,Superliga
Marcelo Benítez,0.3,0.8,0.1,0.7,1.2,Superliga
Norberto Briasco,1.5,1.4,0.2,1.2,2.1,Superliga
Miguel Torrén,0.3,0.8,-,0.1,0.7,Superliga
Julián Álvarez,1.7,0.1,0.1,1.3,2,Superliga
Ignacio Aliseda,2.2,1.3,0.3,1.5,3.1,Superliga
Lucas Villalba,1.1,1.1,-,0.8,1.3,Superliga
Luciano Gómez,1.7,1.7,-,1.4,1.7,Superliga
Juan Galeano,1.3,0.6,-,0.9,1.5,Superliga
Matías de los Santos,0.2,0.2,-,-,-,Superliga
Ramón Arias,0.2,1.5,0.2,0.1,0.2,Superliga
Emmanuel Más,0.2,1.4,-,0.8,1.8,Superliga
Guillermo Ortíz,0.4,0.9,-,0.2,0.5,Superliga
Iván Gómez,1.4,1.3,-,2.2,2,Superliga
Leonel Galeano,0.1,0.8,-,0.1,0.6,Superliga
Gonzalo Castellani,1.8,0.9,-,1.9,2.3,Superliga
Leandro Fernández,0.7,1.1,0.9,0.9,1.1,Superliga
Lautaro Comas,1.6,2.9,0.4,1.3,2.4,Superliga
Pablo Rosales,0.7,0.3,-,0.7,0.7,Superliga
Néstor Breitenbruch,1.3,-,0.3,1,2.3,Superliga
Fernando Márquez,0.5,0.8,0.4,0.8,2.4,Superliga
Alexis Maldonado,0.2,0.1,-,0.2,0.3,Superliga
Gonzalo Piovi,0.9,0.3,0.1,0.5,1.5,Superliga
Héctor Fértoli,2,1.5,-,1,4.5,Superliga
Matko Miljevic,1.8,1.5,-,1.5,1.5,Superliga
Marcelo Ortiz,0.3,0.8,0.2,0.3,0.8,Superliga
Nahuel Estévez,0.4,0.6,-,0.7,0.7,Superliga
Guillermo Ortíz,0.5,0.8,-,-,0.5,Superliga
Nicolás Navarro,-,0.4,-,-,-,Superliga
Federico Milo,1.6,0.7,0.1,0.8,1.3,Superliga
Gabriel Hauche,0.5,1.6,0.6,1.3,1.8,Superliga
Ismael Quílez,0.9,1.1,-,0.4,1.1,Superliga
Braian Romero,0.2,0.6,0.2,1,2.4,Superliga
Cristian Tassano,-,1.5,-,-,0.5,Superliga
Jeremías Ledesma,-,0.1,-,-,-,Superliga
Nicolás Pasquini,0.1,0.3,0.1,0.1,0.3,Superliga
Christian Almeida,0.4,0.2,-,0.2,1,Superliga
Oscar Salomón,0.9,1.4,-,0.4,1.1,Superliga
Leonardo Ponzio,0.3,0.5,-,0.8,-,Superliga
Maximiliano Gagliardo,-,0.2,-,-,-,Superliga
Alexis Mac Allister,0.7,2,-,0.6,2,Superliga
Diego Zabala,1,0.4,0.1,0.6,1.4,Superliga
Leonardo Sigali,0.6,1.7,0.1,0.2,0.5,Superliga
Cristián Insaurralde,1,1,-,1.8,1.5,Superliga
Juan Andrada,1.5,1.6,0.1,0.7,1.8,Superliga
Gervasio Núñez,1.1,1.5,0.3,1.5,1.9,Superliga
Neri Cardozo,0.3,0.4,0.1,0.8,1,Superliga
Franco Armani,-,0.1,-,-,-,Superliga
Emanuel Cecchini,0.8,0.3,-,0.8,0.8,Superliga
Lautaro Torres,1.5,1.3,-,0.3,1.7,Superliga
Rodrigo Rey,-,0.6,-,-,-,Superliga
Nahuel Arena,0.9,0.7,-,1.4,0.7,Superliga
Facundo Melivilo,0.8,0.8,0.2,0.8,1.6,Superliga
Matías Pérez García,0.9,3.4,0.1,1.7,2.9,Superliga
Federico Bravo,0.2,0.9,-,0.2,0.8,Superliga
José Sand,0.9,0.8,1.6,2,3.8,Superliga
Diego Rodríguez,-,0.3,-,-,-,Superliga
Miguel Jacquet,0.1,1.6,-,0.1,0.6,Superliga
Pablo Velázquez,0.3,0.7,0.7,1,1.4,Superliga
Gonzalo Escobar,1,0.7,-,0.7,1.4,Superliga
Matías Fritzler,0.6,0.6,-,0.3,0.4,Superliga
Franco Sbuttoni,0.4,0.7,-,0.1,0.7,Superliga
Martín Cauteruccio,0.5,0.3,1.5,1.5,3.8,Superliga
Juan Méndez,0.9,0.9,-,0.6,0.9,Superliga
Joaquín Laso,-,0.5,-,-,0.8,Superliga
Juan Ramírez,1.4,2.4,0.1,1.3,1.9,Superliga
Gastón Fernández,1.2,1.7,0.1,1.1,1.3,Superliga
Emiliano Papa,0.7,0.8,0.2,0.3,0.6,Superliga
Ezequiel Edison Rescaldani,0.6,0.9,0.1,0.4,0.8,Superliga
Fausto Vera,0.5,0.3,-,0.8,0.6,Superliga
Agustín Obando,0.9,1.2,0.1,0.8,1.4,Superliga
Nahuel Barrios,2.2,1.1,0.6,0.9,2.7,Superliga
Alejandro Donatti,0.5,0.2,-,-,0.7,Superliga
Marcelo Estigarribia,1.4,2.1,0.1,0.8,1.5,Superliga
Nelson Acevedo,0.2,0.5,-,-,0.5,Superliga
Diego Rodríguez,0.3,0.7,-,-,0.3,Superliga
Sebastián Moyano,-,0.1,-,-,-,Superliga
Iván Erquiaga,0.3,1.5,-,0.8,1.4,Superliga
Luciano Lollo,0.1,0.3,-,0.4,0.3,Superliga
Luis Rodríguez,0.7,1.1,0.3,0.6,1.5,Superliga
Jonathan Menéndez,1.3,0.8,0.6,2.2,2.8,Superliga
Ezequiel Bonifacio,1,1,0.2,1.6,2.3,Superliga
Fernando Belluschi,0.8,0.5,-,0.5,0.5,Superliga
Nicolás Reniero,0.7,1.3,0.1,1.1,2.9,Superliga
Héctor Fértoli,1.3,1.5,-,1.5,3,Superliga
Facundo Mura,0.3,0.8,-,0.8,1.2,Superliga
Juan Fuentes,0.3,0.5,-,0.5,0.6,Superliga
Federico Lértora,0.6,0.8,0.1,0.8,1.1,Superliga
Damián Batallini,0.7,1.9,0.3,1.9,3.1,Superliga
Lisandro López,0.7,1.2,0.3,0.6,2.2,Superliga
José Paradela,2.4,1,-,1.8,2.4,Superliga
Nicolás Aguirre,-,1,-,0.8,0.5,Superliga
Cristian Erbes,0.5,2.1,-,0.2,1.2,Superliga
Cristian Díaz,0.6,0.8,-,0.1,0.6,Superliga
Fabrizio Angileri,0.8,-,-,1.3,1.5,Superliga
