Name,Drb,Fouled,Off,Disp,UnsTch,League
Oliver Burke,0.6,0.2,0.1,1.1,1.9,Premier_league
Jack Butland,-,-,-,-,-,Premier_league
Joseph Willock,0.6,0.6,-,0.4,1.9,Premier_league
Pablo Hernández,0.6,0.4,-,0.1,0.6,Premier_league
Nathan Tella,0.6,1.3,0.3,1.3,1.9,Premier_league
Vitinha,0.4,0.3,0.1,0.2,0.9,Premier_league
Davy Pröpper,0.3,-,-,0.7,0.3,Premier_league
Niall Huggins,-,-,-,-,-,Premier_league
Ruben Loftus-Cheek,-,2,-,1,2,Premier_league
John Lundstram,0.5,0.7,-,0.7,1,Premier_league
Ian Poveda-Ocampo,0.9,0.4,0.1,1.1,0.9,Premier_league
Niels Nkounkou,1,-,-,0.5,1.5,Premier_league
Carney Chukwuemeka,-,-,-,-,0.5,Premier_league
Maxime Le Marchand,-,0.5,-,-,-,Premier_league
Ibrahima Diallo,0.5,0.5,-,0.7,0.9,Premier_league
Rekeem Harper,1,-,-,-,1,Premier_league
Branislav Ivanovic,-,0.3,0.1,-,0.1,Premier_league
Brandon Williams,0.5,0.8,-,0.3,0.5,Premier_league
Lee Peltier,0.3,-,-,-,0.8,Premier_league
William Smallbone,-,0.7,-,0.7,0.7,Premier_league
Dwight Gayle,0.1,0.3,0.2,0.1,0.4,Premier_league
Andriy Yarmolenko,0.4,0.4,0.3,0.7,0.8,Premier_league
Morgan Sanson,0.4,0.9,0.2,0.3,1.1,Premier_league
Reiss Nelson,0.5,0.5,-,1,-,Premier_league
Billy Sharp,0.3,0.9,0.7,1,1.1,Premier_league
Jacob Ramsey,0.3,0.5,0.1,0.5,0.6,Premier_league
Antwoine Hackford,-,-,-,-,-,Premier_league
Divock Origi,-,0.1,-,0.6,0.4,Premier_league
Hamza Choudhury,-,0.2,-,-,0.6,Premier_league
Kamil Grosicki,-,-,-,0.3,0.7,Premier_league
Alex Oxlade Chamberlain,0.1,0.1,-,0.4,0.5,Premier_league
Jamie Shackleton,0.2,0.2,0.1,0.1,0.5,Premier_league
Mark Noble,0.1,0.4,-,0.3,0.2,Premier_league
Shkodran Mustafi,-,-,-,-,-,Premier_league
Rhian Brewster,0.3,0.5,0.1,0.7,0.7,Premier_league
Kepa Arrizabalaga,-,-,-,-,0.3,Premier_league
Demarai Gray,-,-,-,-,1,Premier_league
Hannibal Mejbri,1,1,-,-,-,Premier_league
Nathan Broadhead,-,-,-,-,-,Premier_league
Jake Livermore,0.1,0.4,-,0.4,0.8,Premier_league
Charlie Austin,0.2,0.4,0.2,0.4,0.8,Premier_league
Karlan Grant,0.4,0.6,0.3,0.8,1.5,Premier_league
Eric García,-,0.3,-,-,0.7,Premier_league
Yan Valery,-,0.3,-,1.7,2,Premier_league
Islam Slimani,-,-,-,-,1,Premier_league
Kyle Edwards,0.2,0.2,-,0.2,0.2,Premier_league
Denis Odoi,0.3,1.3,0.3,0.7,0.3,Premier_league
Hal Robson-Kanu,0.3,0.5,0.2,0.8,1.6,Premier_league
José Izquierdo,-,-,-,-,1,Premier_league
Andi Zeqiri,0.1,0.2,-,0.1,0.9,Premier_league
Neeskens Kebano,0.6,0.2,0.2,0.4,1.4,Premier_league
Mat Ryan,-,-,-,-,-,Premier_league
Romaine Sawyers,0.4,0.7,-,0.5,0.7,Premier_league
Shane Long,0.2,0.5,0.3,0.6,0.5,Premier_league
Joshua King,0.4,0.1,0.3,0.5,0.8,Premier_league
Josh Onomah,0.2,-,-,0.8,0.8,Premier_league
Marek Rodák,-,-,-,-,-,Premier_league
Martin Kelly,-,-,-,-,-,Premier_league
Wes Morgan,-,-,-,-,-,Premier_league
Zack Steffen,-,-,-,-,-,Premier_league
Michael Hector,0.8,0.8,-,-,0.8,Premier_league
Felipe Anderson,-,-,-,-,-,Premier_league
Mamadou Sakho,-,0.3,-,0.3,0.8,Premier_league
Caleb Watts,-,0.3,-,0.3,0.3,Premier_league
Jonjoe Kenny,-,-,0.3,-,0.8,Premier_league
Phil Jagielka,-,0.1,-,-,0.3,Premier_league
Daniel N'Lundulu,0.2,-,0.1,0.2,0.5,Premier_league
Leif Davis,-,-,-,0.5,0.5,Premier_league
Oskar Buur,-,-,-,1,-,Premier_league
Iliman Ndiaye,-,-,-,-,1,Premier_league
Thakgalo Leshabela,-,-,-,1,-,Premier_league
Shola Shoretire,-,-,-,-,1,Premier_league
Robert Snodgrass,-,0.3,-,-,-,Premier_league
Dane Scarlett,-,-,-,-,-,Premier_league
Elliot Anderson,-,-,-,-,-,Premier_league
Femi Seriki,-,-,-,-,-,Premier_league
Jaden Philogene-Bidace,-,-,1,-,-,Premier_league
Jayson Molumby,-,-,-,-,-,Premier_league
Jean-Philippe Gbamin,-,-,-,1,-,Premier_league
William Fish,-,-,-,-,-,Premier_league
Moise Kean,-,-,-,-,0.5,Premier_league
Lewis Richardson,-,-,-,-,-,Premier_league
Reda Khadra,-,-,-,-,-,Premier_league
Michael Obafemi,-,0.8,-,0.5,0.3,Premier_league
Wesley,-,0.3,-,-,0.3,Premier_league
Patrick Cutrone,-,0.5,-,-,0.5,Premier_league
Konstantinos Tsimikas,-,-,-,-,0.5,Premier_league
Aboubakar Kamara,0.4,0.3,-,0.7,1.2,Premier_league
Josh Benson,0.3,0.2,-,0.7,0.7,Premier_league
Liam Delap,-,-,-,1,3,Premier_league
Joel Mumbongo,-,0.5,0.3,0.3,0.3,Premier_league
Lys Mousset,0.4,0.2,0.4,0.8,1.1,Premier_league
Cenk Tosun,-,-,-,-,0.2,Premier_league
Adrián,-,-,-,-,-,Premier_league
Tyrese Francois,-,-,-,-,-,Premier_league
Theo Walcott,-,-,-,-,1,Premier_league
Neil Taylor,-,-,-,-,-,Premier_league
Jake Vokins,-,-,1,-,-,Premier_league
Will Norris,-,-,-,-,-,Premier_league
Bailey Peacock-Farrell,-,0.3,-,-,-,Premier_league
Allan Tchaptchet,-,-,-,-,1,Premier_league
Odion Ighalo,-,-,-,2,1,Premier_league
Alexandre Jankewitz,-,0.5,-,-,0.5,Premier_league
Willy Caballero,-,-,-,-,-,Premier_league
Kayne Ramsay,-,-,-,-,-,Premier_league
Marco Festa,-,-,-,-,-,Serie_A
Cristiano Ronaldo,1.8,1.3,0.9,1,1.9,Serie_A
Zlatan Ibrahimovic,0.6,1.3,2.1,0.6,1.7,Serie_A
Lorenzo Insigne,1.9,1.1,0.3,1,1.8,Serie_A
Romelu Lukaku,1.5,1.3,0.5,1.4,2.6,Serie_A
Domenico Berardi,1,2,0.1,1,1.8,Serie_A
Rodrigo de Paul,3.4,3.5,-,1.6,2.6,Serie_A
Adam Ounas,3.8,2.1,0.6,1.5,2.5,Serie_A
Henrikh Mkhitaryan,1.4,1.4,0.3,0.7,1.5,Serie_A
Sergej Milinkovic-Savic,0.9,1.6,0.3,1.4,2.5,Serie_A
Theo Hernández,2.2,2.5,0.2,0.8,1.9,Serie_A
Papu Gómez,1.5,1.9,-,1,1.1,Serie_A
Hakan Calhanoglu,1.1,1.3,0.1,1.1,2.3,Serie_A
Luis Muriel,1.5,0.6,0.1,1.4,1.6,Serie_A
Federico Chiesa,2,1,0.7,1.7,1.7,Serie_A
Andrea Belotti,1.3,3.9,0.6,1.2,3.1,Serie_A
Lorenzo Pellegrini,1.3,1.5,0.2,0.6,2,Serie_A
Junior Messias,2.9,2.6,0.1,1.6,3.1,Serie_A
Federico Chiesa,1.6,1.2,0.4,0.8,1.3,Serie_A
Rafael,-,-,-,-,-,Serie_A
Robin Gosens,0.8,0.8,0.3,0.5,1.3,Serie_A
Lautaro Martínez,0.9,1.6,0.3,0.9,2.4,Serie_A
Juan Cuadrado,1.5,2.2,0.1,0.7,1.6,Serie_A
Ruslan Malinovskiy,1.4,1.5,-,1.3,1.8,Serie_A
Piotr Zielinski,1.6,1.3,0.2,0.9,1.4,Serie_A
Ciro Immobile,0.8,1.3,0.9,1,2,Serie_A
Franck Kessié,1.2,1.1,-,1.1,1.4,Serie_A
Cristian Romero,0.2,1,-,0.2,0.5,Serie_A
Giovanni Di Lorenzo,0.8,1.7,0.1,0.4,0.9,Serie_A
Josip Ilicic,2,2.5,0.3,1.6,2.6,Serie_A
Luis Alberto,1.5,1.1,0.1,1.1,1.4,Serie_A
Victor Osimhen,0.5,1.5,0.8,0.7,1.9,Serie_A
Manuel Locatelli,0.8,1.4,-,1,1.3,Serie_A
Andrea Ranocchia,-,0.9,0.1,0.1,0.4,Serie_A
Gianluca Pegolo,-,-,-,-,-,Serie_A
Duván Zapata,0.9,1.3,0.6,1.8,3.1,Serie_A
Diego Godín,0.6,1,0.1,0.1,0.3,Serie_A
Davide Calabria,0.6,1.1,0.1,0.4,0.9,Serie_A
Marcelo Brozovic,0.3,0.4,-,0.5,0.8,Serie_A
Danilo,0.6,0.6,0.1,0.3,0.5,Serie_A
Karlo Letica,-,-,-,-,-,Serie_A
Milan Badelj,1.2,1.1,-,0.7,1,Serie_A
Simon Kjaer,-,0.4,-,-,0.4,Serie_A
Paulo Dybala,1.4,1.5,0.2,0.9,1.8,Serie_A
João Pedro,1.1,2.6,0.3,0.9,2,Serie_A
Remo Freuler,1.1,0.9,-,0.9,1.5,Serie_A
Ignacio Pussetto,1.4,0.9,0.6,2.1,1.9,Serie_A
Ante Rebic,0.7,0.5,0.4,1.1,2.4,Serie_A
Fabián Ruiz,0.8,0.8,-,0.6,0.7,Serie_A
Leonardo Spinazzola,2.2,0.4,0.1,0.3,1.1,Serie_A
Achraf Hakimi,0.9,1,0.2,0.5,1.5,Serie_A
Marten de Roon,0.3,0.7,-,0.3,0.5,Serie_A
Hirving Lozano,0.9,2.2,0.3,0.7,1.7,Serie_A
Juraj Kucka,1.1,2.5,0.1,1.1,1.7,Serie_A
Fikayo Tomori,0.2,0.1,-,0.1,0.5,Serie_A
Nicolò Barella,1,1.5,0.1,0.8,1.8,Serie_A
Alex Sandro,0.8,1.1,-,0.4,0.9,Serie_A
Rodrigo Bentancur,1.1,0.8,0.1,0.5,0.9,Serie_A
Vlad Chiriches,0.5,0.6,-,0.2,0.5,Serie_A
Roberto Soriano,1,1.3,0.1,0.8,1.7,Serie_A
Marco Faraoni,0.6,1.1,0.3,0.4,1.4,Serie_A
Daniel Fuzato,-,-,-,-,-,Serie_A
Álvaro Morata,0.7,1.4,0.6,1.3,2.3,Serie_A
Andrea Consigli,-,0.1,-,-,-,Serie_A
Edin Dzeko,1,1.4,0.4,1.1,2.1,Serie_A
Berat Djimsiti,0.3,0.8,-,0.3,0.8,Serie_A
Omar Colley,0.1,0.8,-,-,0.3,Serie_A
Federico Dimarco,0.3,1.4,0.2,0.3,0.8,Serie_A
Dusan Vlahovic,0.7,1.9,0.7,2.4,2.9,Serie_A
Adrien Rabiot,1.1,0.6,-,0.4,1.1,Serie_A
Joaquín Correa,1.3,1.9,0.1,1.3,2.3,Serie_A
Milan Skriniar,0.2,0.8,-,0.4,0.6,Serie_A
Gianluca Mancini,0.5,0.8,-,0.2,0.4,Serie_A
Mattia Zaccagni,1.7,3,0.3,1.8,2.1,Serie_A
Stefan de Vrij,0.2,0.3,-,0.1,0.2,Serie_A
Dries Mertens,0.4,0.3,0.2,0.2,0.6,Serie_A
Morten Thorsby,0.4,0.7,0.1,0.5,1.2,Serie_A
Rafael Leão,1.3,0.7,0.1,0.5,1.8,Serie_A
Guglielmo Vicario,-,0.3,-,-,-,Serie_A
Simone Bastoni,1.1,1.2,0.1,0.9,1.3,Serie_A
Kalidou Koulibaly,0.7,0.3,-,0.2,0.3,Serie_A
Bremer,0.2,0.5,-,0.2,0.7,Serie_A
Ibañez,0.5,1,-,0.3,0.8,Serie_A
Alessandro Bastoni,0.4,0.8,-,0.2,0.6,Serie_A
Francesco Acerbi,0.2,0.8,0.1,0.3,0.7,Serie_A
Antonio Sanabria,0.8,0.9,0.2,1.4,2.1,Serie_A
Matteo Politano,1,1.3,-,0.6,1.2,Serie_A
Jeremie Boga,3.2,1.3,0.3,1.1,2.1,Serie_A
Hans Hateboer,0.2,0.4,0.1,0.5,1.3,Serie_A
Kevin Strootman,0.5,0.7,0.1,0.6,0.9,Serie_A
Wilfried Stephane Singo,1.9,1.8,0.1,0.5,1.5,Serie_A
Pietro Terracciano,-,-,-,-,-,Serie_A
Simone Edera,1,0.5,-,-,1,Serie_A
Gian Marco Ferrari,0.2,1.1,-,0.2,0.5,Serie_A
Ionut Radu,-,-,-,-,-,Serie_A
Alberto Paleari,-,0.3,-,-,-,Serie_A
Musa Barrow,0.9,0.8,0.3,1.4,2.7,Serie_A
Matthijs de Ligt,0.2,0.9,0.1,0.1,0.4,Serie_A
Nehuén Paz,-,0.3,-,-,0.3,Serie_A
Koray Günter,0.3,0.4,-,-,0.2,Serie_A
Franck Ribéry,2.2,2.5,0.2,2.9,2.5,Serie_A
Emil Audero,-,0.2,-,-,-,Serie_A
Elseid Hysaj,0.9,0.8,-,0.3,1,Serie_A
Marko Rog,1.4,1.6,-,0.9,1.4,Serie_A
Alessio Cragno,-,0.1,-,-,-,Serie_A
Gianluigi Donnarumma,-,0.1,-,-,-,Serie_A
Alexis Sánchez,0.8,1.1,0.3,1.1,1.4,Serie_A
M'Bala Nzola,1.1,1.1,1,1.6,3.3,Serie_A
Antonio Candreva,0.8,0.8,0.3,0.3,1.4,Serie_A
Cristián Zapata,0.1,0.4,-,0.2,0.4,Serie_A
Nikola Milenkovic,0.2,0.5,-,0.1,0.4,Serie_A
Mattia Perin,-,0.1,-,-,-,Serie_A
Razvan Marin,0.9,0.6,0.1,0.7,1.3,Serie_A
Léo Sena,2.3,3.8,-,0.7,0.6,Serie_A
Armando Izzo,0.5,1.4,0.1,0.3,0.7,Serie_A
Francesco Caputo,0.2,1.3,0.8,0.5,1.5,Serie_A
Diego Demme,0.3,1.2,-,0.8,0.6,Serie_A
Takehiro Tomiyasu,0.5,0.4,0.1,0.3,1,Serie_A
Bram Nuytinck,0.2,0.3,-,0.1,0.4,Serie_A
Davide Zappacosta,1.3,0.8,0.3,0.9,1.7,Serie_A
Tiemoué Bakayoko,0.8,1.6,-,0.6,0.8,Serie_A
Stefan Radu,0.4,0.7,-,0.2,0.5,Serie_A
Aaron Ramsey,0.5,0.8,0.1,0.4,1.4,Serie_A
Alessio Romagnoli,-,0.5,-,-,0.3,Serie_A
Cristian Ansaldi,0.9,0.7,-,0.5,0.8,Serie_A
Gianluigi Buffon,-,0.1,-,-,-,Serie_A
David Ospina,-,0.3,-,-,-,Serie_A
Radja Nainggolan,1.3,1,-,1.5,1.5,Serie_A
Gianluca Caprari,1.7,1.8,0.3,1.7,2.4,Serie_A
Yildirim Mert Çetin,0.5,0.7,-,0.3,0.3,Serie_A
Simy,0.9,1.2,0.6,1.9,3.2,Serie_A
José Luis Palomino,0.1,0.4,0.1,0.1,0.4,Serie_A
Hernani,1.1,0.7,-,0.8,1.2,Serie_A
Wojciech Szczesny,-,-,-,-,-,Serie_A
Bartosz Bereszynski,0.6,0.9,-,0.5,0.9,Serie_A
Diogo Dalot,0.4,0.2,0.1,0.2,0.8,Serie_A
Nahitan Nández,1.2,1.8,0.3,0.9,1.6,Serie_A
Riccardo Orsolini,1.1,1.3,0.2,0.5,1.4,Serie_A
Filip Djuricic,1.1,1.2,0.2,1.5,1.7,Serie_A
Fabio Quagliarella,0.5,1.1,0.5,1,1.8,Serie_A
Ismaël Bennacer,1.4,1.4,-,0.7,1,Serie_A
Giacomo Bonaventura,1.2,1.2,0.2,0.9,1.1,Serie_A
Merih Demiral,0.1,0.1,0.1,0.1,0.2,Serie_A
Lukasz Skorupski,-,-,-,-,0.1,Serie_A
Rodrigo Palacio,1,2,1,1.3,2.4,Serie_A
Mattia Bani,-,0.6,0.1,0.5,0.2,Serie_A
Giangiacomo Magnani,0.1,1.2,-,-,0.6,Serie_A
Yordan Osorio,0.7,0.7,-,0.5,0.9,Serie_A
Gastón Brugman,0.6,0.8,-,0.3,0.8,Serie_A
Gian Marco Crespi,-,-,-,-,-,Serie_A
Gianluca Scamacca,0.6,0.7,0.4,1,1.7,Serie_A
Arkadiusz Reca,1.2,0.8,0.2,0.5,1.6,Serie_A
Christian Eriksen,0.4,0.2,-,0.7,0.7,Serie_A
Jerdy Schouten,1.1,0.7,-,0.6,1,Serie_A
Antonin Barak,0.8,0.5,0.1,0.9,1.3,Serie_A
Matteo Gabbia,-,0.6,-,-,0.3,Serie_A
Dejan Kulusevski,1.2,0.8,0.1,1.3,1.9,Serie_A
Mattia Destro,0.8,1.3,0.8,0.7,1.5,Serie_A
Jordan Veretout,0.4,0.4,0.1,0.3,0.7,Serie_A
Hamed Traore,1.5,0.5,0.1,0.7,1.6,Serie_A
Erick Pulgar,0.4,0.7,-,0.2,0.8,Serie_A
Weston McKennie,0.6,0.2,0.1,0.6,1.1,Serie_A
Giuseppe Pezzella,1.5,1,-,1,0.8,Serie_A
Domenico Criscito,0.2,1.1,-,0.2,0.4,Serie_A
Albin Ekdal,0.6,1.8,-,0.6,0.7,Serie_A
Ivan Perisic,0.2,0.1,0.3,0.2,0.7,Serie_A
Pedro,1.1,1.3,0.3,0.4,1.7,Serie_A
Matteo Scozzarella,-,0.3,-,0.7,0.3,Serie_A
Alex Ferrari,0.1,0.8,-,0.3,0.8,Serie_A
Roberto Pereyra,1.1,1.7,0.2,1.5,2.4,Serie_A
Ivan Ilic,1,1,-,0.4,0.9,Serie_A
Rafael Tolói,0.3,0.5,-,0.4,0.7,Serie_A
Manolo Gabbiadini,0.2,1.1,0.2,0.3,1.1,Serie_A
Lucas Leiva,0.3,0.8,-,0.4,0.4,Serie_A
Luiz Felipe,0.1,0.6,0.1,0.1,0.5,Serie_A
Gaetano Letizia,0.5,0.9,-,0.5,0.8,Serie_A
Darko Lazovic,0.6,0.1,0.3,0.5,1,Serie_A
Alexis Saelemaekers,1.2,1.1,0.2,0.6,1.9,Serie_A
Andrea Carboni,0.2,0.4,-,0.1,0.3,Serie_A
Adam Marusic,0.7,0.4,0.1,0.6,0.7,Serie_A
Georgios Kyriakopoulos,1.2,0.3,-,0.8,1,Serie_A
Leonardo Bonucci,0.1,0.6,0.1,0.1,0.2,Serie_A
Simone Verdi,1.2,0.7,0.1,0.8,1,Serie_A
Lyanco,0.8,0.6,-,0.2,0.4,Serie_A
Adama Soumaoro,0.3,1,-,0.1,0.4,Serie_A
Federico Ceccherini,0.4,1.3,-,0.2,0.6,Serie_A
Tomás Rincón,1,1.2,-,0.7,1.1,Serie_A
Chris Smalling,0.3,0.5,0.1,0.3,0.5,Serie_A
Rick Karsdorp,0.6,0.4,0.1,0.4,0.6,Serie_A
Nicolas Viola,0.7,1.4,-,0.4,1.1,Serie_A
Bryan Cristante,0.7,0.4,0.1,0.2,0.6,Serie_A
Tolgay Arslan,1.1,1.5,-,0.7,0.7,Serie_A
Andreas Cornelius,0.4,1.7,0.5,1.2,1.9,Serie_A
Adrien Tameze,1.1,0.9,0.1,0.8,1.2,Serie_A
Giorgio Chiellini,0.1,0.9,0.1,0.1,0.3,Serie_A
Alex Meret,-,-,-,-,-,Serie_A
Charalampos Lykogiannis,0.4,0.8,0.1,0.3,1.1,Serie_A
Lucas Martínez Quarta,0.7,0.5,-,0.3,0.7,Serie_A
Thomas Strakosha,-,0.2,-,-,-,Serie_A
Mario Pasalic,0.4,0.4,-,0.7,1,Serie_A
Mário Rui,0.5,1.5,0.1,0.1,0.9,Serie_A
Julian Chabot,0.4,1.3,-,0.2,0.4,Serie_A
Maya Yoshida,0.2,0.6,-,-,0.4,Serie_A
Luca Cigarini,0.6,1.3,-,0.7,0.7,Serie_A
Arthur,0.9,1,-,0.5,0.7,Serie_A
Lorenzo Tonelli,0.2,1.1,-,0.2,0.2,Serie_A
Rodrigo Becão,0.1,1.3,-,0.3,0.3,Serie_A
Adam Ounas,2.7,1.3,0.1,1.4,1.6,Serie_A
Manuel Lazzari,1,1.7,0.1,0.7,1.3,Serie_A
Kastriot Dermaku,-,1,-,-,-,Serie_A
Samir Handanovic,-,0.1,-,-,-,Serie_A
Tommaso Augello,0.8,0.7,0.1,0.4,1.2,Serie_A
Kamil Glik,0.1,0.6,-,0.1,0.4,Serie_A
Stefano Sturaro,0.8,2,0.3,1.3,2.7,Serie_A
Kostas Manolas,0.1,0.4,-,-,-,Serie_A
Emmanuel Gyasi,1.1,1.4,0.8,1.2,2,Serie_A
Gervinho,2.1,0.4,0.7,0.9,1.7,Serie_A
Tommaso Pobega,0.2,0.9,-,0.3,0.9,Serie_A
Rolando Mandragora,0.6,1.8,0.1,0.4,1.2,Serie_A
Antonio Mirante,-,0.1,-,-,-,Serie_A
Graziano Pellè,0.1,1,0.3,0.7,1.2,Serie_A
Riccardo Sottil,1.9,1.7,-,1,1.4,Serie_A
Giacomo Raspadori,0.6,0.9,0.1,0.9,1.3,Serie_A
Brahim Díaz,0.9,1.1,-,0.9,1.6,Serie_A
Mikkel Damsgaard,1.5,0.8,0.1,0.8,1.5,Serie_A
Arturo Vidal,0.1,0.7,-,0.3,0.7,Serie_A
Nicola Sansone,1.3,1.5,0.1,1.1,1.4,Serie_A
Yann Karamoh,1.6,0.5,0.3,0.9,1.8,Serie_A
Cristiano Biraghi,0.4,0.7,0.1,0.1,0.9,Serie_A
Pierre Kalulu,0.2,0.2,-,0.1,0.3,Serie_A
Amir Rrahmani,0.1,0.5,-,-,0.2,Serie_A
Lucien Agoume,0.5,0.7,-,0.7,0.8,Serie_A
Miguel Veloso,0.4,0.5,-,0.2,1,Serie_A
Pau López,-,-,-,-,-,Serie_A
Borja Mayoral,0.3,0.9,0.4,0.7,1.3,Serie_A
Pepe Reina,-,-,-,-,-,Serie_A
Samir,0.2,1.2,0.1,0.5,0.4,Serie_A
Luca Ceppitelli,0.1,0.7,0.1,0.1,0.5,Serie_A
Koffi Djidji,0.4,0.1,0.1,0.5,0.7,Serie_A
Matteo Darmian,0.1,0.6,0.1,0.2,0.3,Serie_A
Roberto Gagliardini,0.1,0.6,-,0.2,0.7,Serie_A
Gonzalo Villar,1.2,1.5,-,0.5,0.8,Serie_A
Gianluca Lapadula,0.4,1.8,0.9,1,1.7,Serie_A
Kevin Agudelo,1.5,1.1,0.1,0.9,1.2,Serie_A
Matteo Pessina,0.5,0.8,-,0.7,1.3,Serie_A
Bruno Alves,0.1,0.5,0.1,0.1,0.1,Serie_A
Nicolo Fagioli,2,2,-,-,-,Serie_A
Eldor Shomurodov,0.5,0.7,0.4,1,2.5,Serie_A
Salvador Ferrer,0.3,0.4,-,0.4,0.7,Serie_A
Stephan El Shaarawy,0.9,0.9,0.1,0.4,1.3,Serie_A
Stefano Okaka,0.8,1.6,0.6,1,2.3,Serie_A
Joakim Maehle,0.8,0.6,-,0.6,1.4,Serie_A
Nikola Maksimovic,0.2,0.4,-,0.2,0.3,Serie_A
Nicola Zalewski,-,1,-,-,-,Serie_A
Federico Fazio,0.5,0.5,-,0.2,0.3,Serie_A
Adrien Silva,0.7,1,-,0.7,0.9,Serie_A
Jasmin Kurtic,0.4,1.1,0.1,0.4,0.9,Serie_A
Marvin Zeegelaar,0.9,0.3,0.2,0.6,1.2,Serie_A
Andrea Petagna,0.3,0.7,0.3,0.5,0.7,Serie_A
Federico Bonazzoli,1,1,-,1.5,1.5,Serie_A
Rogerio,0.9,0.9,-,0.5,1.1,Serie_A
Martin Erlic,0.1,0.4,-,-,0.3,Serie_A
Bruno Peres,0.5,0.5,-,0.4,0.8,Serie_A
Felipe Caicedo,0.4,0.7,0.3,0.2,1.1,Serie_A
Marco Sportiello,-,0.1,-,-,-,Serie_A
Salvatore Molina,0.9,1.3,0.1,1,1.2,Serie_A
Ashley Young,0.2,0.6,0.1,0.1,0.4,Serie_A
Pierluigi Gollini,-,0.2,-,-,-,Serie_A
Matteo Ricci,0.4,1,-,0.4,0.7,Serie_A
Diego Farias,0.6,0.5,0.1,0.4,0.9,Serie_A
Ebrima Darboe,0.6,0.6,-,0.2,0.6,Serie_A
Leonardo Pavoletti,0.1,0.9,0.3,0.4,1.2,Serie_A
Nicolò Rovella,0.6,1.2,-,0.3,0.8,Serie_A
Soualiho Meité,0.6,0.9,0.1,0.7,0.4,Serie_A
Keita Baldé,0.6,1.4,0.2,0.6,1.8,Serie_A
Maximiliano Olivera,-,0.5,-,-,0.5,Serie_A
Kevin Bonifazi,0.4,0.5,-,0.1,0.6,Serie_A
Sofyan Amrabat,1.5,1.4,-,1.5,1.1,Serie_A
Mattia Bani,-,0.5,-,0.1,0.2,Serie_A
Daniele Rugani,0.1,0.3,-,0.2,0.3,Serie_A
Nicolas Nkoulou,0.2,1.4,-,-,0.3,Serie_A
Gastón Ramírez,0.7,1.3,0.1,1,1.1,Serie_A
Aleksey Miranchuk,0.6,0.8,0.1,0.5,0.7,Serie_A
Botond Balogh,0.3,-,-,-,0.3,Serie_A
Danilo,0.1,0.4,-,-,0.3,Serie_A
Gaetano Castrovilli,0.9,1.9,-,1.5,2,Serie_A
Mattias Svanberg,0.6,1.3,-,0.5,0.7,Serie_A
Ivan Radovanovic,0.2,0.8,-,0.1,0.2,Serie_A
Nicolás Domínguez,0.3,0.5,-,0.5,0.9,Serie_A
Andrea Masiello,-,0.4,-,0.1,0.2,Serie_A
Walace,0.8,0.9,-,0.5,1.3,Serie_A
Riccardo Saponara,1,1.6,0.2,0.2,1.2,Serie_A
Ivan Provedel,-,0.3,-,-,0.1,Serie_A
Miha Zajc,0.9,0.9,0.1,0.6,1.6,Serie_A
Riccardo Improta,0.7,1.6,0.1,0.6,1,Serie_A
Riccardo Gagliolo,0.4,1.2,-,0.2,0.5,Serie_A
Maxime Lopez,0.6,0.8,-,0.4,0.6,Serie_A
Ardian Ismajli,-,0.8,-,0.1,0.1,Serie_A
Daniele Verde,0.3,0.5,0.1,0.3,0.6,Serie_A
Jakub Jankto,0.3,0.8,0.2,1,1.1,Serie_A
Soualiho Meité,1.6,0.6,0.1,1.5,1.1,Serie_A
Marco Silvestri,-,0.1,-,-,-,Serie_A
Bartlomiej Dragowski,-,0.2,-,-,-,Serie_A
Francesco Magnanelli,0.1,0.6,-,-,0.6,Serie_A
Dennis Man,0.9,0.5,-,0.7,1.4,Serie_A
Sandro Tonali,0.2,0.7,-,0.3,0.6,Serie_A
Nahuel Molina,0.5,0.4,0.1,0.2,1,Serie_A
Giulio Maggiore,0.5,1.2,0.1,0.4,1.7,Serie_A
Ricardo Rodríguez,0.3,0.4,-,0.3,0.3,Serie_A
Sasa Lukic,0.7,1.2,-,0.7,1.1,Serie_A
Pawel Dawidowicz,0.2,0.3,0.1,0.1,0.5,Serie_A
Mert Müldür,0.7,0.5,-,0.4,1,Serie_A
Juan Brunetta,1.1,1.3,0.1,0.7,1.4,Serie_A
Aleksandar Kolarov,-,0.6,-,-,0.4,Serie_A
Paolo Faragò,0.3,0.1,-,0.1,0.6,Serie_A
Sebastian Walukiewicz,0.4,0.2,-,0.3,0.5,Serie_A
Brian Oddei,0.6,0.2,-,0.2,1,Serie_A
Claudio Terzi,0.1,0.6,0.1,0.1,0.2,Serie_A
Matías Vecino,0.1,0.3,-,0.1,-,Serie_A
Samir Ujkani,-,-,-,-,-,Serie_A
Fernando Llorente,0.2,0.8,0.2,0.5,2,Serie_A
Germán Pezzella,-,0.5,0.1,-,0.4,Serie_A
Antonio Cioffi,1,-,-,-,1,Serie_A
Samu Castillejo,1.1,1.1,0.1,0.8,0.8,Serie_A
Gerard Deulofeu,0.7,0.5,0.8,0.8,1.6,Serie_A
Gregoire Defrel,0.5,0.7,0.2,0.5,1.2,Serie_A
Roberto Insigne,0.6,0.5,0.1,0.5,1.2,Serie_A
Andrea Conti,0.2,0.7,-,0.4,0.5,Serie_A
Giovanni Simeone,0.5,0.8,0.5,0.7,1.7,Serie_A
Juan Musso,-,0.1,-,-,-,Serie_A
