Name,Total_shots,OutOfBox,SixYardBox,PenaltyArea,League
Daniel N'Lundulu,0.1,-,-,0.1,Premier_league
Leif Davis,-,-,-,-,Premier_league
Oskar Buur,-,-,-,-,Premier_league
Iliman Ndiaye,-,-,-,-,Premier_league
Thakgalo Leshabela,-,-,-,-,Premier_league
Shola Shoretire,-,-,-,-,Premier_league
Robert Snodgrass,-,-,-,-,Premier_league
Dane Scarlett,-,-,-,-,Premier_league
Elliot Anderson,-,-,-,-,Premier_league
Femi Seriki,-,-,-,-,Premier_league
Jaden Philogene-Bidace,-,-,-,-,Premier_league
Jayson Molumby,-,-,-,-,Premier_league
Jean-Philippe Gbamin,-,-,-,-,Premier_league
William Fish,-,-,-,-,Premier_league
Moise Kean,0.5,0.5,-,-,Premier_league
Lewis Richardson,-,-,-,-,Premier_league
Reda Khadra,-,-,-,-,Premier_league
Michael Obafemi,-,-,-,-,Premier_league
Wesley,0.3,-,-,0.3,Premier_league
Patrick Cutrone,0.5,-,-,0.5,Premier_league
Konstantinos Tsimikas,-,-,-,-,Premier_league
Aboubakar Kamara,0.4,0.3,-,0.1,Premier_league
Josh Benson,0.3,0.3,-,-,Premier_league
Liam Delap,1,-,-,1,Premier_league
Joel Mumbongo,-,-,-,-,Premier_league
Lys Mousset,0.4,0.1,0.1,0.2,Premier_league
Cenk Tosun,-,-,-,-,Premier_league
Adrián,-,-,-,-,Premier_league
Tyrese Francois,-,-,-,-,Premier_league
Theo Walcott,-,-,-,-,Premier_league
Neil Taylor,-,-,-,-,Premier_league
Jake Vokins,-,-,-,-,Premier_league
Will Norris,-,-,-,-,Premier_league
Bailey Peacock-Farrell,-,-,-,-,Premier_league
Allan Tchaptchet,-,-,-,-,Premier_league
Odion Ighalo,-,-,-,-,Premier_league
Alexandre Jankewitz,-,-,-,-,Premier_league
Willy Caballero,-,-,-,-,Premier_league
Kayne Ramsay,-,-,-,-,Premier_league
Marco Festa,-,-,-,-,Serie_A
Cristiano Ronaldo,5.1,1.9,0.5,2.6,Serie_A
Zlatan Ibrahimovic,4.3,1,0.5,2.7,Serie_A
Lorenzo Insigne,4.1,2.1,0.1,1.9,Serie_A
Romelu Lukaku,2.7,0.4,0.3,2,Serie_A
Domenico Berardi,3.8,2,0.1,1.7,Serie_A
Rodrigo de Paul,2.3,1.8,-,0.4,Serie_A
Adam Ounas,1.7,0.7,-,1,Serie_A
Henrikh Mkhitaryan,2.4,0.9,0.1,1.4,Serie_A
Sergej Milinkovic-Savic,2,0.8,0.2,1,Serie_A
Theo Hernández,1.4,0.6,0.1,0.7,Serie_A
Papu Gómez,2.9,1.7,0.2,1,Serie_A
Hakan Calhanoglu,2.5,1.8,-,0.7,Serie_A
Luis Muriel,2.4,0.8,0.1,1.5,Serie_A
Federico Chiesa,3.3,0.7,-,2.7,Serie_A
Andrea Belotti,3.1,1,0.2,1.8,Serie_A
Lorenzo Pellegrini,2.1,1.1,0.1,0.9,Serie_A
Junior Messias,2.7,1.4,0.1,1.2,Serie_A
Federico Chiesa,2,0.6,-,1.3,Serie_A
Rafael,-,-,-,-,Serie_A
Robin Gosens,1.6,0.1,0.3,1.2,Serie_A
Lautaro Martínez,2.9,0.6,0.2,2,Serie_A
Juan Cuadrado,0.6,0.1,-,0.5,Serie_A
Ruslan Malinovskiy,1.9,1.1,-,0.8,Serie_A
Piotr Zielinski,1.7,0.8,-,0.8,Serie_A
Ciro Immobile,3.4,0.7,0.2,2.5,Serie_A
Franck Kessié,1.3,0.2,0.1,1,Serie_A
Cristian Romero,0.5,-,-,0.4,Serie_A
Giovanni Di Lorenzo,0.8,0.2,0.2,0.4,Serie_A
Josip Ilicic,2.1,1.1,-,1,Serie_A
Luis Alberto,2,1.1,-,0.9,Serie_A
Victor Osimhen,2.8,0.4,0.3,2.1,Serie_A
Manuel Locatelli,1.2,0.9,-,0.3,Serie_A
Andrea Ranocchia,1.1,-,0.5,0.6,Serie_A
Gianluca Pegolo,-,-,-,-,Serie_A
Duván Zapata,2.7,0.3,0.2,2.2,Serie_A
Diego Godín,0.4,-,-,0.4,Serie_A
Davide Calabria,0.8,0.4,-,0.3,Serie_A
Marcelo Brozovic,0.8,0.6,-,0.1,Serie_A
Danilo,0.6,0.4,-,0.2,Serie_A
Karlo Letica,-,-,-,-,Serie_A
Milan Badelj,0.6,0.5,-,0.1,Serie_A
Simon Kjaer,0.6,0.1,0.1,0.4,Serie_A
Paulo Dybala,2.6,1.3,0.1,1.2,Serie_A
João Pedro,2.1,0.4,0.3,1.4,Serie_A
Remo Freuler,0.6,0.2,-,0.3,Serie_A
Ignacio Pussetto,1.5,0.5,0.2,0.9,Serie_A
Ante Rebic,1.6,0.3,0.2,1.1,Serie_A
Fabián Ruiz,1.3,1,-,0.3,Serie_A
Leonardo Spinazzola,0.8,0.2,-,0.6,Serie_A
Achraf Hakimi,1.1,0.4,-,0.7,Serie_A
Marten de Roon,0.5,0.4,-,0.1,Serie_A
Hirving Lozano,1.8,0.5,0.2,1.2,Serie_A
Juraj Kucka,2.1,1,0.1,1,Serie_A
Fikayo Tomori,0.3,-,0.1,0.2,Serie_A
Nicolò Barella,1,0.7,-,0.3,Serie_A
Alex Sandro,0.5,0.1,0.1,0.3,Serie_A
Rodrigo Bentancur,0.5,0.4,-,0.1,Serie_A
Vlad Chiriches,0.5,0.1,0.1,0.3,Serie_A
Roberto Soriano,1.6,0.8,0.3,0.5,Serie_A
Marco Faraoni,1,0.1,0.1,0.7,Serie_A
Daniel Fuzato,-,-,-,-,Serie_A
Álvaro Morata,1.8,0.1,0.3,1.4,Serie_A
Andrea Consigli,-,-,-,-,Serie_A
Edin Dzeko,2.6,0.3,0.5,1.8,Serie_A
Berat Djimsiti,0.6,0.1,0.1,0.5,Serie_A
Omar Colley,0.4,-,0.1,0.3,Serie_A
Federico Dimarco,1.1,0.5,-,0.6,Serie_A
Dusan Vlahovic,2.3,0.4,0.3,1.7,Serie_A
Adrien Rabiot,1,0.3,-,0.6,Serie_A
Joaquín Correa,1.9,0.3,0.2,1.5,Serie_A
Milan Skriniar,0.5,-,0.1,0.3,Serie_A
Gianluca Mancini,0.8,0.2,0.1,0.6,Serie_A
Mattia Zaccagni,0.9,0.4,0.1,0.4,Serie_A
Stefan de Vrij,0.4,-,-,0.3,Serie_A
Dries Mertens,1.9,0.7,0.1,1,Serie_A
Morten Thorsby,0.7,-,0.1,0.5,Serie_A
Rafael Leão,1.4,0.4,0.1,0.9,Serie_A
Guglielmo Vicario,-,-,-,-,Serie_A
Simone Bastoni,1,0.4,-,0.5,Serie_A
Kalidou Koulibaly,0.4,-,0.1,0.3,Serie_A
Bremer,0.8,-,0.1,0.7,Serie_A
Ibañez,0.5,0.2,0.1,0.3,Serie_A
Alessandro Bastoni,0.3,-,-,0.3,Serie_A
Francesco Acerbi,0.3,-,-,0.2,Serie_A
Antonio Sanabria,1.4,0.3,0.4,0.8,Serie_A
Matteo Politano,1.7,0.8,0.1,0.8,Serie_A
Jeremie Boga,1.2,0.3,0.1,0.8,Serie_A
Hans Hateboer,1.2,0.1,0.2,1,Serie_A
Kevin Strootman,0.3,0.1,-,0.3,Serie_A
Wilfried Stephane Singo,0.4,0.1,-,0.3,Serie_A
Pietro Terracciano,-,-,-,-,Serie_A
Simone Edera,1.5,1.5,-,-,Serie_A
Gian Marco Ferrari,0.7,0.1,0.1,0.5,Serie_A
Ionut Radu,-,-,-,-,Serie_A
Alberto Paleari,-,-,-,-,Serie_A
Musa Barrow,2.3,1.3,-,1.1,Serie_A
Matthijs de Ligt,0.7,-,-,0.7,Serie_A
Nehuén Paz,0.3,-,0.2,0.2,Serie_A
Koray Günter,0.2,0.1,-,0.1,Serie_A
Franck Ribéry,0.7,0.1,0.1,0.5,Serie_A
Emil Audero,-,-,-,-,Serie_A
Elseid Hysaj,0.3,0.3,-,0.1,Serie_A
Marko Rog,0.6,0.6,-,-,Serie_A
Alessio Cragno,-,-,-,-,Serie_A
Gianluigi Donnarumma,-,-,-,-,Serie_A
Alexis Sánchez,1,0.3,0.1,0.6,Serie_A
M'Bala Nzola,1.8,0.1,0.1,1.6,Serie_A
Antonio Candreva,1.6,1,-,0.7,Serie_A
Cristián Zapata,0.3,0.1,-,0.2,Serie_A
Nikola Milenkovic,0.6,0.1,0.1,0.4,Serie_A
Mattia Perin,-,-,-,-,Serie_A
Razvan Marin,0.7,0.5,-,0.2,Serie_A
Léo Sena,0.1,0.1,-,-,Serie_A
Armando Izzo,0.7,-,0.1,0.6,Serie_A
Francesco Caputo,1.7,0.2,0.2,1.3,Serie_A
Diego Demme,0.6,0.2,-,0.4,Serie_A
Takehiro Tomiyasu,0.5,0.2,-,0.3,Serie_A
Bram Nuytinck,0.2,0.1,-,0.2,Serie_A
Davide Zappacosta,1.6,0.8,-,0.9,Serie_A
Tiemoué Bakayoko,0.5,0.2,-,0.3,Serie_A
Stefan Radu,0.2,-,0.1,0.1,Serie_A
Aaron Ramsey,1.1,0.3,0.1,0.7,Serie_A
Alessio Romagnoli,0.7,-,0.3,0.4,Serie_A
Cristian Ansaldi,0.6,0.3,-,0.3,Serie_A
Gianluigi Buffon,-,-,-,-,Serie_A
David Ospina,-,-,-,-,Serie_A
Radja Nainggolan,2.2,1.9,-,0.4,Serie_A
Gianluca Caprari,1.6,0.7,-,0.9,Serie_A
Yildirim Mert Çetin,0.3,-,-,0.3,Serie_A
Simy,1.7,0.1,0.3,1.3,Serie_A
José Luis Palomino,0.1,-,-,0.1,Serie_A
Hernani,1,0.6,0.1,0.3,Serie_A
Wojciech Szczesny,-,-,-,-,Serie_A
Bartosz Bereszynski,0.1,-,-,0.1,Serie_A
Diogo Dalot,0.5,0.3,-,0.2,Serie_A
Nahitan Nández,1,0.4,0.1,0.5,Serie_A
Riccardo Orsolini,1.6,0.6,0.1,0.9,Serie_A
Filip Djuricic,1.7,0.8,0.1,0.9,Serie_A
Fabio Quagliarella,2.5,0.7,0.3,1.5,Serie_A
Ismaël Bennacer,0.6,0.5,-,0.1,Serie_A
Giacomo Bonaventura,1.3,0.8,-,0.4,Serie_A
Merih Demiral,0.4,-,-,0.4,Serie_A
Lukasz Skorupski,-,-,-,-,Serie_A
Rodrigo Palacio,1.5,0.3,0.2,1,Serie_A
Mattia Bani,0.5,-,0.1,0.4,Serie_A
Giangiacomo Magnani,0.5,0.2,-,0.3,Serie_A
Yordan Osorio,0.3,-,-,0.3,Serie_A
Gastón Brugman,0.7,0.6,-,0.1,Serie_A
Gian Marco Crespi,-,-,-,-,Serie_A
Gianluca Scamacca,1.8,0.6,0.2,1,Serie_A
Arkadiusz Reca,1,0.5,-,0.5,Serie_A
Christian Eriksen,1.2,0.8,-,0.3,Serie_A
Jerdy Schouten,0.3,0.3,-,-,Serie_A
Antonin Barak,1.3,0.5,0.2,0.6,Serie_A
Matteo Gabbia,0.6,0.1,-,0.5,Serie_A
Dejan Kulusevski,1,0.1,-,0.8,Serie_A
Mattia Destro,1.3,0.1,0.1,1.1,Serie_A
Jordan Veretout,1.4,0.7,0.1,0.6,Serie_A
Hamed Traore,1.2,0.5,0.1,0.7,Serie_A
Erick Pulgar,0.5,0.5,-,-,Serie_A
Weston McKennie,0.9,-,0.1,0.7,Serie_A
Giuseppe Pezzella,0.3,0.2,-,0.1,Serie_A
Domenico Criscito,0.3,0.2,-,0.1,Serie_A
Albin Ekdal,0.4,0.2,0.1,0.2,Serie_A
Ivan Perisic,1.1,0.1,0.1,0.8,Serie_A
Pedro,1.6,0.8,0.1,0.7,Serie_A
Matteo Scozzarella,-,-,-,-,Serie_A
Alex Ferrari,-,-,-,-,Serie_A
Roberto Pereyra,0.8,0.3,-,0.5,Serie_A
Ivan Ilic,0.4,0.3,-,0.1,Serie_A
Rafael Tolói,0.9,0.1,0.1,0.7,Serie_A
Manolo Gabbiadini,1.8,0.8,0.1,0.9,Serie_A
Lucas Leiva,0.4,0.3,-,0.1,Serie_A
Luiz Felipe,0.3,0.1,-,0.2,Serie_A
Gaetano Letizia,0.5,0.3,-,0.3,Serie_A
Darko Lazovic,1,0.4,-,0.6,Serie_A
Alexis Saelemaekers,0.9,0.5,-,0.4,Serie_A
Andrea Carboni,0.3,-,0.1,0.3,Serie_A
Adam Marusic,0.8,0.2,0.1,0.5,Serie_A
Georgios Kyriakopoulos,1,0.6,-,0.4,Serie_A
Leonardo Bonucci,0.6,0.1,0.1,0.3,Serie_A
Simone Verdi,1.2,0.8,-,0.4,Serie_A
Lyanco,0.5,0.2,0.1,0.2,Serie_A
Adama Soumaoro,0.4,-,0.1,0.3,Serie_A
Federico Ceccherini,0.5,-,0.1,0.4,Serie_A
Tomás Rincón,0.6,0.3,-,0.3,Serie_A
Chris Smalling,0.4,-,0.1,0.4,Serie_A
Rick Karsdorp,0.4,0.1,-,0.3,Serie_A
Nicolas Viola,1.1,0.6,-,0.5,Serie_A
Bryan Cristante,0.8,0.4,0.1,0.4,Serie_A
Tolgay Arslan,0.7,0.4,-,0.3,Serie_A
Andreas Cornelius,1,0.1,0.1,0.9,Serie_A
Adrien Tameze,0.5,0.4,0.1,0.1,Serie_A
Giorgio Chiellini,0.4,-,0.1,0.3,Serie_A
Alex Meret,-,-,-,-,Serie_A
Charalampos Lykogiannis,0.9,0.5,-,0.4,Serie_A
Lucas Martínez Quarta,0.8,0.2,-,0.5,Serie_A
Thomas Strakosha,-,-,-,-,Serie_A
Mario Pasalic,0.8,0.1,-,0.7,Serie_A
Mário Rui,0.7,0.5,-,0.2,Serie_A
Julian Chabot,0.4,-,-,0.3,Serie_A
Maya Yoshida,0.3,-,-,0.3,Serie_A
Luca Cigarini,1.1,1,-,0.1,Serie_A
Arthur,0.1,0.1,-,-,Serie_A
Lorenzo Tonelli,0.6,-,0.1,0.4,Serie_A
Rodrigo Becão,0.3,-,0.1,0.2,Serie_A
Adam Ounas,0.9,0.6,0.1,0.1,Serie_A
Manuel Lazzari,0.8,0.3,0.1,0.3,Serie_A
Kastriot Dermaku,-,-,-,-,Serie_A
Samir Handanovic,-,-,-,-,Serie_A
Tommaso Augello,0.2,0.1,-,0.1,Serie_A
Kamil Glik,0.8,0.1,0.1,0.6,Serie_A
Stefano Sturaro,0.8,0.5,0.2,0.2,Serie_A
Kostas Manolas,0.3,-,-,0.2,Serie_A
Emmanuel Gyasi,0.8,0.1,0.2,0.5,Serie_A
Gervinho,1.2,0.2,-,1,Serie_A
Tommaso Pobega,1.1,0.4,0.2,0.6,Serie_A
Rolando Mandragora,1.6,0.9,0.1,0.6,Serie_A
Antonio Mirante,-,-,-,-,Serie_A
Graziano Pellè,1.1,0.2,0.1,0.8,Serie_A
Riccardo Sottil,1.2,0.3,-,0.9,Serie_A
Giacomo Raspadori,0.9,0.1,0.1,0.7,Serie_A
Brahim Díaz,1,0.4,0.1,0.4,Serie_A
Mikkel Damsgaard,0.7,0.4,0.1,0.3,Serie_A
Arturo Vidal,0.9,0.3,0.1,0.6,Serie_A
Nicola Sansone,1.2,0.5,0.1,0.6,Serie_A
Yann Karamoh,0.9,0.2,0.2,0.6,Serie_A
Cristiano Biraghi,0.7,0.3,-,0.4,Serie_A
Pierre Kalulu,0.2,-,0.1,0.2,Serie_A
Amir Rrahmani,0.3,-,-,0.3,Serie_A
Lucien Agoume,0.2,0.1,-,0.1,Serie_A
Miguel Veloso,0.6,0.5,-,0.1,Serie_A
Pau López,-,-,-,-,Serie_A
Borja Mayoral,1.3,0.2,0.2,0.9,Serie_A
Pepe Reina,-,-,-,-,Serie_A
Samir,0.4,-,0.1,0.3,Serie_A
Luca Ceppitelli,0.4,-,-,0.4,Serie_A
Koffi Djidji,0.2,-,0.1,0.2,Serie_A
Matteo Darmian,0.3,-,-,0.3,Serie_A
Roberto Gagliardini,0.6,0.2,-,0.4,Serie_A
Gonzalo Villar,0.3,0.2,-,0.1,Serie_A
Gianluca Lapadula,2.1,0.4,0.2,1.5,Serie_A
Kevin Agudelo,0.7,0.2,-,0.4,Serie_A
Matteo Pessina,0.8,0.2,-,0.6,Serie_A
Bruno Alves,0.5,0.3,-,0.2,Serie_A
Nicolo Fagioli,-,-,-,-,Serie_A
Eldor Shomurodov,1.3,0.1,0.1,1.1,Serie_A
Salvador Ferrer,0.2,0.1,-,0.1,Serie_A
Stephan El Shaarawy,1.6,0.4,-,1.2,Serie_A
Stefano Okaka,1.1,0.1,0.1,0.9,Serie_A
Joakim Maehle,1.1,0.3,-,0.8,Serie_A
Nikola Maksimovic,0.3,-,0.1,0.2,Serie_A
Nicola Zalewski,-,-,-,-,Serie_A
Federico Fazio,0.5,-,-,0.5,Serie_A
Adrien Silva,0.3,0.2,-,-,Serie_A
Jasmin Kurtic,1,0.5,0.1,0.4,Serie_A
Marvin Zeegelaar,0.4,0.1,-,0.3,Serie_A
Andrea Petagna,0.9,0.1,0.2,0.7,Serie_A
Federico Bonazzoli,2,1,-,1,Serie_A
Rogerio,0.6,0.4,-,0.2,Serie_A
Martin Erlic,0.4,-,-,0.3,Serie_A
Bruno Peres,0.4,0.2,-,0.2,Serie_A
Felipe Caicedo,1.2,0.1,0.2,0.9,Serie_A
Marco Sportiello,-,-,-,-,Serie_A
Salvatore Molina,0.5,0.3,-,0.2,Serie_A
Ashley Young,0.6,0.2,-,0.3,Serie_A
Pierluigi Gollini,-,-,-,-,Serie_A
Matteo Ricci,0.7,0.7,-,0.1,Serie_A
Diego Farias,1.1,0.3,0.1,0.7,Serie_A
Ebrima Darboe,0.6,0.6,-,-,Serie_A
Leonardo Pavoletti,1.3,0.1,0.4,0.8,Serie_A
Nicolò Rovella,0.6,0.4,-,0.2,Serie_A
Soualiho Meité,0.4,0.4,0.1,-,Serie_A
Keita Baldé,1.8,0.4,0.2,1.2,Serie_A
Maximiliano Olivera,-,-,-,-,Serie_A
Kevin Bonifazi,0.6,0.1,-,0.4,Serie_A
Sofyan Amrabat,0.3,0.2,-,0.2,Serie_A
Mattia Bani,0.5,-,0.2,0.3,Serie_A
Daniele Rugani,0.2,-,0.1,0.1,Serie_A
Nicolas Nkoulou,0.2,-,0.1,0.1,Serie_A
Gastón Ramírez,0.5,0.3,-,0.2,Serie_A
Aleksey Miranchuk,0.6,0.2,-,0.4,Serie_A
Botond Balogh,-,-,-,-,Serie_A
Danilo,0.5,-,0.1,0.3,Serie_A
Gaetano Castrovilli,0.9,0.4,0.1,0.5,Serie_A
Mattias Svanberg,1.7,1.2,0.1,0.4,Serie_A
Ivan Radovanovic,0.2,0.1,-,0.1,Serie_A
Nicolás Domínguez,0.6,0.3,-,0.3,Serie_A
Andrea Masiello,0.2,-,-,0.2,Serie_A
Walace,0.6,0.4,-,0.2,Serie_A
Riccardo Saponara,1.1,0.1,-,1,Serie_A
Ivan Provedel,-,-,-,-,Serie_A
Miha Zajc,0.6,0.2,-,0.4,Serie_A
Riccardo Improta,1,0.5,0.1,0.5,Serie_A
Riccardo Gagliolo,0.7,0.1,0.2,0.4,Serie_A
Maxime Lopez,0.3,0.1,-,0.2,Serie_A
Ardian Ismajli,0.4,0.1,0.1,0.2,Serie_A
Daniele Verde,1.5,0.5,-,1,Serie_A
Jakub Jankto,1.1,0.4,0.1,0.7,Serie_A
Soualiho Meité,0.6,0.3,0.1,0.1,Serie_A
Marco Silvestri,-,-,-,-,Serie_A
Bartlomiej Dragowski,-,-,-,-,Serie_A
Francesco Magnanelli,0.2,0.2,-,-,Serie_A
Dennis Man,1.4,0.4,0.1,0.9,Serie_A
Sandro Tonali,0.4,0.3,-,0.1,Serie_A
Nahuel Molina,0.6,0.2,-,0.4,Serie_A
Giulio Maggiore,1.2,0.4,0.2,0.6,Serie_A
Ricardo Rodríguez,0.8,0.8,-,0.1,Serie_A
Sasa Lukic,0.6,0.1,-,0.5,Serie_A
Pawel Dawidowicz,0.5,0.1,0.1,0.3,Serie_A
Mert Müldür,0.5,0.1,-,0.4,Serie_A
Juan Brunetta,0.8,0.4,-,0.4,Serie_A
Aleksandar Kolarov,0.9,0.9,-,-,Serie_A
Paolo Faragò,0.4,0.1,0.1,0.1,Serie_A
Sebastian Walukiewicz,0.2,-,0.1,0.1,Serie_A
Brian Oddei,0.4,-,-,0.4,Serie_A
Claudio Terzi,0.2,-,0.1,0.1,Serie_A
Matías Vecino,0.8,0.3,-,0.5,Serie_A
Samir Ujkani,-,-,-,-,Serie_A
Fernando Llorente,0.8,-,0.1,0.7,Serie_A
Germán Pezzella,0.5,-,-,0.5,Serie_A
Antonio Cioffi,-,-,-,-,Serie_A
Samu Castillejo,0.9,0.4,-,0.5,Serie_A
Gerard Deulofeu,1.3,0.3,0.2,0.8,Serie_A
Gregoire Defrel,0.8,0.4,-,0.4,Serie_A
Roberto Insigne,1.3,0.4,0.1,0.8,Serie_A
Andrea Conti,0.5,-,-,0.5,Serie_A
Giovanni Simeone,1.3,0.2,0.2,0.9,Serie_A
Juan Musso,-,-,-,-,Serie_A
Andreas Skov Olsen,1.2,0.5,-,0.7,Serie_A
Alessandro Tuia,0.3,-,-,0.2,Serie_A
Lorenzo De Silvestri,0.4,-,-,0.3,Serie_A
Marash Kumbulla,0.3,-,0.1,0.2,Serie_A
Pedro Obiang,0.5,0.4,-,0.1,Serie_A
Pasquale Schiattarella,0.4,0.1,-,0.2,Serie_A
Matteo Lovato,-,-,-,-,Serie_A
Jayden Braaf,0.5,-,-,0.5,Serie_A
Ronaldo Vieira,0.5,0.3,-,0.3,Serie_A
Sebastien De Maio,0.4,0.1,-,0.3,Serie_A
Federico Bernardeschi,0.5,0.2,-,0.3,Serie_A
Mergim Vojvoda,0.3,-,-,0.2,Serie_A
Iago Falque,1,0.5,-,0.5,Serie_A
Lennart Czyborra,0.3,0.1,-,0.2,Serie_A
Carles Pérez,1.1,0.4,0.1,0.6,Serie_A
Mato Jajalo,-,-,-,-,Serie_A
Goran Pandev,0.7,0.1,0.1,0.5,Serie_A
Valerio Verre,0.9,0.5,-,0.4,Serie_A
Mateo Musacchio,-,-,-,-,Serie_A
Danilo D'Ambrosio,0.4,0.1,0.2,0.2,Serie_A
Lorenzo Montipò,-,-,-,-,Serie_A
Emanuel Vignato,0.7,0.4,-,0.3,Serie_A
Paolo Ghiglione,0.4,0.3,-,0.2,Serie_A
Mehdi Bourabia,0.6,0.4,-,0.2,Serie_A
Jens Stryger Larsen,0.7,0.3,-,0.4,Serie_A
Joseph Alfred Duncan,0.4,0.3,-,0.1,Serie_A
Simone Zaza,2,0.4,0.2,1.4,Serie_A
Marlon Santos,0.2,-,-,0.2,Serie_A
Yayah Kallon,2,1,-,1,Serie_A
Kaan Ayhan,0.3,0.1,-,0.2,Serie_A
Lisandro Magallán,0.3,-,-,0.3,Serie_A
Edoardo Goldaniga,0.3,-,-,0.2,Serie_A
Artur Ionita,0.6,0.3,0.1,0.3,Serie_A
Giuseppe Cuomo,0.2,-,0.1,0.1,Serie_A
Kevin Lasagna,1.6,0.3,0.2,1.1,Serie_A
Bryan Reynolds,-,-,-,-,Serie_A
Simone Scuffet,-,-,-,-,Serie_A
Valentin Eysseric,0.8,0.3,-,0.5,Serie_A
Stefano Sensi,1,0.7,-,0.3,Serie_A
Gabriele Zappa,0.3,0.1,-,0.2,Serie_A
Gonzalo Escalante,0.3,0.2,-,-,Serie_A
Alessandro Deiola,0.5,0.4,-,0.1,Serie_A
Mamadou Coulibaly,0.7,0.7,-,-,Serie_A
Martín Cáceres,0.5,0.2,0.1,0.3,Serie_A
Mateo Musacchio,-,-,-,-,Serie_A
Pedro Pereira,0.4,0.2,-,0.1,Serie_A
Perparim Hetemaj,0.4,0.2,-,0.2,Serie_A
Daniele Baselli,0.3,0.2,-,0.1,Serie_A
Mihai Valentin Mihaila,1.2,0.4,0.1,0.8,Serie_A
Mohamed Fares,0.7,0.3,-,0.3,Serie_A
Luca Pellegrini,0.5,0.4,-,0.1,Serie_A
Bastos,-,-,-,-,Serie_A
Gianluca Frabotta,0.3,-,-,0.3,Serie_A
Rade Krunic,0.3,0.2,-,0.1,Serie_A
Wesley Hoedt,0.1,0.1,-,0.1,Serie_A
Pol Lirola,0.2,-,-,0.2,Serie_A
Igor Julio,-,-,-,-,Serie_A
Marco Parolo,0.3,0.1,0.1,0.2,Serie_A
Eddie Salcedo,1,0.2,0.2,0.6,Serie_A
Kevin Malcuit,0.4,0.4,-,-,Serie_A
Ahmad Benali,0.6,0.2,0.1,0.3,Serie_A
Karol Linetty,0.3,0.1,-,0.2,Serie_A
Faouzi Ghoulam,0.3,0.2,-,0.1,Serie_A
Luigi Sepe,-,-,-,-,Serie_A
Manolo Portanova,2.5,1.5,-,1,Serie_A
Alessandro Buongiorno,0.3,-,0.2,0.1,Serie_A
Manolo Portanova,0.3,0.3,-,-,Serie_A
Andrea Pinamonti,0.5,-,-,0.5,Serie_A
Bryan Dabo,0.5,0.3,-,0.2,Serie_A
Lukas Lerager,0.3,0.1,-,0.1,Serie_A
Davide Santon,0.5,0.1,-,0.4,Serie_A
Jacopo Sala,-,-,-,-,Serie_A
Cristiano Piccini,1,-,-,1,Serie_A
Jeremy Toljan,0.2,-,-,0.2,Serie_A
Jens Petter Hauge,0.4,0.1,0.1,0.3,Serie_A
Nicola Murru,0.4,0.1,-,0.3,Serie_A
Roberto Piccoli,0.8,0.1,0.3,0.4,Serie_A
Alex Berenguer,1,0.5,-,0.5,Serie_A
Amer Gojak,0.5,0.2,-,0.3,Serie_A
Luca Caldirola,0.3,-,0.1,0.2,Serie_A
Alan Empereur,0.3,-,-,0.3,Serie_A
Patric,0.3,0.2,-,-,Serie_A
Nahuel Estévez,0.9,0.4,0.1,0.4,Serie_A
Amadou Diambo,-,-,-,-,Serie_A
Ivor Pandur,-,-,-,-,Serie_A
Kevin Malcuit,-,-,-,-,Serie_A
Matteo Darmian,-,-,-,-,Serie_A
Federico Barba,0.4,0.1,-,0.3,Serie_A
Davide Biraschi,0.2,0.1,-,0.1,Serie_A
Juan Jesus,-,-,-,-,Serie_A
Ilija Nestorovski,1.1,-,0.1,1,Serie_A
Alberto Grassi,0.4,0.2,-,0.2,Serie_A
Jean-Daniel Akpa Akpro,0.4,0.1,-,0.3,Serie_A
Marko Pjaca,0.8,0.2,-,0.6,Serie_A
Gastón Pereiro,0.9,0.3,0.1,0.5,Serie_A
Riccardo Marchizza,0.3,-,-,0.3,Serie_A
Lautaro Valenti,0.4,0.3,-,0.1,Serie_A
Fabio Depaoli,0.5,0.2,-,0.3,Serie_A
Federico Ceccherini,-,-,-,-,Serie_A
Bosko Sutalo,-,-,-,-,Serie_A
Milos Vulic,0.7,0.4,-,0.2,Serie_A
Rolando Mandragora,0.9,0.6,0.1,0.2,Serie_A
Luca Vignali,0.2,0.1,-,0.1,Serie_A
Ernesto Torregrossa,0.7,-,-,0.7,Serie_A
Javier Pastore,-,-,-,-,Serie_A
Daam Foulon,-,-,-,-,Serie_A
Senad Lulic,0.4,0.1,-,0.3,Serie_A
Kevin Lasagna,2.4,0.5,0.2,1.7,Serie_A
Nikola Kalinic,1.3,0.1,0.2,1,Serie_A
Gary Medel,-,-,-,-,Serie_A
Mehdi Léris,0.1,-,-,0.1,Serie_A
Lorenzo Venuti,0.1,0.1,-,0.1,Serie_A
Alex Cordaz,-,-,-,-,Serie_A
Mitchell Dijks,0.1,-,-,0.1,Serie_A
Christian Pastina,-,-,-,-,Serie_A
Christian Oliva,-,-,-,-,Serie_A
Andrea Conti,-,-,-,-,Serie_A
Léo Duarte,-,-,-,-,Serie_A
Vincent Laurini,0.1,0.1,-,-,Serie_A
Jeroen Zoet,-,-,-,-,Serie_A
José Callejón,0.5,0.2,0.1,0.3,Serie_A
Federico Bonazzoli,1.1,0.4,0.1,0.7,Serie_A
Gabriele Moncini,0.8,0.2,0.1,0.5,Serie_A
Ragnar Klavan,0.4,0.1,-,0.3,Serie_A
