Name,Total_shots,OutOfBox,SixYardBox,PenaltyArea,League
Scott Burgess,0.7,0.4,-,0.3,League_two
Jake Taylor,0.6,0.3,-,0.3,League_two
George Boyd,0.3,0.1,-,0.2,League_two
Connor Kirby,0.6,0.4,-,0.2,League_two
Will Swan,0.8,0.1,0.1,0.6,League_two
Jake Taylor,1.1,0.7,-,0.4,League_two
Kevin Ellison,0.3,0.1,0.1,0.1,League_two
Dior Angus,1,0.2,0.2,0.7,League_two
Saikou Janneh,0.9,0.3,0.1,0.5,League_two
Tristan Abrahams,1.3,0.3,0.1,0.8,League_two
Liam McAlinden,0.7,0.3,0.1,0.4,League_two
Femi Akinwande,1.1,0.9,-,0.3,League_two
Jay Williams,0.3,-,-,0.3,League_two
Owen Windsor,-,-,-,-,League_two
Matt Rush,0.7,-,-,0.7,League_two
Taylor Charters,0.6,0.2,-,0.3,League_two
Jak Hickman,0.3,-,-,0.3,League_two
Teddy Howe,0.1,-,-,0.1,League_two
Dylan Mottley-Henry,0.5,0.3,-,0.3,League_two
Jamie Mascoll,0.3,-,-,0.3,League_two
Danny Walker-Rice,-,-,-,-,League_two
Jack Nolan,0.1,0.1,-,-,League_two
Scott Wilson,0.1,-,-,0.1,League_two
Oliver Banks,0.8,0.7,-,0.1,League_two
Alfie Bates,0.4,0.3,-,0.1,League_two
James Tilley,0.9,0.4,0.1,0.4,League_two
Nathan Ferguson,1,0.6,-,0.4,League_two
Keaton Ward,0.3,-,-,0.3,League_two
Aidan Stone,-,-,-,-,League_two
Shaun Miller,0.5,0.1,0.1,0.4,League_two
Yoan Zouma,0.5,-,-,0.5,League_two
Miquel Scarlett,-,-,-,-,League_two
Jake Scrimshaw,0.7,0.3,0.1,0.4,League_two
Dominic Telford,0.9,0.4,-,0.5,League_two
Inih Effiong,1,0.1,-,0.9,League_two
Jack Rose,-,-,-,-,League_two
Alex Fisher,0.8,0.1,0.1,0.6,League_two
Tom Sang,0.6,0.4,-,0.2,League_two
Jordan Hallam,0.5,0.1,-,0.4,League_two
David Nugent,0.7,0.1,0.1,0.5,League_two
Sid Nelson,0.1,-,-,0.1,League_two
Montel Gibson,1.4,0.3,0.2,0.9,League_two
Morgan Ferrier,0.4,-,-,0.4,League_two
Tom Pugh,-,-,-,-,League_two
Jake Scrimshaw,1.1,0.1,0.2,0.8,League_two
Nicky Ajose,0.3,-,-,0.3,League_two
Bruno Andrade,0.9,0.5,0.1,0.4,League_two
Theo Robinson,1.3,0.4,0.1,0.8,League_two
Jake Turner,-,-,-,-,League_two
Bright Amoateng,-,-,-,-,League_two
Joe Ledley,0.8,0.5,0.3,-,League_two
Paris Cowan-Hall,0.3,0.2,-,0.1,League_two
Danny Guthrie,0.1,0.1,-,-,League_two
Ruel Sotiriou,0.6,0.1,0.1,0.4,League_two
Danny Whitehead,0.6,0.3,-,0.3,League_two
Nya Kirby,0.5,0.3,-,0.2,League_two
Leon Davies,-,-,-,-,League_two
Mackenzie Chapman,-,-,-,-,League_two
Nile Ranger,-,-,-,-,League_two
Jack Roles,0.5,-,-,0.5,League_two
Jack Hindle,-,-,-,-,League_two
Stefan Payne,1.2,0.2,0.2,0.8,League_two
Mark Cullen,0.6,0.1,0.1,0.5,League_two
Jayden Reid,1,1,-,-,League_two
Josh Wright,0.4,0.2,-,0.2,League_two
Tom Walker,0.4,0.1,0.1,0.1,League_two
Zeli Ismail,-,-,-,-,League_two
Matt Stevens,0.9,0.1,0.1,0.7,League_two
Sam Ashford,0.3,0.3,-,-,League_two
Jaden Charles,-,-,-,-,League_two
Josh Dixon,-,-,-,-,League_two
Ben Seymour,0.7,0.1,0.2,0.4,League_two
Ira Jackson Jr,0.6,0.3,0.2,0.2,League_two
Reuben Reid,0.8,0.2,-,0.6,League_two
Aaron Jarvis,1,0.2,0.2,0.6,League_two
Jordan Thomas,1,1,-,-,League_two
Michael Klass,1,1,-,-,League_two
Davide Rodari,0.4,-,0.1,0.3,League_two
Serhat Tasdemir,0.8,0.5,-,0.3,League_two
Jayden Reid,0.7,0.1,-,0.6,League_two
Brandon Comley,0.1,-,-,0.1,League_two
Joshua Bohui,0.2,-,-,0.2,League_two
Tyrone Marsh,0.9,0.5,-,0.4,League_two
Luke Armstrong,0.3,-,-,0.3,League_two
Tarryn Allarakhia,0.4,0.2,-,0.2,League_two
Ben Pringle,0.2,0.1,-,0.1,League_two
Sean Scannell,0.3,0.1,-,0.2,League_two
Mace Goodridge,-,-,-,-,League_two
Brandon Goodship,0.9,0.4,-,0.4,League_two
Alex Denny,0.2,0.2,-,-,League_two
Isaac Hutchinson,0.5,0.4,-,0.1,League_two
Alfie Williams,-,-,-,-,League_two
Aramide Oteh,0.8,0.3,0.2,0.3,League_two
Ashley Baker,-,-,-,-,League_two
Kazaiah Sterling,0.1,0.1,-,-,League_two
Dimitri Sea,0.5,-,-,0.5,League_two
Joe Bunney,0.4,0.4,-,-,League_two
Kian Scales,0.4,0.3,-,0.1,League_two
Jake Burton,-,-,-,-,League_two
Sam Smith,1.2,0.4,-,0.8,League_two
Virgil Gomis,1.2,0.4,-,0.8,League_two
Ethan Walker,0.8,0.4,-,0.4,League_two
Marcus Maddison,1.5,0.9,0.1,0.5,League_two
Junior Tchamadeu,0.1,0.1,-,-,League_two
Emmanuel Dieseruvwe,0.3,-,0.1,0.1,League_two
Gavin Reilly,0.9,0.1,0.1,0.8,League_two
James Dayton,0.1,0.1,-,-,League_two
Billy Crellin,-,-,-,-,League_two
Jordan Stevens,0.1,-,-,0.1,League_two
Harry Phillips,-,-,-,-,League_two
Martin Smith,-,-,-,-,League_two
Marcus Barnes,0.9,0.4,-,0.5,League_two
Mitchell Roberts,-,-,-,-,League_two
Josh Andrews,-,-,-,-,League_two
Matthew Foulds,-,-,-,-,League_two
Luis Adlard,-,-,-,-,League_two
Harry Vaughan,0.2,0.2,-,-,League_two
Zak Elbouzedi,0.4,0.2,-,0.2,League_two
Oliver Sarkic,0.3,0.3,-,-,League_two
Louis Boyd,-,-,-,-,League_two
Luke Hallett,-,-,-,-,League_two
Harry McKirdy,1,0.5,0.1,0.4,League_two
Indiana Vassilev,0.3,0.3,-,0.1,League_two
Stefan Payne,-,-,-,-,League_two
Charlie Kelman,0.3,-,-,0.3,League_two
Eren Kinali,-,-,-,-,League_two
Harvey Sayer,-,-,-,-,League_two
Jack Evans,0.5,-,-,0.5,League_two
Austin Samuels,1,0.2,0.2,0.7,League_two
Mustapha Olagunju,-,-,-,-,League_two
Sammie McLeod,-,-,-,-,League_two
Shawn McCoulsky,-,-,-,-,League_two
Louis Walsh,0.6,-,-,0.6,League_two
Alex Addai,0.2,-,-,0.2,League_two
Derick Osei Yaw,0.1,-,-,0.1,League_two
Joseph Starbuck,0.2,-,-,0.2,League_two
Alhagi Sisay,-,-,-,-,League_two
Jacob Mellis,0.7,0.7,-,-,League_two
Jayden Sweeney,-,-,-,-,League_two
Tristan Abrahams,0.4,0.1,-,0.4,League_two
Ronan Darcy,0.3,0.3,-,-,League_two
Harry Kite,-,-,-,-,League_two
Jahmal Hector-Ingram,-,-,-,-,League_two
Oliver Coker,-,-,-,-,League_two
Junior Luamba,2,0.5,-,1.5,League_two
Harry Jessop,0.3,-,-,0.3,League_two
Billy Cracknell,-,-,-,-,League_two
Jackson Longridge,-,-,-,-,League_two
Joe Willis,-,-,-,-,League_two
Joey Jones,-,-,-,-,League_two
Lewis Bell,-,-,-,-,League_two
Marley Marshall,-,-,-,-,League_two
Thomas Stagg,-,-,-,-,League_two
Micah Obiero,0.3,-,-,0.3,League_two
Connor Malley,-,-,-,-,League_two
Cedwyn Scott,0.1,-,-,0.1,League_two
Charlie Jolley,0.5,-,-,0.5,League_two
Jordan Dyer,-,-,-,-,League_two
Olufela Olomola,0.2,-,-,0.2,League_two
Mikael Ndjoli,-,-,-,-,League_two
Jorge Sikora,-,-,-,-,League_two
Lewis Butroid,-,-,-,-,League_two
Rob Howard,-,-,-,-,League_two
Matt Young,-,-,-,-,League_two
Kenny Coker,-,-,-,-,League_two
Scott Flinders,-,-,-,-,League_two
Andrew Dallas,-,-,-,-,League_two
Daniel Bramall,0.3,0.3,-,-,League_two
Rumarn Burrell,-,-,-,-,League_two
Callum Gribbin,-,-,-,-,League_two
Jake Wright,-,-,-,-,League_two
Will Sutton,-,-,-,-,League_two
Kenan Dunnwald-Turan,0.6,0.2,-,0.4,League_two
Finlay Hurford-Lockett,-,-,-,-,League_two
Sam Russell,-,-,-,-,League_two
Ricardo German,0.8,-,-,0.8,League_two
Lewis Gard,-,-,-,-,League_two
Mark Wright,-,-,-,-,League_two
Bilel Mohsni,-,-,-,-,League_two
Isaac Hutchinson,1.5,1.5,-,-,League_two
Alistair Smith,-,-,-,-,League_two
Aaron O'Driscoll,-,-,-,-,League_two
David Ayala,-,-,-,-,Superliga
Ignacio Fernández,2.6,1.4,0.1,1.1,Superliga
Pablo Pérez,1.3,0.7,-,0.7,Superliga
Nicolás Giménez,3,2.1,0.1,0.7,Superliga
Marcelino Moreno,2,1,0.2,0.9,Superliga
Matías Orihuela,-,-,-,-,Superliga
Marcos Díaz,-,-,-,-,Superliga
Miguel Barbieri,0.9,-,-,0.9,Superliga
Maximiliano Cavallotti,-,-,-,-,Superliga
Paolo Goltz,1.3,0.3,-,1,Superliga
Carlos Tevez,2,0.8,0.1,1.1,Superliga
Enzo Díaz,0.8,0.3,-,0.5,Superliga
Mario López,-,-,-,-,Superliga
Francisco Pizzini,1.2,0.2,-,1,Superliga
Eduardo Salvio,2.3,0.5,-,1.8,Superliga
Guillermo Burdisso,3,-,1,2,Superliga
Nicolás De La Cruz,2.5,1.1,0.1,1.2,Superliga
Danilo Ortíz,-,-,-,-,Superliga
Ricardo Centurión,2.2,0.4,0.2,1.6,Superliga
Rubén Botta,1.9,0.9,0.1,0.9,Superliga
Yeimar Gómez,0.7,0.3,0.1,0.3,Superliga
Rafael Delgado,1.3,0.3,0.1,0.9,Superliga
Enzo Kalinski,1,0.3,-,0.7,Superliga
Juan Rodríguez,0.4,-,0.2,0.2,Superliga
Carlos Quintana,0.8,-,0.2,0.6,Superliga
Mariano Bittolo,0.3,0.1,-,0.2,Superliga
Cristian Lema,1.6,0.4,-,1.3,Superliga
Júnior Alonso,0.3,0.1,-,0.2,Superliga
Ángel Romero,1.5,0.4,0.3,0.8,Superliga
Nicolás Reniero,6,2.5,-,3.5,Superliga
Rodrigo Gómez,1.5,1.2,-,0.4,Superliga
Emanuel Maciel,-,-,-,-,Superliga
Robert Rojas,0.9,0.1,0.1,0.8,Superliga
Guillermo Fernández,0.6,0.4,-,0.1,Superliga
Héctor Martínez,0.5,0.2,-,0.3,Superliga
Frank Fabra,0.2,0.1,0.1,0.1,Superliga
Nicolás Domínguez,1.5,0.6,-,0.9,Superliga
Matías García,1.8,0.8,-,1,Superliga
Lisandro López,0.6,0.1,-,0.6,Superliga
Gabriel Ávalos,2.4,0.5,0.2,1.6,Superliga
Sergio Vittor,2.1,1.6,-,0.5,Superliga
Javier Mascherano,0.1,0.1,-,-,Superliga
Alexander Domínguez,-,-,-,-,Superliga
Carlos Izquierdoz,0.6,-,-,0.6,Superliga
Claudio Bravo,1,0.8,-,0.2,Superliga
Lautaro Gianetti,0.3,-,-,0.3,Superliga
Guilherme Parede,2.5,0.8,-,1.7,Superliga
Esteban Andrada,-,-,-,-,Superliga
Gastón Álvarez Suárez,2,1.2,-,0.8,Superliga
Carlos Zambrano,1,-,-,1,Superliga
Elías Gómez,0.9,0.7,-,0.2,Superliga
Lucas Merolla,0.5,0.1,0.2,0.2,Superliga
Lautaro Acosta,0.6,0.1,0.1,0.5,Superliga
Fabián Rinaudo,1.2,1.2,-,-,Superliga
Jorman Campuzano,0.2,0.1,-,0.2,Superliga
Leonardo Gil,1.3,0.8,-,0.5,Superliga
Fernando Luna,1.3,0.8,-,0.5,Superliga
Juan Manuel García,2.5,0.5,0.3,1.7,Superliga
Mathías Abero,0.9,0.5,0.1,0.4,Superliga
Facundo Nadalín,0.3,0.1,-,0.1,Superliga
Lucas Robertone,1.8,1.4,-,0.4,Superliga
Rafael Borré,2,0.2,0.3,1.6,Superliga
Emanuel Reynoso,0.7,0.6,0.1,0.1,Superliga
Fernando Gago,0.4,0.2,0.1,0.2,Superliga
Víctor Ayala,2.4,2.4,-,-,Superliga
Edwar López,1.3,0.5,0.1,0.8,Superliga
Fabián Monzón,0.9,0.9,-,-,Superliga
Enzo Pérez,0.1,0.1,-,0.1,Superliga
Matías Suárez,2.7,0.6,0.3,1.8,Superliga
Adrián Cubas,1,0.9,-,0.1,Superliga
Gastón Giménez,0.8,0.4,-,0.4,Superliga
Paolo Goltz,0.4,0.1,-,0.3,Superliga
Ciro Rius,1.5,0.9,-,0.5,Superliga
Javier García,-,-,-,-,Superliga
Marcelo Weigandt,1.7,0.7,-,1,Superliga
Dylan Gissi,0.6,0.1,-,0.4,Superliga
Fabricio Fontanini,0.5,-,-,0.5,Superliga
Hernán De La Fuente,0.5,-,0.3,0.3,Superliga
Edison Duarte,-,-,-,-,Superliga
Paulo Díaz,0.6,-,-,0.6,Superliga
Juan Brunetta,2.3,1.5,-,0.8,Superliga
Jorge Carrascal,1.6,0.9,0.1,0.6,Superliga
Leonardo Morales,0.5,-,0.3,0.3,Superliga
Fabián Assmann,-,-,-,-,Superliga
Alexis Castro,1.5,0.8,0.1,0.6,Superliga
Facundo Medina,0.1,-,-,0.1,Superliga
Gonzalo Montiel,0.7,0.2,-,0.5,Superliga
Maximiliano Caire,1.1,0.3,-,0.8,Superliga
Ezequiel Muñoz,0.7,-,0.1,0.5,Superliga
Federico Martínez,3.5,1.5,-,2,Superliga
Elías López,0.3,-,-,0.3,Superliga
Lucas Martínez Quarta,0.9,-,0.1,0.8,Superliga
Sebastián Villa,1.6,0.8,-,0.8,Superliga
Angelo Gabrielli,0.9,0.4,-,0.5,Superliga
Juan Sánchez Miño,0.9,0.7,-,0.1,Superliga
Gastón Silva,0.8,0.5,0.1,0.2,Superliga
Nicolás Figal,0.4,-,-,0.4,Superliga
Juan Kaprof,1.4,0.2,0.2,0.9,Superliga
Matías Pérez,1,-,-,1,Superliga
Rubén Botta,3,3,-,-,Superliga
Jerónimo Cacciabue,1.8,1.4,-,0.4,Superliga
Emanuel Brítez,0.8,0.1,0.1,0.5,Superliga
Santiago Silva,2,0.2,0.1,1.6,Superliga
Julián Fernández,0.7,0.3,0.1,0.3,Superliga
Gonzalo Rodríguez,0.4,-,-,0.4,Superliga
Sebastián Palacios,2.2,0.7,-,1.5,Superliga
Matías Zaracho,1.6,0.8,0.1,0.7,Superliga
Juan Bolado,-,-,-,-,Superliga
Braian Cufré,0.8,0.5,-,0.3,Superliga
Sebastián Torrico,-,-,-,-,Superliga
Gabriel Carabajal,1.4,1.1,-,0.3,Superliga
Matías Laba,-,-,-,-,Superliga
Bruno Pittón,0.9,0.1,0.1,0.7,Superliga
Matías Melluso,0.2,0.1,-,0.1,Superliga
Cristian Tarragona,2.7,1,0.2,1.6,Superliga
Ezequiel Piovi,0.8,0.8,-,-,Superliga
Reinaldo Lenis,1.4,0.3,-,1.2,Superliga
Lucas Janson,1.9,0.3,0.4,1.2,Superliga
Iván Pillud,0.7,0.5,-,0.2,Superliga
Mauricio Martínez,0.2,-,-,0.2,Superliga
Nahuel Molina,1.1,1,-,0.1,Superliga
Carlos Auzqui,1.6,0.3,-,1.3,Superliga
Leandro Marín,0.6,0.2,-,0.5,Superliga
Nicolás Femia,1,0.5,-,0.5,Superliga
Nahuel Bustos,2.7,1.3,0.2,1.3,Superliga
Jorge Rodríguez,0.5,0.3,-,0.1,Superliga
Bruno Bianchi,0.6,0.1,0.1,0.5,Superliga
Pablo Becker,0.5,0.5,-,-,Superliga
Óscar Romero,1.4,1.1,-,0.3,Superliga
Gonzalo Jara,-,-,-,-,Superliga
Enrique Bologna,-,-,-,-,Superliga
Milton Casco,0.5,0.1,-,0.4,Superliga
Emanuel Iñiguez,0.2,0.1,-,0.1,Superliga
Lucas Vera,1,0.9,-,0.1,Superliga
Julio González,0.2,-,0.1,0.1,Superliga
Alexander Bernabei,1,0.7,-,0.3,Superliga
Richard Prieto,2,0.5,-,1.5,Superliga
Jesús Dátolo,2.2,1.5,-,0.7,Superliga
Exequiel Palacios,1.6,1.1,-,0.5,Superliga
Agustín Rossi,-,-,-,-,Superliga
Gianluca Ferrari,0.5,0.2,-,0.3,Superliga
Facundo Sánchez,1.1,0.2,0.2,0.8,Superliga
Cain Fara,0.6,0.1,0.1,0.3,Superliga
Mariano Bareiro,0.3,-,-,0.2,Superliga
Javier Toledo,2,0.4,0.3,1.3,Superliga
Facundo Quignón,0.9,0.3,0.2,0.4,Superliga
Tomás Pochettino,1.6,1.2,-,0.4,Superliga
Cristian Vega,0.8,0.7,-,0.1,Superliga
Lucas Rodríguez,0.4,0.3,-,0.1,Superliga
Alejandro Donatti,1.3,0.5,0.1,0.7,Superliga
Víctor Salazar,0.4,-,-,0.4,Superliga
Alexander Barboza,1,0.5,-,0.5,Superliga
Julio Buffarini,0.3,0.1,-,0.2,Superliga
Leandro Contín,1.5,0.3,0.2,1,Superliga
Santiago García,1.7,0.3,0.1,1.3,Superliga
Wilder Cartagena,0.5,0.5,-,-,Superliga
Christian Chimino,0.3,0.2,0.1,0.1,Superliga
Maximiliano Lovera,1.5,1,0.3,0.3,Superliga
Eric Ramírez,1.8,0.4,-,1.4,Superliga
Claudio Corvalán,0.4,0.1,-,0.4,Superliga
Mauro Pittón,-,-,-,-,Superliga
Manuel Castro,1.2,0.5,0.1,0.6,Superliga
Lucas Hoyos,-,-,-,-,Superliga
Santiago Sosa,1,0.5,-,0.5,Superliga
Lautaro Valenti,0.9,0.5,-,0.3,Superliga
Iván Marcone,-,-,-,-,Superliga
Leonel Miranda,0.9,0.7,-,0.1,Superliga
Mauro Zárate,2.3,1.3,-,1,Superliga
Jonathan Cabral,0.6,0.1,-,0.4,Superliga
Silvio Romero,1.9,0.2,0.3,1.5,Superliga
Franco Fragapane,1,0.2,-,0.7,Superliga
Lisandro Alzugaray,1.5,0.7,0.1,0.7,Superliga
Maximiliano Coronel,0.3,0.1,0.1,0.2,Superliga
Santiago Hezze,0.3,0.3,-,-,Superliga
Juan Lucero,1.8,-,0.4,1.5,Superliga
Mauro Formica,1.7,0.9,-,0.8,Superliga
Rafael Delgado,0.6,0.6,-,-,Superliga
Jesús Soraire,1,0.8,-,0.3,Superliga
Agustín Urzi,1.6,0.9,0.1,0.6,Superliga
Gabriel Carrasco,0.6,0.4,-,0.1,Superliga
Marcos Rojo,3,1,1,1,Superliga
Fernando Pellegrino,-,-,-,-,Superliga
Harrinson Mancilla,0.3,0.3,-,-,Superliga
Adolfo Gaich,1.3,0.2,0.1,1,Superliga
Emiliano Méndez,0.7,0.4,-,0.3,Superliga
Oliver Benítez,-,-,-,-,Superliga
Diego González,1.6,0.9,-,0.7,Superliga
Jorge Broun,-,-,-,-,Superliga
Daniel Sappa,-,-,-,-,Superliga
Nahuel Tenaglia,0.5,0.3,-,0.2,Superliga
Mateo Carabajal,0.3,0.1,-,0.2,Superliga
Jonathan Bay,0.5,0.5,-,-,Superliga
Domingo Blanco,0.9,0.4,0.1,0.5,Superliga
Nery Domínguez,0.4,0.2,0.1,0.1,Superliga
Walter Bou,3.2,1.6,0.1,1.6,Superliga
Federico Gino,1.3,0.9,0.1,0.3,Superliga
Gonzalo Bettini,0.4,0.3,-,0.1,Superliga
Alan Franco,0.6,0.1,0.1,0.5,Superliga
Cesar Ibañez,0.5,0.3,-,0.1,Superliga
Fabio Pereyra,0.7,0.1,0.1,0.5,Superliga
Ignacio Piatti,1,0.3,-,0.7,Superliga
Lucas Romero,0.4,0.4,-,-,Superliga
Thiago Almada,1.2,0.7,-,0.5,Superliga
David Barbona,1.1,0.4,0.1,0.6,Superliga
Marcos Senesi,0.8,-,-,0.8,Superliga
Diego Novaretti,0.7,-,0.1,0.6,Superliga
Facundo Almada,0.7,-,-,0.7,Superliga
Lucas Chaves,-,-,-,-,Superliga
Gastón Togni,0.8,0.6,-,0.2,Superliga
Jonathan Sandoval,0.7,0.2,-,0.5,Superliga
Fernando Torrent,0.6,0.2,-,0.4,Superliga
Pablo Pérez,1.4,0.9,-,0.6,Superliga
Jonathan Schunke,0.4,-,0.1,0.3,Superliga
Gino Perruzzi,0.5,0.1,-,0.4,Superliga
Diego García,1.3,0.8,0.1,0.4,Superliga
Luciano Abecasis,-,-,-,-,Superliga
Tomás Guidara,0.2,0.2,-,-,Superliga
Agustín Bouzat,0.7,0.2,-,0.5,Superliga
Mauricio Arboleda,-,-,-,-,Superliga
Marco Ruben,2.4,0.4,0.4,1.6,Superliga
Matías Escudero,0.5,0.1,0.2,0.2,Superliga
Franco Soldano,1.3,0.1,0.1,1.2,Superliga
Daniele De Rossi,-,-,-,-,Superliga
Manuel Guanini,1.3,0.1,0.1,1.1,Superliga
Gerónimo Poblete,0.2,0.2,-,-,Superliga
Marcelo Herrera,1.2,0.7,-,0.5,Superliga
Francis Mac Allister,1.1,0.9,-,0.2,Superliga
Luis Unsain,-,-,-,-,Superliga
Alexis Soto,0.4,0.4,-,-,Superliga
Cecilio Domínguez,1.8,0.8,-,1,Superliga
Andrés Roa,1.3,0.6,-,0.7,Superliga
Matías Esquivel,0.4,0.4,-,-,Superliga
Eugenio Mena,0.1,-,-,0.1,Superliga
Lucas Barrios,1.8,0.5,0.3,1,Superliga
Jonathan Bottinelli,0.6,0.1,0.1,0.4,Superliga
Saúl Salcedo,0.5,0.1,-,0.4,Superliga
Raúl Loaiza,0.3,0.3,-,0.1,Superliga
Marcelo Herrera,-,-,-,-,Superliga
Leonel Di Plácido,0.5,0.2,-,0.2,Superliga
Leandro Díaz,2.2,0.7,0.1,1.3,Superliga
Gianluca Ferrari,0.8,-,-,0.8,Superliga
Marcelo Díaz,0.6,0.6,-,0.1,Superliga
Matías Rojas,1.9,1.5,-,0.4,Superliga
Fabricio Bustos,0.4,0.2,-,0.2,Superliga
Marcos Sánchez,0.4,0.2,0.2,-,Superliga
Luis Abram,0.2,-,0.1,0.2,Superliga
Nicolás Capaldo,0.5,0.2,0.1,0.2,Superliga
Jonathan Galván,0.3,-,-,0.3,Superliga
Santiago Gentiletti,0.6,-,-,0.5,Superliga
Juan Cavallaro,0.8,0.4,-,0.5,Superliga
Maxi Rodríguez,1.6,0.4,-,1.2,Superliga
Agustín Almendra,1.3,0.8,0.2,0.3,Superliga
Juan Cruz Komar,0.7,-,0.1,0.6,Superliga
Matías Ibáñez,-,-,-,-,Superliga
Ezequiel Bullaude,-,-,-,-,Superliga
Nicolás Tripicchio,0.5,-,-,0.5,Superliga
Guido Herrera,-,-,-,-,Superliga
Matías Nani,0.6,0.1,0.1,0.5,Superliga
Maximiliano Romero,1.6,0.3,0.3,1,Superliga
Fernando Belluschi,2.2,1.9,-,0.3,Superliga
Alejandro Sánchez,-,-,-,-,Superliga
Lucas Licht,0.5,0.5,-,-,Superliga
Marcelo Benítez,0.7,0.3,-,0.3,Superliga
Norberto Briasco,0.9,0.2,-,0.7,Superliga
Miguel Torrén,0.6,0.5,-,0.2,Superliga
Julián Álvarez,1.3,0.3,-,1,Superliga
Ignacio Aliseda,1.5,0.6,0.2,0.7,Superliga
Lucas Villalba,0.3,0.2,-,-,Superliga
Luciano Gómez,0.6,0.5,-,0.1,Superliga
Juan Galeano,0.9,0.6,-,0.3,Superliga
Matías de los Santos,0.7,0.2,-,0.5,Superliga
Ramón Arias,0.2,-,-,0.2,Superliga
Emmanuel Más,1.6,0.2,-,1.4,Superliga
Guillermo Ortíz,0.3,-,-,0.3,Superliga
Iván Gómez,0.6,0.6,-,0.1,Superliga
Leonel Galeano,0.7,0.1,-,0.6,Superliga
Gonzalo Castellani,0.9,0.8,-,0.1,Superliga
Leandro Fernández,2.9,1.6,0.1,1.1,Superliga
Lautaro Comas,1.3,0.4,-,0.9,Superliga
Pablo Rosales,1.3,1.3,-,-,Superliga
Néstor Breitenbruch,0.3,0.3,-,-,Superliga
Fernando Márquez,2.3,0.4,0.3,1.5,Superliga
Alexis Maldonado,0.1,-,-,0.1,Superliga
Gonzalo Piovi,0.4,0.1,-,0.3,Superliga
Héctor Fértoli,2,0.5,-,1.5,Superliga
Matko Miljevic,1,0.7,-,0.3,Superliga
Marcelo Ortiz,0.5,0.2,0.1,0.2,Superliga
Nahuel Estévez,1.4,0.9,-,0.4,Superliga
Guillermo Ortíz,0.3,-,-,0.3,Superliga
Nicolás Navarro,-,-,-,-,Superliga
Federico Milo,0.6,0.4,-,0.2,Superliga
Gabriel Hauche,1.8,0.4,-,1.4,Superliga
Ismael Quílez,1.2,0.9,-,0.2,Superliga
Braian Romero,0.6,-,0.2,0.4,Superliga
Cristian Tassano,0.5,-,0.5,-,Superliga
Jeremías Ledesma,-,-,-,-,Superliga
Nicolás Pasquini,0.7,0.6,-,0.1,Superliga
Christian Almeida,-,-,-,-,Superliga
Oscar Salomón,0.6,0.2,-,0.3,Superliga
Leonardo Ponzio,0.5,0.5,-,-,Superliga
Maximiliano Gagliardo,-,-,-,-,Superliga
Alexis Mac Allister,1.8,1.2,-,0.7,Superliga
Diego Zabala,1.8,0.9,0.1,0.9,Superliga
Leonardo Sigali,0.2,-,-,0.2,Superliga
Cristián Insaurralde,0.3,-,-,0.3,Superliga
Juan Andrada,0.6,0.6,-,-,Superliga
Gervasio Núñez,2.1,0.9,0.1,1.1,Superliga
Neri Cardozo,0.6,0.4,-,0.1,Superliga
Franco Armani,-,-,-,-,Superliga
Emanuel Cecchini,1.5,1.5,-,-,Superliga
Lautaro Torres,1.5,1,-,0.5,Superliga
Rodrigo Rey,-,-,-,-,Superliga
Nahuel Arena,1,0.3,-,0.7,Superliga
Facundo Melivilo,1.4,0.8,-,0.7,Superliga
Matías Pérez García,0.9,0.4,-,0.4,Superliga
Federico Bravo,0.4,0.1,0.1,0.2,Superliga
José Sand,2,0.3,0.2,1.6,Superliga
Diego Rodríguez,-,-,-,-,Superliga
Miguel Jacquet,0.2,-,0.1,0.1,Superliga
Pablo Velázquez,0.8,0.2,0.1,0.4,Superliga
Gonzalo Escobar,0.5,0.5,-,0.1,Superliga
Matías Fritzler,0.3,0.2,-,0.2,Superliga
Franco Sbuttoni,0.5,0.1,0.2,0.2,Superliga
Martín Cauteruccio,0.8,0.3,-,0.5,Superliga
Juan Méndez,1,0.7,-,0.3,Superliga
Joaquín Laso,0.5,-,-,0.5,Superliga
Juan Ramírez,0.9,0.4,0.1,0.4,Superliga
Gastón Fernández,1,0.8,-,0.2,Superliga
Emiliano Papa,0.1,0.1,-,-,Superliga
Ezequiel Edison Rescaldani,1.2,0.3,0.1,0.8,Superliga
Fausto Vera,1.1,0.9,-,0.3,Superliga
Agustín Obando,0.5,0.1,0.1,0.4,Superliga
Nahuel Barrios,1,0.6,0.1,0.3,Superliga
Alejandro Donatti,1,0.2,-,0.8,Superliga
Marcelo Estigarribia,0.5,0.4,-,0.1,Superliga
Nelson Acevedo,-,-,-,-,Superliga
Diego Rodríguez,0.2,0.2,-,-,Superliga
Sebastián Moyano,-,-,-,-,Superliga
Iván Erquiaga,-,-,-,-,Superliga
Luciano Lollo,0.4,-,-,0.4,Superliga
Luis Rodríguez,2.2,1.4,-,0.8,Superliga
Jonathan Menéndez,2.3,1.3,0.2,0.8,Superliga
Ezequiel Bonifacio,1.3,0.5,-,0.8,Superliga
Fernando Belluschi,0.8,0.8,-,-,Superliga
Nicolás Reniero,1,0.1,0.1,0.8,Superliga
Héctor Fértoli,0.8,0.5,-,0.3,Superliga
Facundo Mura,0.4,0.3,-,0.1,Superliga
Juan Fuentes,0.2,-,0.1,0.1,Superliga
Federico Lértora,0.4,0.2,-,0.2,Superliga
