Name,Team,Age,Apps,start_bench,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,League,Tackles,Inter,Fouls,Offsides,Clear,Drb_past,Blocks,OwnG,Drb_per_game,Fouled,Off,Disp,UnsTch,Total_shots,OutOfBox,SixYardBox,PenaltyArea,KeyP,AvgP,Crosses,LongB,ThrB,Main_role,is_pos_c,is_pos_l,is_pos_r,secondary_role,is_pos_sec_c,is_pos_sec_l,is_pos_sec_r,third_role,is_pos_third_c,is_pos_third_l,is_pos_third_r
Nikita Drozdov,FC Tambov,29,2,7,298,0,0,0,0,0.1,71.4,0.2,0,5.99,Russian_premier_league,0.4,0.3,0.2,0.0,0.2,0.7,0.2,0,0.0,0.0,0.0,0.0,0.3,0.1,0.1,0.0,0.0,0.1,9.3,0.0,0.1,0.0, M,1,0,0,None,0,0,0,None,0,0,0
Louis Patris,OH Leuven,19,2,0,180,0,0,0,0,0.0,82.1,1.5,0,6.9,Jupiler_league,3.5,3.0,1.5,2.0,4.5,1.0,0.5,0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,33.5,0.0,1.5,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Ezequiel Navarro,Huracan,19,2,0,180,0,0,0,0,0.0,64.3,2.5,0,6.05,Superliga,1.0,1.0,2.0,0.0,2.0,0.5,0.0,0,1.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Agustín Fontana,Banfield,24,2,9,341,1,0,2,0,0.8,53.3,0.7,0,6.09,Superliga,0.4,0.1,0.7,0.0,0.2,0.2,0.1,0,0.3,0.4,0.5,1.3,1.1,0.8,0.2,0.1,0.5,0.3,6.8,0.1,0.3,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Tom Bloxham,Shrewsbury,17,2,2,148,0,0,0,0,0.8,50.0,2.3,0,6.44,League_one,0.8,0.8,0.5,0.0,0.5,0.5,0.3,0,0.5,0.3,0.8,0.8,1.3,0.8,0.0,0.0,0.8,0.0,11.5,0.0,0.0,0.0, M,1,0,0,None,0,0,0,None,0,0,0
Matías Alustiza,Atletico Tucuman,37,2,2,199,0,0,0,0,1.3,76.9,0.3,0,6.37,Superliga,0.3,0.5,0.0,0.0,0.0,0.3,0.0,0,0.5,1.0,0.3,0.3,0.5,1.3,0.5,0.0,0.8,0.0,13.0,0.5,2.3,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Nahuel Yeri,Aldosivi,29,2,2,189,0,0,1,0,0.3,80.2,1.3,0,6.37,Superliga,1.5,0.5,1.0,0.0,2.0,0.8,0.3,0,0.5,0.5,0.0,0.3,1.3,0.3,0.3,0.0,0.0,0.8,24.0,0.8,1.3,0.0, D,0,0,1,DMC,1,0,0,M,0,0,1
Miguel Brizuela,Velez Sarsfield,24,2,0,105,0,0,0,0,0.5,90.3,2.5,0,6.37,Superliga,1.0,0.5,1.0,0.0,1.0,1.5,0.0,0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,46.5,0.0,1.0,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Santiago Briñone,Patronato de Parana,24,2,3,161,0,0,2,0,0.6,57.4,0.4,0,6.32,Superliga,2.2,0.8,1.4,0.0,0.8,1.2,0.0,0,0.4,0.8,0.0,1.0,1.2,0.6,0.6,0.0,0.0,0.8,12.2,0.2,0.8,0.0, M,1,0,0,None,0,0,0,None,0,0,0
Jorge Aruga,Patronato de Parana,22,2,0,157,0,0,2,0,0.0,66.7,0.0,0,6.29,Superliga,2.0,1.5,2.5,1.5,2.0,0.5,0.0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,16.5,2.0,1.5,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Gastón Comas,Union,22,2,3,192,0,0,0,0,0.8,68.2,0.2,0,6.24,Superliga,1.2,0.8,0.4,0.0,0.2,1.2,0.0,0,1.0,0.6,0.0,1.6,0.8,0.8,0.4,0.0,0.4,0.0,17.0,0.0,0.4,0.0, M,1,0,0,None,0,0,0,None,0,0,0
Alexander Díaz,San Lorenzo,21,2,6,290,0,1,1,0,0.9,76.4,0.8,0,6.22,Superliga,0.0,0.0,1.0,0.0,0.4,0.0,0.0,0,0.9,0.5,0.0,1.4,1.0,0.9,0.4,0.0,0.5,0.5,9.0,0.4,0.3,0.0, M,1,0,0,None,0,0,0,None,0,0,0
Hugo Silveira,Patronato de Parana,28,2,8,267,2,1,2,1,1.4,66.7,0.9,0,6.21,Superliga,0.5,0.1,0.9,0.0,0.3,0.2,0.1,0,0.3,0.1,0.2,0.4,1.8,1.4,0.0,0.1,1.3,0.4,7.8,0.2,0.1,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Gustavo Toledo,Atletico Tucuman,31,2,1,182,0,0,0,0,0.3,59.5,1.0,0,6.09,Superliga,0.7,0.7,1.0,0.0,2.0,0.7,0.3,0,0.3,0.3,0.0,0.3,1.7,0.3,0.3,0.0,0.0,1.3,14.0,0.7,0.7,0.0, D,0,0,1,None,0,0,0,None,0,0,0
Matías Moya,Banfield,23,2,3,157,0,0,0,0,1.0,81.6,0.0,0,6.21,Superliga,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0,0.8,1.0,0.0,1.4,0.6,1.0,0.6,0.0,0.4,0.4,15.2,0.4,0.4,0.0, M,1,0,0,None,0,0,0,None,0,0,0
Braian Ojeda,Defensa y Justicia,20,2,8,268,0,0,1,0,0.6,80.7,0.7,0,6.2,Superliga,0.6,0.0,0.5,0.0,0.2,0.7,0.0,0,1.0,0.4,0.1,0.9,1.1,0.6,0.2,0.0,0.4,0.1,13.5,0.0,0.0,0.0, M,1,0,0,None,0,0,0,None,0,0,0
Mauricio Caranta,Talleres,42,2,0,180,0,0,0,0,0.0,83.6,0.0,0,6.19,Superliga,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,0.0,3.5,0.0, GK,1,0,0,None,0,0,0,None,0,0,0
Franco González,Godoy Cruz,22,2,2,157,0,0,0,0,0.3,82.1,0.3,0,6.18,Superliga,1.3,0.8,1.3,0.0,0.3,0.5,0.0,0,0.0,0.3,0.0,0.5,0.5,0.3,0.3,0.0,0.0,0.0,9.8,0.0,1.5,0.0, M,1,0,0,None,0,0,0,None,0,0,0
Rayhaan Tulloch,Doncaster,20,2,0,88,0,1,0,0,0.5,80.0,0.0,0,6.43,League_one,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0.5,0.5,0.0,1.0,1.0,0.5,0.0,0.0,0.5,0.5,7.5,0.0,0.0,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Ezequiel Cérica,Arsenal Sarandi,34,2,9,312,1,0,1,0,0.7,75.4,0.5,0,6.1,Superliga,0.2,0.0,0.5,0.0,0.3,0.5,0.0,0,0.1,0.4,0.4,0.7,1.2,0.7,0.2,0.0,0.5,0.3,6.3,0.0,0.1,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Vitaliy Balashov,FC Tambov,30,2,4,145,0,0,1,0,0.3,67.5,0.2,0,6.1,Russian_premier_league,0.7,0.0,0.3,0.0,0.2,0.3,0.0,0,0.0,0.7,0.0,0.5,0.3,0.3,0.2,0.0,0.2,0.2,6.7,0.2,0.3,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Emanuel Coronel,Banfield,24,2,0,180,0,0,1,0,0.0,61.5,1.5,0,6.39,Superliga,1.0,0.5,0.5,0.0,5.0,0.0,0.0,0,0.5,0.0,0.0,0.5,1.5,0.0,0.0,0.0,0.0,0.5,32.5,0.0,1.5,0.0, D,0,0,1,None,0,0,0,None,0,0,0
Idris Umaev,FK Akhmat,22,2,2,107,0,0,0,0,0.8,65.5,0.3,0,6.12,Russian_premier_league,0.3,0.0,1.0,0.0,0.0,0.3,0.0,0,0.3,0.3,0.0,0.0,0.5,0.8,0.0,0.0,0.8,0.5,7.3,0.0,0.0,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Ryan Sears,Shrewsbury,22,2,3,167,0,0,0,0,0.0,60.0,1.4,0,6.21,League_one,0.2,1.0,0.6,0.0,1.0,0.4,0.0,0,0.0,0.4,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.2,10.0,0.0,0.2,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Maksim Glushenkov,Khimki,21,2,4,245,2,0,1,1,1.0,72.0,0.2,0,6.36,Russian_premier_league,0.3,0.2,0.7,0.0,0.2,0.5,0.0,0,0.5,1.0,0.3,1.0,0.5,1.0,0.2,0.0,0.8,0.0,16.7,0.2,1.8,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Sébastien Thill,FC Tambov,27,2,5,321,0,1,0,0,0.9,72.5,0.3,0,6.38,Russian_premier_league,0.9,0.4,0.4,0.0,0.4,0.1,0.4,0,0.3,0.4,0.1,0.0,1.3,0.9,0.9,0.0,0.0,1.1,20.3,0.6,0.9,0.0, M,1,0,0,None,0,0,0,None,0,0,0
Caleb Chukwuemeka,Northampton,19,2,20,527,1,1,2,0,0.3,71.7,0.4,0,6.19,League_one,0.7,0.2,0.8,0.0,0.0,0.1,0.0,0,0.2,0.5,0.1,0.5,0.9,0.3,0.0,0.0,0.3,0.3,6.6,0.0,0.2,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Ivelin Popov,FC Rostov,33,2,0,145,0,0,1,0,1.5,72.7,1.0,0,6.4,Russian_premier_league,0.5,1.5,1.0,0.0,0.5,2.0,0.5,0,1.0,1.0,0.0,1.5,1.5,1.5,1.5,0.0,0.0,0.0,33.0,0.0,2.0,0.0, M,1,1,1,FW,1,0,0,None,0,0,0
Jojo Wollacott,Swindon,24,2,0,180,0,0,0,0,0.0,27.3,0.0,0,6.18,League_one,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,0.0,7.5,0.0, GK,1,0,0,None,0,0,0,None,0,0,0
Aleksandr Pavlovets,FC Rostov,24,2,3,233,0,0,0,0,0.0,72.9,1.4,0,6.42,Russian_premier_league,0.8,1.4,1.4,0.0,2.8,0.2,1.0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,21.4,0.0,1.8,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Rekeil Pyke,Shrewsbury,23,2,10,241,0,0,0,0,0.3,66.7,0.8,0,6.16,League_one,0.6,0.2,0.7,0.0,0.1,0.1,0.0,0,0.3,0.3,0.1,0.3,1.1,0.3,0.0,0.0,0.3,0.1,7.0,0.0,0.2,0.0, AM,0,1,0,None,0,0,0,None,0,0,0
Stanislav Agkatsev,FC Krasnodar,19,2,0,180,0,0,0,0,0.0,67.3,1.0,0,6.45,Russian_premier_league,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,27.5,0.0,3.5,0.0, GK,1,0,0,None,0,0,0,None,0,0,0
Francesco Cassata,Genoa,23,2,6,225,0,0,2,0,0.1,71.2,0.4,0,6.18,Serie_A,0.9,0.4,1.3,0.0,0.1,0.4,0.0,0,0.4,1.0,0.0,0.4,0.5,0.1,0.1,0.0,0.0,0.1,9.1,0.0,0.3,0.0, M,1,1,0,None,0,0,0,None,0,0,0
Taylor Allen,Forest Green,20,2,3,205,0,0,0,0,0.6,70.5,0.6,0,6.36,League_two,1.4,0.6,0.0,0.2,1.0,0.6,0.2,0,0.4,0.6,0.0,0.6,1.0,0.6,0.0,0.0,0.6,0.0,17.6,0.0,1.0,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Aleksandr Dolgov,Khimki,22,2,4,195,1,1,0,0,0.7,70.7,0.7,0,6.57,Russian_premier_league,0.3,0.0,0.5,0.0,0.3,0.2,0.0,0,0.7,0.8,0.2,0.7,1.3,0.7,0.2,0.0,0.5,0.5,9.7,0.2,0.2,0.2, FW,1,0,0,None,0,0,0,None,0,0,0
Vitali Lystsov,Lokomotiv Moscow,25,2,3,277,0,0,0,0,0.4,78.4,1.8,0,6.67,Russian_premier_league,0.8,1.0,0.4,1.0,2.6,0.0,0.2,0,0.2,0.4,0.0,0.2,0.4,0.4,0.4,0.0,0.0,0.0,48.2,0.2,8.2,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Emil Bohinen,CSKA Moscow,22,2,2,197,0,0,1,0,0.5,78.7,0.5,0,6.8,Russian_premier_league,1.8,1.0,0.8,0.0,0.0,1.5,0.0,0,1.0,0.3,0.0,0.3,2.0,0.5,0.3,0.0,0.3,1.5,27.0,1.3,1.8,0.0, M,1,0,0,None,0,0,0,None,0,0,0
Gennaro Acampora,Spezia,27,2,12,435,0,0,2,0,0.6,86.0,0.2,0,6.18,Serie_A,0.4,0.3,0.7,0.0,0.3,0.4,0.1,0,0.7,0.9,0.1,0.9,0.9,0.6,0.5,0.0,0.1,0.1,15.3,0.1,1.2,0.0, M,1,0,0,None,0,0,0,None,0,0,0
Marco Aratore,Ural,29,2,0,147,0,0,2,0,2.0,68.5,0.0,0,6.35,Russian_premier_league,1.0,0.0,1.5,0.0,1.0,0.0,0.0,0,0.5,0.5,0.0,1.5,1.0,2.0,1.0,0.0,1.0,1.5,27.0,1.5,0.5,0.0, AM,0,1,0,None,0,0,0,None,0,0,0
Mikhail Tikhonov,Khimki,22,2,3,241,0,0,0,0,0.4,73.8,0.2,0,6.3,Russian_premier_league,1.2,0.4,0.2,0.0,1.2,1.6,0.2,0,0.2,0.0,0.0,0.0,0.8,0.4,0.4,0.0,0.0,0.4,16.0,0.6,0.8,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Lukás Haraslín,Sassuolo,25,2,12,326,0,0,1,1,0.9,75.2,0.1,0,6.19,Serie_A,0.6,0.0,0.5,0.0,0.1,0.2,0.0,0,0.4,1.3,0.1,0.2,0.8,0.9,0.4,0.0,0.5,0.6,8.4,0.2,0.1,0.0, AM,0,1,0,None,0,0,0,None,0,0,0
Andrei Murnin,Khimki,36,2,2,168,0,0,2,0,0.0,79.2,0.5,0,6.14,Russian_premier_league,0.3,0.3,1.0,0.0,0.3,0.8,0.0,0,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,19.3,0.0,2.0,0.0, M,1,0,0,None,0,0,0,None,0,0,0
Roman Minaev,FC Tambov,23,2,4,199,0,0,0,0,0.3,67.4,0.3,0,6.16,Russian_premier_league,0.5,0.5,0.5,0.0,0.3,0.3,0.0,0,0.5,0.8,0.0,1.0,1.3,0.3,0.0,0.0,0.3,0.3,7.2,0.0,0.2,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Patricio Matricardi,FC Rotor Volgograd,27,2,0,176,0,0,1,0,0.5,63.2,0.0,0,6.2,Russian_premier_league,1.5,0.5,0.0,1.0,3.0,1.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,34.0,0.0,3.5,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Sergey Slepov,Dinamo Moscow,22,2,2,177,0,0,2,0,0.5,75.7,0.0,0,6.2,Russian_premier_league,2.0,0.8,1.3,0.3,1.3,1.3,0.0,0,0.0,0.5,0.0,0.0,0.3,0.5,0.5,0.0,0.0,0.0,26.8,0.0,2.3,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Gabriel Iancu,FK Akhmat,27,2,4,177,0,0,1,0,1.7,73.5,0.2,0,6.29,Russian_premier_league,0.5,0.3,0.8,0.0,0.2,0.3,0.0,0,0.3,0.2,0.0,0.7,0.7,1.7,0.8,0.0,0.8,0.0,11.3,0.2,0.7,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Evgeni Markov,FC Krasnodar,26,2,5,213,0,1,1,0,0.6,71.1,0.6,0,6.24,Russian_premier_league,0.3,0.1,0.9,0.0,0.4,0.1,0.0,0,0.1,0.3,0.6,0.4,1.1,0.6,0.0,0.0,0.6,0.1,6.4,0.0,0.0,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Aleksey Evseev,Ural,27,2,16,529,1,0,2,0,0.8,81.4,0.4,0,6.25,Russian_premier_league,0.3,0.1,0.6,0.0,0.4,0.3,0.1,0,0.2,0.4,0.1,0.2,0.4,0.8,0.7,0.0,0.1,0.2,15.5,0.1,1.7,0.0, AM,0,1,0,None,0,0,0,None,0,0,0
Eduard Spertsyan,FC Krasnodar,20,2,3,140,0,0,0,0,0.0,75.0,0.2,0,6.26,Russian_premier_league,1.8,0.0,0.4,0.0,0.2,0.2,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,8.8,0.4,0.4,0.0, M,1,0,0,None,0,0,0,None,0,0,0
Lechii Sadulaev,FK Akhmat,21,2,16,372,1,0,4,0,0.3,68.4,0.4,0,6.26,Russian_premier_league,1.0,0.3,1.1,0.0,0.1,0.3,0.0,0,0.4,1.0,0.1,0.4,1.2,0.3,0.0,0.0,0.3,0.3,5.4,0.0,0.3,0.0, M,1,0,0,None,0,0,0,None,0,0,0
Joe Hilton,Fleetwood,21,2,0,180,0,0,0,0,0.0,52.2,0.0,0,6.24,League_one,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,5.0,0.0, GK,1,0,0,None,0,0,0,None,0,0,0
Daniel Fox,Wigan,35,2,0,180,0,0,1,0,0.0,62.4,2.5,0,6.24,League_one,0.5,1.0,1.0,0.5,4.5,0.0,1.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,50.5,0.0,3.5,0.0, D,1,1,0,None,0,0,0,None,0,0,0
Facundo Barboza,Godoy Cruz,24,2,2,144,0,0,0,0,0.3,78.9,0.3,0,6.16,Superliga,1.3,0.0,0.5,0.0,0.5,1.5,0.3,0,0.8,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.3,0.5,14.3,0.0,0.5,0.0, AM,1,0,0,None,0,0,0,None,0,0,0
Nicolas Isimat-Mirin,Kansas City,29,2,0,153,0,0,1,0,0.0,80.9,3.0,0,7.07,MLS,1.0,2.0,0.5,1.5,5.5,0.0,0.5,0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,0.0,3.0,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Diego Mercado,Independiente,24,2,1,181,0,0,1,0,0.0,89.1,1.7,0,6.61,Superliga,0.3,1.7,1.0,0.0,1.0,0.7,0.0,0,0.0,1.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.7,39.7,0.0,1.7,0.0, M,1,0,0,None,0,0,0,None,0,0,0
Justin Meram,Salt Lake,32,2,4,245,0,0,2,0,1.2,79.7,0.3,0,6.52,MLS,0.3,1.2,0.7,0.0,0.2,0.5,0.2,0,1.3,0.3,0.0,0.7,1.8,1.2,0.7,0.0,0.5,0.7,11.5,0.5,0.5,0.0, M,1,1,1,FW,1,0,0,None,0,0,0
Bautista Merlini,Defensa y Justicia,25,2,7,351,1,1,2,0,0.9,85.9,0.2,0,6.41,Superliga,0.6,0.0,0.7,0.0,0.1,0.2,0.0,0,0.7,2.8,0.2,1.2,1.2,0.9,0.6,0.0,0.3,0.6,15.8,0.1,0.1,0.0, AM,1,1,0,None,0,0,0,None,0,0,0
Stephen Sama,Accrington,28,2,2,152,0,0,0,0,0.3,67.4,2.5,0,6.55,League_one,1.5,0.8,1.5,0.3,2.3,0.3,0.3,0,0.0,0.8,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,10.8,0.0,0.3,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Maynor Figueroa,Houston,38,2,1,225,0,0,1,0,0.7,79.0,1.0,0,6.57,MLS,1.0,1.7,1.0,0.0,3.0,0.3,0.7,0,0.7,2.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.7,33.3,0.0,2.3,0.0, D,1,1,0,M,0,1,0,None,0,0,0
Robbie Robinson,Inter Miami CF,22,2,2,183,1,0,1,0,1.3,84.9,0.8,0,6.6,MLS,0.8,0.0,1.0,0.0,0.3,0.3,0.0,0,1.0,1.5,0.0,0.0,0.8,1.3,0.0,0.0,1.3,0.3,13.3,0.0,0.0,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Morgan Boyes,Fleetwood,20,2,0,180,0,0,0,0,0.0,90.5,3.5,0,6.54,League_one,0.0,0.5,1.5,1.0,4.5,0.0,0.5,0,0.0,1.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,84.0,0.0,6.5,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Ezequiel Cerutti,San Lorenzo,29,2,2,191,0,1,1,0,0.8,79.8,0.8,0,6.59,Superliga,0.5,0.0,0.5,0.0,0.5,0.5,0.3,0,1.3,1.3,0.0,0.8,0.3,0.8,0.8,0.0,0.0,1.0,21.0,0.8,1.8,0.0, AM,1,1,1,FW,1,0,0,None,0,0,0
Michael Baldisimo,Vancouver,21,2,3,300,0,0,2,0,0.2,88.4,1.0,0,6.61,MLS,2.0,0.2,1.2,0.2,1.2,0.6,0.0,0,1.0,1.2,0.0,0.6,0.6,0.2,0.2,0.0,0.0,0.0,36.2,0.2,4.0,0.0, M,1,0,0,None,0,0,0,None,0,0,0
Robin Jansson,Orlando City,29,2,1,219,0,0,1,0,0.0,83.2,0.7,0,6.76,MLS,1.3,1.3,0.3,0.7,3.3,0.0,0.0,0,0.7,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,37.7,0.0,3.0,0.3, D,1,0,0,None,0,0,0,None,0,0,0
Julio Cascante,Austin FC,27,2,2,255,0,0,0,0,0.3,86.8,1.0,0,6.69,MLS,0.5,1.3,0.8,0.3,3.0,0.0,1.8,0,0.5,0.5,0.0,0.3,0.3,0.3,0.0,0.3,0.0,0.3,38.0,0.0,2.5,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Joshua Atencio,Seattle,19,2,0,180,0,0,0,0,1.0,74.1,0.0,0,7.53,MLS,5.5,0.5,0.5,0.5,1.5,1.0,1.0,0,3.0,0.5,0.0,0.5,2.0,1.0,1.0,0.0,0.0,0.0,42.5,0.0,4.5,0.0, M,1,0,0,None,0,0,0,None,0,0,0
Nicolás Aguirre,Atletico Tucuman,30,2,2,152,1,1,1,0,0.8,69.4,1.3,0,6.63,Superliga,1.0,0.5,1.0,0.0,0.0,0.5,0.0,0,0.0,1.0,0.0,0.8,0.5,0.8,0.5,0.0,0.3,0.3,9.0,0.3,0.8,0.0, DMC,1,0,0,None,0,0,0,None,0,0,0
Brent Kallman,Minnesota United,30,2,1,180,0,0,0,0,0.7,78.8,3.3,0,6.69,MLS,1.0,1.7,0.7,1.3,3.0,0.7,0.0,0,0.0,0.3,0.0,0.0,0.0,0.7,0.0,0.0,0.7,0.0,22.0,0.0,2.7,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Franco Quinteros,Banfield,22,2,1,252,0,0,0,0,0.3,61.6,1.3,0,6.44,Superliga,0.7,1.3,2.3,0.0,1.7,0.3,0.3,0,0.3,0.3,0.0,0.3,0.3,0.3,0.3,0.0,0.0,0.7,33.0,1.0,0.3,0.0, M,1,0,0,None,0,0,0,None,0,0,0
Przemyslaw Tyton,FC Cincinnati,34,2,0,180,0,0,0,0,0.0,54.2,1.0,0,7.38,MLS,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,0.0,6.5,0.0, GK,1,0,0,None,0,0,0,None,0,0,0
Mason Toye,Montreal,22,2,1,149,3,0,0,0,1.7,83.3,0.7,0,7.36,MLS,0.7,0.0,0.3,0.0,0.7,0.3,0.0,0,0.0,0.3,0.0,0.3,1.0,1.7,0.7,0.0,1.0,0.0,8.0,0.0,1.3,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Federico Higuaín,Inter Miami CF,36,2,5,286,1,2,1,0,0.7,81.4,0.0,0,6.7,MLS,1.0,0.1,0.4,0.0,0.0,0.3,0.0,0,1.3,0.6,0.0,1.1,0.1,0.7,0.1,0.1,0.4,1.3,24.6,0.6,1.6,0.0, AM,1,0,0,None,0,0,0,None,0,0,0
Kwadwo Opoku,Los Angeles FC,19,2,2,250,0,1,0,0,1.3,88.9,0.5,1,6.71,MLS,0.8,0.5,0.5,0.0,0.5,0.5,0.0,0,1.3,0.8,0.0,0.8,3.3,1.3,0.8,0.0,0.5,0.5,11.3,0.3,0.0,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Wálter Andrade,Patronato de Parana,36,2,0,180,0,0,1,0,1.0,57.9,3.0,0,6.49,Superliga,1.5,0.5,2.5,1.5,3.5,2.5,0.5,0,0.0,1.5,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.5,19.0,0.0,2.5,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Santiago Gallucci,Central Cordoba de Santiago,30,2,1,163,0,0,1,0,0.0,62.7,1.3,0,6.46,Superliga,2.3,1.3,1.0,0.0,0.3,0.7,0.3,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,DMC,1,0,0,None,0,0,0,None,0,0,0
Tiago Banega,Racing Club,21,2,2,163,1,0,1,0,0.5,66.1,0.8,0,6.51,Superliga,1.0,0.5,0.8,0.0,0.3,0.3,0.3,0,0.3,0.8,0.3,0.8,1.8,0.5,0.3,0.3,0.0,0.3,14.8,0.0,0.3,0.0, M,1,0,0,None,0,0,0,None,0,0,0
Luke Singh,Toronto,20,2,1,225,1,0,0,0,0.3,86.9,1.0,0,6.43,MLS,0.7,1.0,1.0,0.3,4.0,0.3,0.3,0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.3,0.0,0.0,43.3,0.0,1.3,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Ethan Zubak,L.A. Galaxy,23,2,5,265,0,1,0,0,1.0,69.9,1.0,0,6.45,MLS,0.9,0.7,0.4,0.0,0.1,0.6,0.0,0,0.9,0.4,0.3,0.9,1.6,1.0,0.6,0.0,0.4,0.1,10.4,0.1,0.3,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Kevin Mac Allister,Argentinos Juniors,23,2,0,164,0,0,0,0,0.0,63.0,1.0,0,6.5,Superliga,2.5,1.0,2.0,0.0,2.5,0.5,0.0,0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.5,23.0,0.0,1.0,0.0, D,0,1,1,None,0,0,0,None,0,0,0
Braian Galván,Colon,20,2,3,250,1,0,2,0,1.2,68.1,0.2,0,6.49,Superliga,0.6,0.4,1.2,0.0,0.0,0.6,0.0,0,1.4,1.4,0.0,0.4,2.6,1.2,0.6,0.0,0.6,0.6,13.8,0.4,0.4,0.0, M,1,0,0,None,0,0,0,None,0,0,0
Francisco Cerro,Defensa y Justicia,33,2,8,338,0,0,2,0,0.2,86.3,0.2,0,6.44,Superliga,0.7,1.0,0.5,0.0,0.6,0.5,0.1,0,0.6,0.3,0.0,0.5,0.5,0.2,0.1,0.0,0.1,0.1,21.9,0.1,0.6,0.1, M,1,0,0,None,0,0,0,None,0,0,0
Facundo Pérez,Lanus,21,2,2,165,0,1,3,0,0.8,92.7,0.0,0,6.52,Superliga,2.3,0.5,1.0,0.0,0.0,0.3,0.0,0,0.5,0.0,0.0,0.3,0.8,0.8,0.5,0.0,0.3,0.5,31.0,0.3,2.3,0.3, FW,1,0,0,None,0,0,0,None,0,0,0
