Name,Team,Age,Apps,start_bench,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,League,Tackles,Inter,Fouls,Offsides,Clear,Drb_past,Blocks,OwnG,Drb_per_game,Fouled,Off,Disp,UnsTch,Total_shots,OutOfBox,SixYardBox,PenaltyArea,KeyP,AvgP,Crosses,LongB,ThrB,Main_role,is_pos_c,is_pos_l,is_pos_r,secondary_role,is_pos_sec_c,is_pos_sec_l,is_pos_sec_r,third_role,is_pos_third_c,is_pos_third_l,is_pos_third_r
Chiedozie Ogbene,Rotherham,24,6,5,608,0,0,0,0,1.4,55.0,0.9,0,6.47,Championship,0.7,0.5,0.5,0.1,0.3,0.0,0.0,0,1.4,2.2,0.1,1.3,1.5,1.4,0.6,0.0,0.7,0.5,11.9,0.6,0.4,0.0, AM,0,0,1,None,0,0,0,None,0,0,0
Amer Gojak,Torino,24,6,9,472,1,1,1,0,0.5,82.1,0.1,0,6.33,Serie_A,0.1,0.2,0.8,0.0,0.1,0.4,0.0,0,0.6,0.6,0.2,0.3,0.5,0.5,0.2,0.0,0.3,0.5,13.8,0.6,0.7,0.0, AM,1,0,0,None,0,0,0,None,0,0,0
Greg Leigh,Aberdeen,26,6,2,452,0,0,0,0,0.0,65.4,2.8,0,6.6,Premiership,0.5,1.1,0.5,0.0,1.4,0.3,0.5,0,1.4,0.6,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,28.9,0.1,2.3,0.0, D,0,1,0,M,0,1,0,None,0,0,0
Ansu Fati,Barcelona,18,6,1,437,4,0,1,0,2.0,83.8,0.3,2,7.38,La_Liga,1.3,0.4,0.9,0.0,0.0,1.1,0.0,0,1.6,1.6,0.3,1.1,1.6,2.0,0.3,0.1,1.6,1.3,28.1,0.3,0.0,0.1, AM,0,1,0,None,0,0,0,None,0,0,0
Iván Alejo,Cadiz,26,6,16,820,1,1,5,0,0.6,67.3,0.6,1,6.32,La_Liga,0.6,0.1,1.3,0.0,0.3,0.9,0.0,0,0.6,1.0,0.2,0.6,1.2,0.6,0.2,0.0,0.3,0.5,7.2,0.6,0.2,0.0, AM,0,0,1,None,0,0,0,None,0,0,0
Kirill Folmer,FC Ufa,21,6,7,520,0,0,1,0,0.4,64.4,0.5,0,6.28,Russian_premier_league,0.5,0.4,0.3,0.0,0.4,0.4,0.1,0,0.3,0.5,0.2,0.2,0.9,0.4,0.1,0.0,0.3,0.8,9.1,0.6,0.4,0.1, M,1,0,0,None,0,0,0,None,0,0,0
Henrique Gomes,Gil Vicente,25,6,4,550,0,0,1,0,0.5,73.5,0.6,0,6.26,Liga_nos,1.0,1.1,1.4,0.1,1.4,0.6,0.0,0,0.3,0.5,0.0,0.3,0.5,0.5,0.1,0.0,0.4,0.2,20.4,0.0,0.8,0.0, D,0,1,0,None,0,0,0,None,0,0,0
Kai Pröger,Paderborn,29,6,16,693,2,1,1,0,1.0,63.6,0.1,1,6.42,Bundesliga_2,1.0,0.0,0.6,0.0,0.1,0.5,0.0,0,0.8,0.2,0.2,0.6,1.3,1.0,0.4,0.0,0.5,0.7,6.0,0.6,0.3,0.0, AM,1,0,1,None,0,0,0,None,0,0,0
Hugo Seco,Farense,32,6,11,545,0,1,1,0,0.1,64.0,0.1,0,6.22,Liga_nos,0.4,0.1,1.0,0.0,0.2,0.2,0.1,0,0.5,0.8,0.2,0.8,1.0,0.1,0.0,0.1,0.0,0.4,4.4,0.0,0.1,0.0, AM,0,1,1,None,0,0,0,None,0,0,0
Sherwin Seedorf,Motherwell,23,6,4,495,0,1,0,0,0.7,67.2,0.4,0,6.35,Premiership,0.1,0.5,1.0,0.0,0.4,0.4,0.0,0,1.7,0.7,0.1,1.7,3.0,0.7,0.2,0.0,0.5,0.4,6.4,1.0,0.0,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Alireza Jahanbakhsh,Brighton,27,6,15,525,0,1,3,0,0.9,77.6,0.2,0,6.26,Premier_league,0.4,0.4,0.3,0.0,0.0,0.5,0.0,0,0.5,0.2,0.0,0.3,0.6,0.9,0.3,0.0,0.5,0.5,11.0,0.2,0.3,0.1, AM,1,1,1,None,0,0,0,None,0,0,0
Onel Hernández,Norwich,28,6,15,583,0,0,2,0,0.8,77.4,0.2,0,6.11,Championship,0.2,0.2,0.5,0.0,0.0,0.2,0.0,0,0.3,0.6,0.2,0.9,1.0,0.8,0.1,0.0,0.6,0.4,8.0,0.1,0.3,0.0, AM,1,1,1,FW,1,0,0,None,0,0,0
Sean Klaiber,Ajax,26,6,9,754,0,3,1,0,0.7,89.9,0.6,0,6.96,Eredivisie,1.4,1.3,0.7,0.1,0.5,0.5,0.1,0,0.5,0.6,0.0,0.3,0.7,0.7,0.3,0.1,0.3,1.2,36.2,0.3,0.9,0.0, D,0,0,1,M,1,0,1,None,0,0,0
Adam Dzwigala,St. Pauli,25,6,7,608,0,0,2,0,0.3,79.8,1.4,0,6.48,Bundesliga_2,1.1,1.2,0.5,0.3,2.7,0.8,0.2,0,0.0,0.2,0.1,0.1,0.3,0.3,0.2,0.0,0.2,0.0,23.2,0.0,1.7,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Jordan Stevens,Swindon,21,6,7,692,1,1,2,0,0.5,67.6,0.4,0,6.28,League_one,1.3,0.4,0.5,0.0,0.2,0.2,0.0,0,0.3,0.4,0.2,1.2,1.5,0.5,0.2,0.0,0.2,0.3,16.4,0.2,1.0,0.0, AM,0,0,1,None,0,0,0,None,0,0,0
Mohamed Eisa,Peterborough,26,6,21,748,2,2,0,0,1.1,84.4,0.1,0,6.26,League_one,0.1,0.0,0.5,0.0,0.0,0.1,0.0,0,0.3,0.7,0.4,0.7,1.0,1.1,0.4,0.0,0.7,0.3,5.7,0.0,0.3,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Steven Zuber,Eintracht Frankfurt,29,6,14,582,0,3,1,0,0.5,78.9,0.1,0,6.4,Bundesliga,1.2,0.2,0.7,0.0,0.1,0.4,0.1,0,0.6,0.6,0.1,0.4,0.8,0.5,0.2,0.0,0.3,0.7,14.2,0.3,0.8,0.0, D,0,1,0,M,1,1,1,None,0,0,0
Lee Gregory,Derby,32,6,5,567,3,1,0,0,1.1,62.4,1.4,0,6.42,Championship,0.5,0.1,0.6,0.0,0.3,0.3,0.1,0,0.1,0.7,0.4,0.8,2.3,1.1,0.1,0.4,0.6,0.7,7.7,0.1,0.1,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Aaron Drinan,Ipswich,23,6,16,724,1,0,2,0,0.5,66.1,1.5,0,6.25,League_one,0.3,0.2,0.6,0.0,0.3,0.2,0.0,0,0.2,0.2,0.2,0.6,1.2,0.5,0.0,0.2,0.3,0.5,8.3,0.1,0.1,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Austin Samuels,Bradford,20,6,6,523,0,0,0,0,1.0,76.9,0.6,0,6.04,League_two,0.1,0.3,0.5,0.0,0.1,0.0,0.0,0,0.5,0.3,0.4,1.0,1.2,1.0,0.2,0.2,0.7,0.1,7.6,0.0,0.4,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Danny Hylton,Luton,32,6,10,589,0,0,3,0,0.5,67.0,0.6,0,6.0,Championship,0.5,0.1,1.1,0.0,0.3,0.3,0.1,0,0.3,0.7,0.4,0.8,2.1,0.5,0.0,0.1,0.4,0.1,6.8,0.0,0.1,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
George Blackwood,Oldham,23,6,7,631,3,1,1,0,0.9,72.0,1.5,0,6.57,League_two,0.5,0.3,1.2,0.0,0.2,0.4,0.0,0,0.4,1.0,0.3,1.2,1.3,0.9,0.2,0.1,0.7,0.5,11.5,0.2,0.6,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Andrés Roa,Independiente,28,6,6,583,2,0,2,1,1.3,77.9,0.3,1,6.78,Superliga,1.8,0.3,1.3,0.0,0.0,0.8,0.0,0,2.2,1.7,0.1,1.2,2.0,1.3,0.6,0.0,0.7,1.1,22.3,0.3,0.8,0.0, AM,1,1,0,None,0,0,0,None,0,0,0
Pierre Kunde Malong,Mainz,25,6,5,513,0,0,1,0,0.6,78.3,0.2,0,6.31,Bundesliga,0.7,0.9,0.9,0.0,0.6,0.6,0.0,0,0.5,0.8,0.1,0.5,0.8,0.6,0.6,0.0,0.0,0.5,23.9,0.4,1.5,0.1, DMC,1,0,0,None,0,0,0,None,0,0,0
Paul Gallagher,Preston,36,6,7,574,0,0,0,0,0.5,75.1,0.2,0,6.39,Championship,0.5,0.6,0.8,0.0,0.5,0.8,0.2,0,0.2,0.2,0.1,0.2,0.2,0.5,0.4,0.0,0.2,0.9,33.6,1.2,3.5,0.0, M,1,1,1,None,0,0,0,None,0,0,0
Vanja Milinkovic-Savic,Torino,24,6,0,451,0,0,0,1,0.0,62.7,0.2,0,6.21,Serie_A,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0,0.0,0.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,26.3,0.0,3.7,0.0, GK,1,0,0,None,0,0,0,None,0,0,0
Evan Khouri,Grimsby,18,6,0,487,0,1,2,0,0.8,58.3,0.7,0,6.54,League_two,2.8,1.3,1.7,0.0,1.3,0.8,0.3,0,0.0,1.3,0.2,0.5,1.3,0.8,0.0,0.0,0.8,0.3,25.2,0.3,1.0,0.0, M,0,1,0,None,0,0,0,None,0,0,0
Scott Golbourne,Shrewsbury,33,6,4,497,0,0,0,0,0.1,78.5,0.8,0,6.44,League_one,0.2,1.3,0.2,0.0,1.0,0.1,0.2,0,0.1,0.5,0.0,0.2,0.2,0.1,0.1,0.0,0.0,0.3,25.1,0.3,1.2,0.0, D,0,1,0,M,0,1,0,None,0,0,0
Kilian Ludewig,Schalke,21,6,0,521,0,0,1,0,0.0,73.0,1.0,0,6.25,Bundesliga,2.7,0.5,1.2,0.0,1.8,2.8,0.0,0,0.7,0.3,0.3,0.7,2.2,0.0,0.0,0.0,0.0,0.8,35.2,0.7,0.8,0.0, D,0,0,1,M,0,0,1,None,0,0,0
Florian Hübner,Union Berlin,30,6,0,526,0,0,3,0,0.5,74.7,3.2,0,6.91,Bundesliga,1.7,2.2,1.7,0.3,3.5,1.3,0.5,0,0.2,1.3,0.0,0.2,1.0,0.5,0.2,0.0,0.3,0.2,41.5,0.2,1.5,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Tylor Golden,Salford City,21,6,1,515,0,0,2,0,0.1,63.4,1.9,0,6.93,League_two,2.3,1.7,1.9,0.1,1.4,0.6,0.1,0,0.6,1.4,0.0,0.6,1.0,0.1,0.1,0.0,0.0,0.7,26.6,0.6,2.4,0.0, D,0,0,1,None,0,0,0,None,0,0,0
José Adolfo Valencia,Central Cordoba de Santiago,29,6,2,475,0,0,1,0,0.8,70.7,2.5,0,6.26,Superliga,0.3,0.0,0.6,0.0,0.6,0.1,0.0,0,1.1,0.6,1.0,1.3,3.9,0.8,0.3,0.1,0.4,0.4,11.5,0.1,0.0,0.0,FW,1,0,0,None,0,0,0,None,0,0,0
Calvin Verdonk,Famalicao,24,6,6,499,0,0,3,0,0.2,77.6,0.9,0,6.21,Liga_nos,1.3,1.6,0.9,0.2,0.7,0.6,0.2,0,0.0,0.4,0.1,0.0,0.4,0.2,0.1,0.0,0.1,0.1,21.6,0.1,1.4,0.0, D,0,1,0,None,0,0,0,None,0,0,0
Jordan White,Ross County,29,6,1,568,2,2,1,0,1.6,59.1,5.3,1,7.11,Premiership,0.3,0.1,3.0,0.1,3.6,0.3,0.0,0,0.4,1.6,0.4,1.1,2.7,1.6,0.0,0.4,1.1,0.7,22.0,0.1,0.1,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Frédéric Duplus,OH Leuven,31,6,0,514,1,0,1,0,1.2,79.0,1.8,0,6.97,Jupiler_league,2.0,1.8,2.0,0.2,2.3,0.8,0.8,0,0.7,0.8,0.2,0.8,1.0,1.2,0.7,0.0,0.5,0.3,38.8,0.2,3.5,0.0, D,0,1,0,None,0,0,0,None,0,0,0
Tom Eaves,Hull,29,6,20,759,4,2,2,0,1.0,66.4,1.2,1,6.45,League_one,0.2,0.1,1.2,0.0,0.7,0.1,0.0,0,0.2,0.2,0.4,0.5,1.3,1.0,0.1,0.2,0.7,0.5,5.7,0.0,0.3,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Emmanuel Dennis,FC Koln,23,6,3,475,0,0,0,0,0.6,72.0,0.8,0,6.21,Bundesliga,1.4,0.0,1.7,0.0,0.0,0.6,0.0,0,1.2,0.6,0.8,0.4,3.1,0.6,0.1,0.0,0.4,0.2,13.9,0.3,0.0,0.0, M,0,0,1,FW,1,0,0,None,0,0,0
Dillon Powers,Dundee United,30,6,8,575,0,0,2,0,0.4,74.6,1.4,0,6.42,Premiership,0.6,0.5,0.6,0.0,1.3,0.4,0.3,0,0.7,1.1,0.0,0.2,0.5,0.4,0.1,0.0,0.2,0.3,23.9,0.1,1.5,0.1, M,1,1,0,None,0,0,0,None,0,0,0
Roberto Ramírez,Godoy Cruz,24,6,0,540,0,0,1,0,0.0,50.4,0.3,0,6.29,Superliga,0.2,0.0,0.0,0.0,1.5,0.2,0.0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,6.2,0.0, GK,1,0,0,None,0,0,0,None,0,0,0
Nico Schulz,Borussia Dortmund,28,6,7,603,0,0,1,0,0.2,82.7,0.4,0,6.18,Bundesliga,0.7,0.5,0.6,0.0,0.8,0.7,0.3,1,0.0,0.3,0.0,0.5,0.8,0.2,0.2,0.0,0.0,0.5,30.2,0.2,0.8,0.0, D,0,1,0,M,0,1,0,None,0,0,0
Nathan Sheron,St. Mirren,23,6,1,537,0,0,3,0,0.7,59.2,2.4,0,6.23,Premiership,1.1,0.7,1.6,0.0,2.3,0.6,0.6,1,0.1,0.3,0.1,0.0,0.9,0.7,0.4,0.0,0.3,0.1,26.3,0.0,0.6,0.0, M,1,0,0,None,0,0,0,None,0,0,0
Jordi van Stappershoef,Bristol Rovers,25,6,2,542,0,0,0,0,0.1,50.9,0.4,1,6.46,League_one,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,20.6,0.0,4.3,0.0, GK,1,0,0,None,0,0,0,None,0,0,0
Josh Martin,Norwich,19,6,3,454,1,1,0,0,1.2,78.3,0.0,0,6.52,Championship,0.8,0.2,1.0,0.0,0.1,1.2,0.0,0,0.9,0.6,0.0,1.1,0.9,1.2,0.3,0.1,0.8,0.7,17.9,0.0,0.3,0.2, AM,0,1,0,None,0,0,0,None,0,0,0
Boniek García,Houston,36,6,2,508,0,0,2,0,0.1,89.4,0.8,0,6.24,MLS,1.1,1.5,1.1,0.1,1.8,0.4,0.5,0,0.5,0.5,0.0,0.1,0.8,0.1,0.0,0.0,0.1,0.1,25.9,0.0,1.8,0.0, D,1,0,1,M,1,1,1,None,0,0,0
Aaron Jarvis,Scunthorpe,23,6,7,597,2,0,2,0,1.0,61.3,2.1,0,6.17,League_two,0.4,0.0,1.1,0.0,0.5,0.2,0.1,0,0.1,0.9,0.5,0.2,2.5,1.0,0.2,0.2,0.6,0.2,8.2,0.0,0.1,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Victor Ulloa,Inter Miami CF,29,6,2,486,0,0,1,0,0.4,79.1,0.6,0,6.23,MLS,0.5,0.4,1.6,0.1,1.1,0.9,0.3,0,0.5,0.8,0.1,0.4,1.3,0.4,0.1,0.1,0.1,0.1,27.5,0.1,2.0,0.0, M,1,0,0,None,0,0,0,None,0,0,0
Harvey Saunders,Fleetwood,23,6,15,502,3,1,1,0,0.7,57.7,0.4,1,6.22,League_one,0.1,0.1,0.5,0.0,0.1,0.1,0.0,0,0.1,0.4,0.1,0.3,0.8,0.7,0.1,0.1,0.5,0.1,3.4,0.0,0.0,0.0, M,1,0,0,None,0,0,0,None,0,0,0
Halil Dervisoglu,Galatasaray,21,6,6,581,3,1,1,0,2.1,70.8,0.6,0,6.79,Super_lig,0.8,0.1,1.3,0.0,0.1,0.1,0.0,0,1.5,0.5,0.4,0.8,1.8,2.1,0.4,0.3,1.4,0.4,12.0,0.0,0.2,0.1, FW,1,0,0,None,0,0,0,None,0,0,0
Jacob Davenport,Blackburn,22,6,9,610,1,0,3,0,0.5,82.0,0.5,0,6.5,Championship,1.2,1.1,0.8,0.0,0.7,0.4,0.1,0,0.1,0.5,0.0,0.2,0.5,0.5,0.3,0.0,0.2,0.5,20.7,0.1,1.1,0.0, DMC,1,0,0,None,0,0,0,None,0,0,0
Jean-Daniel Akpa Akpro,Lazio,28,6,26,1039,0,1,9,0,0.4,81.7,0.3,0,6.31,Serie_A,1.2,0.6,1.0,0.0,0.4,0.6,0.2,0,0.5,0.4,0.0,0.4,0.8,0.4,0.1,0.0,0.3,0.4,10.8,0.0,0.3,0.0, D,0,0,1,M,1,1,1,None,0,0,0
Andrés Mehring,Godoy Cruz,27,6,1,594,0,0,0,0,0.0,53.1,0.1,0,6.21,Superliga,0.0,0.0,0.0,0.0,1.1,0.1,0.0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7,0.0,5.1,0.0, GK,1,0,0,None,0,0,0,None,0,0,0
Andreas Karo,Maritimo,24,6,3,567,0,0,0,0,0.3,79.9,1.6,0,6.14,Liga_nos,0.4,0.8,1.0,0.4,1.4,0.1,0.4,1,0.2,0.7,0.0,0.0,0.0,0.3,0.0,0.2,0.1,0.0,24.3,0.0,1.3,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Timo Baumgartl,PSV Eindhoven,25,6,2,552,0,0,0,0,0.4,84.2,2.8,0,6.63,Eredivisie,0.6,1.0,1.0,0.1,1.6,0.1,0.3,0,0.1,0.4,0.0,0.5,0.5,0.4,0.0,0.1,0.3,0.4,49.1,0.0,2.5,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Cameron Pring,Portsmouth,23,6,3,552,0,0,0,0,0.0,71.5,1.4,0,6.83,League_one,2.3,1.0,1.3,0.0,1.3,0.8,0.3,0,0.3,0.7,0.0,0.9,0.8,0.0,0.0,0.0,0.0,0.9,23.0,0.9,1.4,0.0, D,0,1,0,M,0,1,0,None,0,0,0
Alex Pritchard,Huddersfield,28,6,12,658,0,0,0,0,0.4,79.0,0.3,0,6.16,Championship,0.6,0.2,0.6,0.0,0.2,0.5,0.1,0,0.2,1.2,0.0,0.8,1.3,0.4,0.2,0.0,0.2,0.7,15.9,0.3,0.7,0.0, AM,1,1,1,None,0,0,0,None,0,0,0
Patrick Twumasi,Hannover,27,6,16,690,3,2,1,0,0.8,73.2,0.6,0,6.37,Bundesliga_2,0.5,0.4,0.8,0.0,0.1,0.4,0.0,0,0.2,0.4,0.1,0.6,1.4,0.8,0.4,0.0,0.4,0.5,10.7,0.4,0.5,0.0, AM,1,1,1,FW,1,0,0,None,0,0,0
Vladimir Obukhov,FC Tambov,29,6,3,510,0,0,0,0,1.4,75.2,2.2,0,6.32,Russian_premier_league,0.2,0.0,0.6,0.0,0.3,0.3,0.1,0,0.2,1.3,0.3,0.6,1.3,1.4,0.1,0.0,1.3,1.0,16.1,0.1,0.2,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Roberto Inglese,Parma Calcio 1913,29,6,8,574,0,2,2,0,0.6,66.1,1.1,0,6.19,Serie_A,0.4,0.0,1.0,0.0,0.2,0.6,0.0,0,0.6,0.7,0.6,0.9,2.8,0.6,0.3,0.1,0.1,0.3,8.0,0.0,0.1,0.1, FW,1,0,0,None,0,0,0,None,0,0,0
Jack Clarke,Stoke,20,6,8,585,0,1,2,0,0.6,75.9,0.2,0,6.38,Championship,0.8,0.1,0.6,0.0,0.2,0.3,0.1,0,0.8,1.2,0.1,0.4,1.0,0.6,0.3,0.0,0.3,0.9,15.4,0.4,1.2,0.0, AM,0,0,1,None,0,0,0,None,0,0,0
Florian Kainz,FC Koln,28,6,2,451,1,0,1,0,1.1,70.9,0.5,0,6.59,Bundesliga,0.5,0.4,0.8,0.0,0.4,0.8,0.0,0,0.6,1.8,0.0,0.8,1.3,1.1,0.4,0.0,0.8,1.3,20.6,1.0,1.1,0.0, AM,1,1,1,None,0,0,0,None,0,0,0
Álex Blanco,Valencia,22,6,7,580,1,0,1,0,0.5,77.8,0.2,0,6.26,La_Liga,0.6,0.6,0.3,0.0,0.5,1.2,0.0,0,0.3,0.6,0.2,1.3,1.5,0.5,0.0,0.0,0.5,0.6,9.7,0.1,0.0,0.0, M,0,1,0,None,0,0,0,None,0,0,0
Daan Dierckx,Parma Calcio 1913,18,6,1,473,0,0,1,0,0.0,87.7,0.6,0,6.24,Serie_A,0.7,1.9,0.7,0.3,2.9,0.3,0.9,0,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,30.1,0.0,3.0,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Mark Harris,Cardiff,22,6,10,647,3,1,0,0,0.5,78.2,0.4,0,6.38,Championship,0.3,0.0,0.6,0.0,0.3,0.1,0.1,0,0.1,0.4,0.4,0.7,1.4,0.5,0.2,0.1,0.2,0.4,6.9,0.1,0.1,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Nassim Boujellab,Schalke,21,6,6,603,1,0,2,0,1.2,69.4,1.1,1,6.27,Bundesliga,1.1,0.6,1.3,0.0,0.8,0.8,0.3,0,0.4,1.4,0.0,1.1,1.5,1.2,0.3,0.0,0.8,0.3,14.4,0.0,0.3,0.0, AM,1,0,0,None,0,0,0,None,0,0,0
Herbie Kane,Barnsley,22,6,18,910,0,0,1,0,0.5,63.1,0.9,0,6.33,Championship,1.0,0.5,0.5,0.0,0.4,0.5,0.0,0,0.1,0.6,0.0,0.4,0.6,0.5,0.5,0.0,0.0,0.6,21.0,0.5,1.1,0.0, DMC,1,0,0,None,0,0,0,None,0,0,0
Justen Glad,Salt Lake,24,6,0,540,0,0,2,0,0.3,89.5,1.5,0,6.54,MLS,0.3,0.5,0.8,0.3,4.0,0.2,1.3,0,0.2,0.2,0.0,0.2,0.3,0.3,0.0,0.0,0.3,0.2,57.2,0.0,4.2,0.0, D,1,0,1,None,0,0,0,None,0,0,0
Hassani Dotson,Minnesota United,23,6,1,556,1,0,0,0,2.0,75.8,1.6,0,6.87,MLS,2.6,0.7,1.0,0.1,1.0,1.3,0.1,0,1.3,1.3,0.0,1.6,3.0,2.0,1.0,0.0,1.0,1.0,29.6,0.1,0.4,0.0, D,0,0,1,M,1,0,0,None,0,0,0
Kévin Denkey,Nimes,20,6,4,528,1,1,3,0,1.8,70.5,0.8,0,6.48,Ligue_1,0.4,0.1,2.0,0.0,0.2,0.3,0.0,0,0.5,1.0,0.2,0.9,1.8,1.8,0.4,0.3,1.1,0.5,10.5,0.1,0.4,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Ryan Shawcross,Inter Miami CF,33,6,1,551,0,0,1,0,0.3,82.3,1.3,1,6.42,MLS,0.7,1.3,0.7,0.4,3.9,0.3,0.4,0,0.0,0.4,0.0,0.0,0.0,0.3,0.0,0.1,0.1,0.0,36.3,0.0,1.1,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Abdoul Kader Bamba,Nantes,27,6,23,902,3,1,2,0,0.5,79.9,0.1,0,6.37,Ligue_1,0.6,0.2,0.3,0.0,0.1,0.2,0.0,0,0.9,1.4,0.0,0.6,0.9,0.5,0.2,0.0,0.3,0.8,15.3,0.3,0.5,0.0, AM,0,1,1,None,0,0,0,None,0,0,0
Hasan Ayaroglu,Denizlispor,26,6,13,653,0,1,2,0,0.2,82.3,0.3,0,6.36,Super_lig,1.2,0.5,0.7,0.0,0.5,0.4,0.1,0,0.9,0.8,0.0,0.4,0.6,0.2,0.1,0.0,0.2,0.5,15.5,0.4,1.0,0.0, M,1,0,0,None,0,0,0,None,0,0,0
Rodrigo Schlegel,Orlando City,24,6,0,540,0,0,0,0,0.3,87.4,0.8,0,7.05,MLS,1.5,1.7,1.5,0.5,3.3,1.0,1.0,0,0.2,0.7,0.0,0.0,0.3,0.3,0.0,0.0,0.3,0.0,46.2,0.0,2.7,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Cristián Gutiérrez,Vancouver,24,6,0,540,0,2,1,0,0.0,84.4,0.3,2,7.03,MLS,2.5,1.7,0.5,0.0,1.7,1.2,0.2,0,0.3,0.3,0.2,0.3,0.7,0.0,0.0,0.0,0.0,1.8,40.5,1.7,2.0,0.0, D,0,1,0,None,0,0,0,None,0,0,0
Kacper Przybylko,Philadelphia,28,6,2,590,3,2,1,0,1.5,65.5,2.9,0,7.02,MLS,0.6,0.0,0.9,0.0,0.6,0.6,0.0,0,0.6,1.1,0.3,1.3,1.3,1.5,0.0,0.5,1.0,1.1,21.8,0.1,0.1,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Jake Scrimshaw,Newport,20,6,10,571,3,0,0,0,0.7,62.8,0.4,0,6.24,League_two,0.3,0.3,0.6,0.0,0.2,0.3,0.0,0,0.1,0.4,0.1,0.8,0.6,0.7,0.3,0.1,0.4,0.1,4.9,0.0,0.1,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Valère Germain,Marseille,31,6,18,846,3,0,1,0,0.4,69.4,1.8,0,6.35,Ligue_1,0.3,0.5,0.4,0.0,0.8,0.3,0.1,0,0.0,0.8,0.1,0.3,0.5,0.4,0.0,0.2,0.2,0.1,11.3,0.0,0.2,0.0, AM,0,1,1,FW,1,0,0,None,0,0,0
Alexander Søderlund,Rizespor,33,6,6,535,1,0,0,0,1.1,65.1,1.4,0,6.35,Super_lig,0.1,0.0,1.1,0.0,0.4,0.1,0.0,0,0.1,0.6,0.3,0.3,1.2,1.1,0.0,0.2,0.9,0.8,10.8,0.0,0.2,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Robin Lod,Minnesota United,28,6,0,533,2,2,0,0,3.7,84.0,0.5,1,7.02,MLS,1.5,0.2,1.2,0.0,0.5,1.7,0.0,0,1.0,1.2,0.5,0.8,2.3,3.7,1.0,0.3,2.3,1.5,26.0,0.2,0.2,0.0, AM,1,1,1,FW,1,0,0,None,0,0,0
Marc Pugh,Shrewsbury,34,6,2,451,1,3,1,0,1.3,66.9,1.0,0,6.58,League_one,0.6,0.3,0.8,0.0,0.1,0.5,0.1,0,0.3,0.3,0.5,1.4,1.3,1.3,0.6,0.3,0.4,1.1,15.1,0.4,0.6,0.0, AM,1,1,0,None,0,0,0,None,0,0,0
Moussa Dembele,Lyon,24,6,10,671,1,0,3,0,1.9,69.9,1.1,0,6.35,Ligue_1,0.1,0.3,1.1,0.0,0.6,0.3,0.1,0,0.6,0.4,0.4,0.9,1.1,1.9,0.4,0.3,1.3,0.4,8.5,0.0,0.1,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Ceyhun Gülselam,Alanyaspor,33,6,15,616,1,2,5,0,0.8,79.9,0.7,0,6.34,Super_lig,0.7,0.4,1.1,0.0,0.3,0.3,0.1,0,0.1,0.2,0.0,0.2,0.2,0.8,0.2,0.0,0.5,0.4,13.3,0.0,0.6,0.0, M,1,0,0,None,0,0,0,None,0,0,0
Julian Gressel,DC United,27,6,2,656,0,1,2,0,1.3,66.2,0.8,0,7.01,MLS,1.8,2.0,1.3,0.0,0.8,1.3,0.3,0,0.6,1.0,0.1,0.6,1.3,1.3,0.5,0.0,0.8,2.3,38.5,2.3,2.4,0.0, D,0,0,1,M,1,0,1,None,0,0,0
