Name,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
Edgar Costa,0.8,0.6,0.9,-,0.6,0.3,-,-
Nuno Borges,1.2,1.3,1.4,-,1.4,1.2,0.4,-
Mohamed Diaby,1.1,0.9,1.2,-,0.9,0.9,0.1,-
Evanilson,0.3,0.1,1.1,-,0.1,0.1,0.1,-
Brian Mansilla,1.5,0.7,1,-,0.2,0.9,-,-
Francisco Geraldes,0.9,0.5,0.6,-,0.1,0.7,-,-
Rafael Camacho,0.5,-,0.7,-,0.1,0.5,-,-
Tomás Tavares,1.6,1.6,1.3,0.1,1.1,0.8,0.1,-
André Luis,0.1,-,0.6,-,0.5,0.1,0.1,-
João Afonso,0.7,1,0.2,0.3,2.6,0.2,0.3,-
Tiago Tomás,0.3,0.2,0.9,-,0.1,0.4,-,-
Reynaldo,1,1,1,1,3,-,-,-
Cristian Devenish,0.6,1.5,0.4,0.4,3.5,0.2,0.4,-
Malang Sarr,0.5,0.9,0.5,0.6,1.6,0.1,0.4,-
René,1.4,0.8,1.4,0.1,2.2,0.8,0.2,-
Koki Anzai,1,0.8,1.4,0.1,1.3,0.6,0.2,-
Jorge Correa,1,0.3,0.5,-,0.3,0.6,-,-
Yusupha Om Njie,0.4,0.2,0.6,-,0.4,0.3,0.2,-
Silvestre Varela,1.2,0.2,0.8,-,0.1,0.7,0.1,-
Jafar Salmani,0.6,0.7,0.3,0.1,0.2,0.4,-,-
André Pinto,0.4,1.1,1.8,0.4,2.5,0.2,0.3,-
Jardel,0.3,0.6,1.1,0.5,1.4,-,0.4,-
João Amaral,0.6,0.4,0.7,-,0.5,0.5,-,-
Lucas Piazon,0.9,0.5,1,-,0.1,1.1,-,-
Leandrinho,0.8,0.2,0.8,-,0.4,0.4,-,-
Vaná Alves,0.2,-,0.2,-,1,0.2,-,-
Fabio China,0.9,0.9,1.1,0.1,1.6,0.7,0.2,1
Joaquín Pereyra,0.9,1.1,1.1,-,0.6,0.5,0.3,-
Javi García,0.9,0.8,1.4,0.1,2.1,0.6,0.4,-
Babacar Niasse,0.1,-,0.1,-,0.9,0.1,-,-
Kenji Gorré,1,0.3,1.6,-,0.1,0.8,-,-
Jean Cléber,1,0.6,1.1,-,0.7,-,-,-
Yaya,1.6,1.2,2.6,-,0.9,1,0.2,-
Fábio Vieira,0.5,0.1,0.4,-,0.1,0.4,-,-
Abdel Jalil Zaim Idriss Medioub,0.7,1.3,1,0.1,2.3,0.2,0.3,-
Fabrício Isidoro,1.2,1.1,1.1,0.1,0.3,1.4,0.3,-
Alex Soares,1.6,0.9,1.4,-,0.3,1,0.1,-
Rolando,0.7,0.8,0.7,0.5,1,0.6,0.2,-
Nikola Stojiljkovic,0.2,0.1,1.8,-,0.4,0.7,-,-
Nélson Monte,1.2,0.9,0.4,0.6,3,0.4,0.3,-
Uilton,0.6,0.6,0.7,0.1,0.8,0.3,-,-
David Simão,1,0.8,1.3,0.1,0.2,0.7,0.1,-
Show,1.5,0.9,1.3,-,1,0.7,0.1,-
Easah Suliman,0.3,1.7,1.2,0.4,3.3,0.3,0.8,-
Antunes,0.3,0.8,0.6,0.1,0.5,0.5,-,-
Jaume Grau,1.3,1,1.4,-,0.9,1.7,0.4,-
Rafael Barbosa,0.6,0.4,0.7,-,0.2,0.4,0.1,-
Lucas Áfrico,1,0.8,1.3,0.6,2.2,0.2,0.6,-
Eber Bessa,1.6,0.5,1.6,-,0.1,0.6,0.1,-
