Name,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,League
Jonathan Bottinelli,1.1,2.4,0.9,0.9,5.4,0.4,0.7,-,Superliga
Saúl Salcedo,1.3,1,0.9,0.6,4.3,0.6,0.5,-,Superliga
Raúl Loaiza,1.9,1.8,1.4,0.1,1.8,0.8,0.7,-,Superliga
Marcelo Herrera,1,2.2,1.2,1,8.4,1,2.2,-,Superliga
Leonel Di Plácido,3.1,2,1.9,0.1,1.4,1.7,-,-,Superliga
Leandro Díaz,0.3,0.2,1.8,-,0.6,0.6,0.2,-,Superliga
Gianluca Ferrari,1.8,2.5,0.5,0.8,5.3,0.5,1,-,Superliga
Marcelo Díaz,0.9,1.3,1.1,0.3,1.4,0.7,0.1,-,Superliga
Matías Rojas,1.4,0.3,1,-,0.4,1.2,0.1,-,Superliga
Fabricio Bustos,2.3,0.8,0.9,0.1,1.5,0.8,0.3,-,Superliga
Marcos Sánchez,1.2,1.4,0.4,-,1.2,0.4,0.2,-,Superliga
Luis Abram,1.4,1.3,0.8,0.4,3.4,0.5,0.4,-,Superliga
Nicolás Capaldo,2.5,1.5,1.9,-,0.7,1.2,0.1,-,Superliga
Jonathan Galván,3,2,0.7,0.3,3.7,0.7,-,-,Superliga
Santiago Gentiletti,1.7,1.5,0.9,0.7,3.5,0.8,0.5,-,Superliga
Juan Cavallaro,1.1,0.4,0.3,-,0.2,1.2,-,-,Superliga
Maxi Rodríguez,0.7,0.4,0.7,-,0.2,0.6,0.1,-,Superliga
Agustín Almendra,1.8,1.5,1,-,0.8,2,0.2,-,Superliga
Juan Cruz Komar,1.2,1.3,0.9,0.6,3.9,0.4,0.8,-,Superliga
Matías Ibáñez,-,-,-,-,0.6,-,-,-,Superliga
Ezequiel Bullaude,1.5,0.5,1,-,0.5,1,-,-,Superliga
Nicolás Tripicchio,1.7,0.5,2,0.2,1.2,1,0.3,-,Superliga
Guido Herrera,-,-,-,-,1,-,-,-,Superliga
Matías Nani,2,1.8,0.8,0.8,3.8,0.5,0.7,1,Superliga
Maximiliano Romero,0.5,0.2,0.6,-,0.5,0.2,0.1,-,Superliga
Fernando Belluschi,1.6,0.6,1.1,-,0.6,2.1,0.1,-,Superliga
Alejandro Sánchez,-,-,-,-,0.9,-,-,-,Superliga
Lucas Licht,2,1.5,0.2,0.4,2.4,1,0.5,-,Superliga
Marcelo Benítez,1.3,1.2,1.7,0.2,2,1.1,0.1,-,Superliga
Norberto Briasco,1.2,0.4,1.8,-,0.4,1.1,-,-,Superliga
Miguel Torrén,1.4,1.2,0.9,0.9,3.6,0.9,0.3,-,Superliga
Julián Álvarez,0.6,-,0.7,-,0.4,1.1,0.1,-,Superliga
Ignacio Aliseda,0.5,0.1,1.2,-,0.4,0.2,-,-,Superliga
Lucas Villalba,1.5,1.5,1.5,0.3,2.9,0.5,0.5,-,Superliga
Luciano Gómez,2.3,0.5,1.8,0.1,1,2,0.2,-,Superliga
Juan Galeano,1.9,0.8,0.9,0.1,0.4,1.2,0.1,-,Superliga
Matías de los Santos,0.5,1,1.2,0.2,2.8,0.5,0.7,-,Superliga
Ramón Arias,1.2,2,1.5,0.4,3.6,0.5,0.5,-,Superliga
Emmanuel Más,2,1.4,1.2,-,1.4,0.8,0.4,-,Superliga
Guillermo Ortíz,1.6,1.5,0.9,0.3,4.8,0.3,0.5,1,Superliga
Iván Gómez,2.3,0.9,1.3,-,0.7,1.6,0.2,-,Superliga
Leonel Galeano,2.3,1.7,1,0.8,4.7,1.1,0.5,-,Superliga
Gonzalo Castellani,1.3,0.3,0.8,-,0.4,1.2,0.1,-,Superliga
Leandro Fernández,0.3,-,1.7,-,0.9,0.7,-,-,Superliga
Lautaro Comas,1.6,0.3,1.6,0.1,0.3,1,0.1,-,Superliga
Pablo Rosales,0.7,3,1.3,0.7,1,-,-,-,Superliga
Néstor Breitenbruch,1.5,-,1.3,0.3,2,1,0.5,-,Superliga
Fernando Márquez,0.8,0.3,1.3,-,1.3,1.2,0.1,-,Superliga
Alexis Maldonado,1.4,1.3,1.2,0.5,4,0.2,0.5,-,Superliga
Gonzalo Piovi,2.6,1.4,1.5,0.4,2.4,1.9,0.3,-,Superliga
Héctor Fértoli,-,0.5,1,-,-,0.5,-,-,Superliga
Matko Miljevic,0.2,0.3,1,-,-,-,-,-,Superliga
Marcelo Ortiz,1.5,1.6,1.4,0.5,3,0.7,0.2,1,Superliga
Nahuel Estévez,1.5,0.5,0.9,-,0.7,0.9,0.1,-,Superliga
Guillermo Ortíz,2.5,1.3,1.3,-,8.5,0.8,0.8,-,Superliga
Nicolás Navarro,0.1,-,-,-,1,0.2,-,-,Superliga
Federico Milo,0.7,1.1,0.7,0.1,1.3,0.9,0.2,-,Superliga
Gabriel Hauche,1.2,0.5,1.7,-,0.5,0.9,-,-,Superliga
Ismael Quílez,1.8,1.1,1.1,0.2,2.5,0.5,0.2,-,Superliga
Braian Romero,2,1,1.4,-,1.2,1,-,-,Superliga
Cristian Tassano,1.5,0.5,1,0.5,1,0.5,-,-,Superliga
Jeremías Ledesma,-,0.1,-,-,0.5,-,-,-,Superliga
Nicolás Pasquini,1.4,0.9,0.5,0.1,1.4,1,0.1,-,Superliga
Christian Almeida,0.8,0.8,1,0.2,4,1.4,-,-,Superliga
Oscar Salomón,1.2,1.4,0.9,0.2,2.8,1,0.3,-,Superliga
Leonardo Ponzio,2.8,2,1,-,1,1.5,-,-,Superliga
Maximiliano Gagliardo,-,0.1,-,-,0.3,0.2,-,-,Superliga
Alexis Mac Allister,0.8,0.1,0.6,-,0.2,0.8,0.1,-,Superliga
Diego Zabala,0.9,0.1,0.2,-,0.2,0.8,0.2,-,Superliga
Leonardo Sigali,1.6,1.3,1,0.6,2.9,0.4,0.6,-,Superliga
Cristián Insaurralde,1.5,-,1.3,-,0.5,0.5,-,-,Superliga
Juan Andrada,1.8,2,1.1,-,1.5,1.9,0.7,-,Superliga
Gervasio Núñez,1,0.2,1.2,0.1,0.4,0.8,0.1,-,Superliga
Neri Cardozo,1,0.6,0.8,-,0.3,1.7,0.1,-,Superliga
Franco Armani,-,-,-,-,0.7,-,-,-,Superliga
Emanuel Cecchini,2.5,0.8,0.8,-,1.5,2.3,-,-,Superliga
Lautaro Torres,1.8,1,1,-,0.2,0.8,0.2,-,Superliga
Rodrigo Rey,-,0.1,-,-,0.3,-,-,-,Superliga
Nahuel Arena,2.9,1.7,1,-,1.9,0.4,0.3,-,Superliga
Facundo Melivilo,1.6,0.6,1.6,-,1,1.6,0.1,-,Superliga
Matías Pérez García,1.9,0.9,1.4,-,0.4,1.4,-,-,Superliga
Federico Bravo,3.2,1.4,2.1,0.1,1.5,1,0.2,-,Superliga
José Sand,0.3,0.1,1,-,0.5,0.7,-,-,Superliga
Diego Rodríguez,-,-,-,-,0.7,0.1,-,1,Superliga
Miguel Jacquet,2,2.2,1.1,0.1,5.7,0.3,0.4,-,Superliga
Pablo Velázquez,1,0.3,0.7,-,0.8,0.8,0.1,-,Superliga
Gonzalo Escobar,2.2,2,1.4,0.1,2.2,0.2,0.2,-,Superliga
Matías Fritzler,2.1,0.9,1.2,0.1,1.8,0.9,0.5,-,Superliga
Franco Sbuttoni,1.4,1.1,1,0.4,4.3,0.4,0.6,-,Superliga
Martín Cauteruccio,0.3,-,0.5,-,1,-,-,-,Superliga
Juan Méndez,2.3,1.3,1.4,-,0.9,1.4,0.1,-,Superliga
Joaquín Laso,1.3,2.3,2,0.5,4.5,0.5,0.5,-,Superliga
Juan Ramírez,1.1,0.8,1,-,0.7,0.8,-,-,Superliga
Gastón Fernández,0.4,0.3,0.9,-,0.2,0.5,0.1,-,Superliga
Emiliano Papa,1.8,1.2,0.5,0.2,1.1,1.7,0.4,-,Superliga
Ezequiel Edison Rescaldani,0.7,0.1,1,-,0.5,0.3,0.1,-,Superliga
Fausto Vera,1.8,2,1.8,0.1,0.6,1.6,0.2,-,Superliga
Agustín Obando,0.6,0.4,0.5,0.1,0.8,0.5,0.1,-,Superliga
Nahuel Barrios,1,-,1,-,0.1,1.1,-,-,Superliga
Alejandro Donatti,0.2,1.5,0.5,0.7,5.2,0.5,0.7,-,Superliga
Marcelo Estigarribia,0.6,0.6,1,0.1,1.3,0.9,-,-,Superliga
Nelson Acevedo,2.8,1.5,1.2,0.3,0.3,1.2,0.2,-,Superliga
Diego Rodríguez,2.2,0.2,0.5,-,1,0.5,0.7,-,Superliga
Sebastián Moyano,-,0.1,-,-,0.9,0.1,-,-,Superliga
Iván Erquiaga,2.1,1.4,1.6,0.3,1.6,1,-,-,Superliga
Luciano Lollo,1.2,0.9,1.1,0.5,4.9,0.4,0.6,1,Superliga
Luis Rodríguez,0.3,0.2,0.6,-,0.2,0.8,0.1,-,Superliga
Jonathan Menéndez,1.1,0.1,1,-,-,0.9,-,-,Superliga
Ezequiel Bonifacio,1.4,0.5,1.4,-,0.8,0.9,0.3,-,Superliga
Fernando Belluschi,1.3,0.8,0.3,-,0.3,0.5,0.3,-,Superliga
Nicolás Reniero,0.3,0.1,1.7,-,0.8,-,0.1,-,Superliga
Héctor Fértoli,0.8,0.3,0.5,-,-,0.3,-,-,Superliga
Facundo Mura,1.6,1,0.5,0.1,1.8,0.6,0.4,-,Superliga
Juan Fuentes,2.1,1,1.9,0.5,2.2,0.5,0.4,-,Superliga
Federico Lértora,2.4,1.6,1.5,0.1,1.5,1.5,0.4,-,Superliga
Damián Batallini,1.9,0.3,2.3,-,0.2,1.6,-,-,Superliga
Lisandro López,0.6,0.2,0.9,-,0.5,0.6,0.1,-,Superliga
José Paradela,1.4,0.4,2.3,-,0.4,1.1,-,-,Superliga
Nicolás Aguirre,1,0.5,1,-,-,0.5,-,-,Superliga
Cristian Erbes,2.3,1.2,1.8,-,0.2,1.6,-,-,Superliga
Cristian Díaz,3.1,1.3,1.9,0.6,2.1,1,0.3,-,Superliga
Fabrizio Angileri,2,0.8,1,-,1.3,1.8,1.8,-,Superliga
Jalil Elías,2.1,0.8,1.3,-,1.4,1.1,0.4,-,Superliga
Alan Soñora,-,0.5,-,-,-,0.5,-,-,Superliga
Nazareno Colombo,0.9,0.9,2,0.6,3.4,0.5,0.4,-,Superliga
Facundo Bertoglio,0.9,0.5,1.8,-,0.5,0.8,-,-,Superliga
Luís Leal,0.4,0.3,1.6,-,0.1,0.7,-,-,Superliga
Renato Civelli,0.8,0.4,0.9,0.6,2.9,0.2,0.4,-,Superliga
Joel Soñora,0.9,0.5,0.3,-,0.1,0.3,-,-,Superliga
Jonathan Herrera,0.5,0.1,1.2,0.1,0.6,0.3,0.1,-,Superliga
Lucas González,0.5,-,1,-,0.5,0.5,-,-,Superliga
Bruno Zuculini,2.2,1.5,1.2,0.2,0.8,0.8,-,-,Superliga
Diego Mercado,0.3,1.7,1,-,1,0.7,-,-,Superliga
Matías Caruzzo,1.1,1.4,0.9,0.6,3,1.1,0.3,-,Superliga
Javier Pinola,1.6,1.3,1.3,0.7,2.5,0.9,0.4,-,Superliga
Francisco Ortega,1.2,1,1,-,0.2,1.6,-,-,Superliga
Mariano Andújar,-,0.1,-,-,0.7,-,-,-,Superliga
Rodrigo Aliendro,1.5,0.8,1.3,-,1.2,1.7,0.5,-,Superliga
Martín Benítez,0.9,0.1,0.6,-,0.8,0.8,-,-,Superliga
Dayro Moreno,0.2,0.1,0.1,-,0.2,0.2,-,-,Superliga
Hugo Vera Oviedo,1.9,1.7,2.3,1.3,3.6,1.1,0.1,-,Superliga
Tomás Escalante,3,-,1,-,-,1,-,-,Superliga
Walter Montoya,1.3,0.5,0.7,-,0.4,1.3,0.1,-,Superliga
Nicolás Mazzola,0.6,0.1,1.2,-,0.9,0.5,0.1,-,Superliga
Ezequiel Cerutti,0.5,-,0.5,-,0.5,0.5,0.3,-,Superliga
Martín Ojeda,1,0.6,1,-,-,1,-,-,Superliga
Marcelo Meli,2.3,0.6,1.5,-,0.2,1.6,-,-,Superliga
Mateo Retegui,0.4,0.2,1.3,-,1,0.3,-,-,Superliga
Antony Silva,0.1,0.1,0.1,-,0.8,0.2,-,1,Superliga
Alex Vigo,2.9,1.7,1.7,0.2,2.3,1.5,0.1,-,Superliga
Augusto Solari,1.3,0.8,1.5,-,0.5,2.3,-,-,Superliga
Federico Andrada,0.5,0.2,1.3,-,0.4,0.5,-,-,Superliga
Nery Leyes,2.6,1.4,1.9,-,0.9,1.1,0.7,-,Superliga
Cristian Bernardi,1.2,0.5,1.2,-,0.7,1.4,-,-,Superliga
Brian Blasi,1.1,1.4,1.2,0.4,2.6,0.8,0.5,-,Superliga
Lucas Barrios,0.3,0.3,1.7,-,1,-,-,-,Superliga
Ariel Rojas,1.9,1,1.1,-,0.6,0.9,0.2,-,Superliga
Julián Carranza,1.3,0.4,2.6,0.1,0.7,1.2,0.1,-,Superliga
Alan Aguerre,-,-,-,-,0.4,0.1,-,-,Superliga
Fernando Zuqui,1.7,0.7,0.8,0.2,1.4,0.9,0.3,-,Superliga
Juan Quintero,0.1,0.1,0.3,-,-,0.4,-,-,Superliga
Ramón Ábila,0.3,0.2,0.3,-,-,0.1,-,-,Superliga
Rodrigo Arciero,1.6,0.9,1.9,-,1.4,0.3,0.3,-,Superliga
Marcos Miers,1.4,1.6,1.5,0.7,3.5,0.4,0.4,-,Superliga
Joaquín Pereyra,1.4,0.5,1.1,-,0.2,0.9,-,-,Superliga
Adam Bareiro,0.4,-,1.6,0.2,0.5,0.2,0.3,-,Superliga
Javier Méndez,2.2,0.6,1.4,-,1.2,0.8,0.2,-,Superliga
Brian Negro,2,-,2,-,1,2,-,-,Superliga
Brahian Alemán,0.7,0.5,0.8,0.1,0.5,0.3,-,-,Superliga
Lucas Gamba,0.5,0.3,0.5,-,0.1,0.9,-,-,Superliga
Lucas Viatri,-,0.5,0.7,-,1.5,0.2,0.3,-,Superliga
Marco Torsiglieri,1.3,2,1.1,0.4,3.3,0.3,0.8,-,Superliga
Santiago Rosales,0.6,0.1,2.2,-,0.2,0.4,0.1,-,Superliga
Francisco Ramírez,0.7,0.2,1.2,-,0.5,0.8,0.3,-,Superliga
Kevin Gutiérrez,1.3,0.8,0.7,-,0.5,1.1,0.1,-,Superliga
Néstor Breitenbruch,1.9,1.3,1.3,0.6,1.8,0.9,1,-,Superliga
Aníbal Moreno,1.8,0.6,0.8,-,0.3,1.4,-,-,Superliga
Diego Sosa,0.9,0.3,0.2,-,0.3,0.4,-,-,Superliga
Sebastián Rincón,0.8,0.4,1.6,-,0.6,0.2,0.1,-,Superliga
Germán Guiffrey,2.1,1.8,1,0.9,2.1,0.7,0.2,-,Superliga
Emanuel Olivera,1.1,1.3,1.4,0.5,6.2,1,0.5,-,Superliga
Guillermo Acosta,0.9,1,1.5,-,0.8,0.5,0.2,1,Superliga
Ignacio Scocco,0.4,-,0.6,0.1,0.4,0.3,0.1,-,Superliga
Manuel Insaurralde,2,1,-,-,-,2,-,-,Superliga
Lautaro Parisi,0.8,0.2,0.5,-,0.3,0.8,-,-,Superliga
Jonathan Cristaldo,1,0.2,1.1,-,0.2,0.5,-,-,Superliga
Benjamín Garré,0.5,-,1,-,-,0.5,-,-,Superliga
Sebastián Ribas,0.1,0.1,1,-,0.4,0.2,0.2,-,Superliga
Fabián Henríquez,2.3,1.7,2.1,0.1,1.3,1.1,-,-,Superliga
Martín Campaña,-,-,-,-,0.5,-,-,-,Superliga
Mauro Díaz,0.3,-,0.3,-,-,0.3,-,-,Superliga
Juan Álvarez,1.2,0.6,0.8,-,0.5,1,-,-,Superliga
Alexis Arias,0.1,0.1,-,-,1.1,-,-,-,Superliga
Nahuel Gallardo,3.5,2,2,-,1.5,2,-,-,Superliga
Nicolás Fernández,0.9,0.2,1.6,-,-,1.4,-,-,Superliga
Nicolás Blandi,0.1,-,0.5,-,0.1,0.1,-,-,Superliga
Ángel González,1.2,0.4,2,-,0.2,0.7,0.1,-,Superliga
Damián Martínez,2.1,0.9,1.9,0.2,2.2,1.2,0.5,-,Superliga
Francisco Manenti,1.2,1.6,2,1,4.2,0.4,1,-,Superliga
Facundo Pérez,2.3,0.5,1,-,-,0.3,-,-,Superliga
Andrés Chávez,0.2,0.2,0.7,-,0.5,0.2,-,-,Superliga
Gabriel Alanís,2.2,0.5,1.1,0.1,2,1,0.1,-,Superliga
Denis Rodríguez,1,0.7,1.4,-,-,0.6,-,-,Superliga
Tomás Cardona,1.1,2.2,1.3,0.7,5.7,0.5,1.6,1,Superliga
Tiago Banega,1,0.5,0.8,-,0.3,0.3,0.3,-,Superliga
Diego Rodríguez,1.7,1.4,1.1,-,1.4,0.9,0.5,-,Superliga
Lucas Albertengo,0.7,0.2,1.2,-,1,0.5,0.1,-,Superliga
José Mauri,1.2,1.1,1.2,-,0.6,0.9,0.2,-,Superliga
Claudio Riaño,0.4,0.1,1.5,-,0.4,0.5,-,-,Superliga
Lucas Menossi,1.3,0.7,0.6,0.1,0.6,1.2,0.1,-,Superliga
Jhonathan Agudelo,0.5,-,0.8,-,0.3,0.3,-,-,Superliga
Javier Gandolfi,1.1,0.6,0.5,0.6,2.4,0.1,0.5,-,Superliga
Gabriel Arias,0.1,-,0.1,-,1.4,-,-,-,Superliga
Nicolás Bertolo,1.2,0.6,1.1,0.1,0.7,1,-,-,Superliga
Luciano Pocrnjic,0.2,-,-,-,1.2,-,-,-,Superliga
Nelson Acevedo,1.9,1.1,1.2,-,0.3,1.7,-,-,Superliga
Valentín Burgoa,1.1,0.5,0.8,-,-,1.3,-,-,Superliga
Darío Cvitanich,0.5,0.1,0.6,0.1,0.6,0.4,0.1,-,Superliga
Nicolás Cordero,0.5,0.2,1.2,-,0.2,0.7,-,-,Superliga
Gabriel Compagnucci,0.9,0.4,0.5,-,0.3,0.5,0.1,-,Superliga
Kevin Mac Allister,2.5,1,2,-,2.5,0.5,-,-,Superliga
Braian Galván,0.6,0.4,1.2,-,-,0.6,-,-,Superliga
Guido Mainero,0.9,0.3,0.9,-,0.4,0.2,-,-,Superliga
Wálter Andrade,1.5,0.5,2.5,1.5,3.5,2.5,0.5,-,Superliga
Carlos Benavídez,2.7,2.3,1.7,-,1.7,1,-,-,Superliga
Javier Mendoza,1.3,-,1,-,0.7,1.3,0.3,-,Superliga
Lucas Orban,1.1,0.8,0.6,0.5,2.6,0.4,0.5,-,Superliga
Leonardo Godoy,0.8,1.3,1.4,0.2,1.2,0.8,0.2,-,Superliga
Federico Mancinelli,0.5,1.3,0.9,0.7,2.8,0.6,0.7,-,Superliga
Guillermo Celis,3,2,1,-,-,1,-,-,Superliga
Walter Pérez,0.9,2.1,1,0.1,1.3,0.4,0.1,-,Superliga
Pedro Ojeda,1.5,0.6,0.6,-,1.2,0.7,0.1,-,Superliga
Franco Calderon,0.8,1,0.6,0.8,5.3,0.5,0.4,-,Superliga
Cristian Lucchetti,0.1,0.1,0.2,-,0.9,-,-,-,Superliga
Franco Cristaldo,1.8,0.5,0.5,-,0.2,1,0.1,-,Superliga
Juan Garro,0.8,0.5,0.8,0.2,0.8,0.7,-,-,Superliga
Franco Troyansky,0.6,0.1,1.2,-,0.4,0.3,0.1,-,Superliga
Marcelo Cabrera,0.7,0.3,0.8,-,-,1.7,0.2,-,Superliga
Adrián Calello,2.3,0.7,1.5,0.1,0.7,1.1,0.1,-,Superliga
Esteban Conde,0.1,-,-,-,0.2,-,-,-,Superliga
Franco Moyano,1.8,0.8,0.8,0.1,0.6,1.3,0.1,-,Superliga
Leandro Vella,0.6,0.2,0.9,-,0.1,1.2,0.1,-,Superliga
Leonardo Burián,-,0.1,-,-,0.5,-,-,-,Superliga
Santiago Gallucci,2.3,1.3,1,-,0.3,0.7,0.3,-,Superliga
Marcos Rouzies,4,1,3,-,3,2,-,-,Superliga
Fernando Coniglio,0.2,0.1,0.9,-,0.6,0.8,-,-,Superliga
Iván Colman,0.8,0.5,0.9,-,0.2,0.8,-,-,Superliga
Gabriel Risso Patrón,2,2,0.4,0.2,1.2,1.8,-,-,Superliga
Julián Palacios,1.6,0.4,1.2,-,0.1,1.1,-,-,Superliga
Pablo Galdames,1.5,0.6,1.2,0.1,1,0.9,-,-,Superliga
Martín Payero,0.8,0.1,0.7,0.1,0.3,0.1,0.1,-,Superliga
Leonardo Heredia,0.9,0.6,0.7,-,0.7,0.4,0.1,-,Superliga
Francisco Grahl,1.7,1.1,1,-,0.2,1,0.1,-,Superliga
Dario Sarmiento,0.2,-,0.2,-,-,0.8,-,-,Superliga
Leandro Fernández,0.2,0.1,1.2,-,0.3,0.5,0.1,-,Superliga
Gonzalo Verón,0.6,0.3,1,0.1,0.3,0.6,0.1,-,Superliga
Braian Rivero,1.2,0.4,1,-,0.3,0.7,-,-,Superliga
Marcos Angeleri,1,1.3,0.9,0.8,2.6,0.9,0.6,-,Superliga
Diego Valoyes,1.1,0.3,1.2,-,0.2,0.4,-,-,Superliga
Pedro De la Vega,0.4,0.2,0.4,-,-,0.4,-,-,Superliga
Francisco Cerro,0.7,1,0.5,-,0.6,0.5,0.1,-,Superliga
Franco Quinteros,0.7,1.3,2.3,-,1.7,0.3,0.3,-,Superliga
Gastón Díaz,0.7,0.4,0.9,-,2.3,0.7,0.2,-,Superliga
Alan Velasco,0.8,0.3,-,-,-,0.3,-,-,Superliga
Agustín Aleo,2,1.2,0.9,0.2,2.7,1,0.3,-,Superliga
Jonás Aguirre,1,-,-,-,-,-,-,-,Superliga
Pablo Martinez,2,-,-,-,-,1,-,-,Superliga
Junior Arias,0.4,0.3,0.9,-,0.6,0.7,-,-,Superliga
Lucas Acevedo,1.8,1,1.5,0.3,3.5,0.8,0.8,1,Superliga
Matías Miranda,1,0.3,0.5,-,0.3,0.2,-,-,Superliga
Nazareno Solís,0.7,0.7,0.6,-,0.1,0.8,-,-,Superliga
Jan Carlos Hurtado,0.3,0.2,2,0.1,0.9,0.4,-,-,Superliga
Nicolás Maná,1.1,0.4,0.8,-,0.1,1.1,-,-,Superliga
Wilson Morelo,0.2,0.3,0.8,-,0.1,0.4,-,-,Superliga
Lucas Melano,0.8,0.4,1.3,-,0.4,0.7,-,-,Superliga
Federico González,0.4,0.1,1.4,-,0.6,0.5,0.1,-,Superliga
Braian Martínez,0.6,0.1,0.9,-,-,0.1,-,-,Superliga
Cristian Ferreira,-,-,0.3,-,0.4,0.3,-,-,Superliga
José Luis Fernández,1.6,0.6,1,0.1,0.6,1.1,-,-,Superliga
Lucas Pratto,0.5,-,0.4,0.1,0.4,0.2,-,-,Superliga
Gastón Gil Romero,2.9,1.3,2.2,0.1,0.9,1.9,0.1,-,Superliga
Bautista Merlini,0.6,-,0.7,-,0.1,0.2,-,-,Superliga
Lautaro Guzmán,0.8,0.3,0.3,-,-,0.3,-,-,Superliga
Sebastián Palacios,1.4,0.2,1.3,-,0.2,0.6,-,-,Superliga
Lucas Mancinelli,1.6,0.2,0.7,-,0.8,0.7,-,-,Superliga
Nicolás Miracco,0.5,0.1,0.9,-,0.1,0.6,-,-,Superliga
Mauro Bogado,1.7,0.9,1.6,-,0.5,0.9,0.1,-,Superliga
Maximiliano Comba,1.5,0.3,1.2,-,0.4,0.6,-,-,Superliga
Tomas Badaloni,0.1,0.2,1.2,-,0.5,0.3,0.2,-,Superliga
Román Martínez,1.6,0.3,0.7,-,0.9,1.7,0.1,-,Superliga
Fernando Evangelista,0.9,0.6,1.4,0.1,1.8,0.1,0.1,-,Superliga
Juan Vieyra,0.5,0.3,0.6,-,0.1,0.5,-,-,Superliga
Rafael García,0.8,0.8,0.4,-,4.6,1,0.8,-,Superliga
Matías Pellegrini,0.7,0.5,1,-,-,1.2,-,-,Superliga
Edwar López,0.6,-,0.6,-,0.4,0.3,-,-,Superliga
Junior Arias,-,-,1,-,1,1,-,-,Superliga
Zaid Romero,1,2,-,-,2,-,2,-,Superliga
Tomás Cuello,1.2,0.6,0.8,-,-,0.8,-,-,Superliga
Emanuel Coronel,1,0.5,0.5,-,5,-,-,-,Superliga
Pablo Cuadra,0.6,0.4,0.8,-,0.2,0.6,-,-,Superliga
Bruno Urribarri,1.8,0.8,1.3,0.1,1.5,0.5,0.4,-,Superliga
Gabriel Díaz,1.6,1.3,2,0.3,3.6,0.6,1,1,Superliga
Gabriel Florentín,0.8,0.8,0.6,-,-,0.4,-,-,Superliga
Damián Lemos,3.3,1,1.8,-,0.9,2.5,0.3,-,Superliga
Pablo Velázquez,0.3,-,1.3,-,1,-,-,-,Superliga
Nicolás Domingo,1.3,1.3,0.4,-,0.4,1.1,0.1,-,Superliga
Agustín Manzur,1.2,1.4,1.2,0.1,0.4,1.7,0.6,-,Superliga
Matías Alustiza,0.3,0.5,-,-,-,0.3,-,-,Superliga
Carlos Araujo,1.5,1.6,0.5,0.4,1.5,0.5,0.1,-,Superliga
Mariano Peralta Bauer,0.5,-,0.5,-,-,-,-,-,Superliga
Nahuel Yeri,1.5,0.5,1,-,2,0.8,0.3,-,Superliga
Tomás Belmonte,1.4,0.9,1.1,-,1,0.4,0.3,-,Superliga
Mauro Pittón,1,0.6,0.9,-,0.9,0.5,-,-,Superliga
Miguel Brizuela,1,0.5,1,-,1,1.5,-,-,Superliga
Agustín Allione,1.4,-,1,-,-,0.8,-,-,Superliga
Ignacio Chicco,-,-,-,-,1,-,-,-,Superliga
Matías Romero,1.1,0.3,0.5,-,0.1,1.1,-,-,Superliga
Nicolás Romat,0.7,1.3,1.3,0.6,3.1,1,0.4,-,Superliga
Franco Mussis,0.9,0.7,1.6,-,0.6,1,0.2,-,Superliga
Julián Chicco,1.4,1.2,1.7,0.1,1,1.1,0.1,-,Superliga
Rafael Pérez,0.8,1.4,2,0.8,2.6,0.6,0.4,-,Superliga
Damián Schmidt,1.5,3.5,0.5,0.8,2.8,0.3,0.8,-,Superliga
Federico Navarro,1.2,0.8,0.9,0.1,1,0.2,-,-,Superliga
Sebastián Dubarbier,1,0.9,0.5,-,1.4,-,-,-,Superliga
Adonis Frias,0.3,0.3,0.8,0.3,2.8,-,1,-,Superliga
Ramiro Carrera,0.9,0.4,0.9,-,0.4,0.5,0.1,-,Superliga
Matías Vera,2,3,1,-,3,2,-,-,Superliga
Ricardo Álvarez,-,-,1,-,-,-,-,-,Superliga
Santiago Pierotti,0.9,0.3,0.9,-,0.4,0.4,-,-,Superliga
Nicolás Correa,0.3,1.5,1.3,0.3,4.2,0.3,0.5,-,Superliga
Nicolás Delgadillo,0.1,0.1,0.3,-,-,0.1,-,-,Superliga
Sergio Barreto,0.8,1,1,0.5,2.8,-,-,-,Superliga
Tomás Chancalay,0.9,0.3,1,-,0.1,0.6,0.1,-,Superliga
Horacio Tijanovich,0.6,0.3,0.9,-,0.6,0.5,-,-,Superliga
Miguel Merentiel,0.3,0.1,0.6,-,0.1,0.3,-,-,Superliga
Lucas Villarruel,0.8,0.3,0.5,-,0.4,1.1,0.2,-,Superliga
Rodrigo Salinas,0.3,-,0.7,-,0.4,0.3,-,-,Superliga
Santiago Briñone,2.2,0.8,1.4,-,0.8,1.2,-,-,Superliga
Nicolás Silva,0.3,0.4,0.3,-,-,0.3,-,-,Superliga
Fabricio Coloccini,1.2,0.6,0.4,0.8,1.9,0.3,0.7,-,Superliga
Joao Rodríguez,0.5,-,0.5,-,0.1,0.2,-,-,Superliga
Enzo Coacci,0.7,-,0.7,-,-,0.3,-,-,Superliga
Santiago Vergini,1,1.6,0.6,0.4,3.6,0.8,0.2,-,Superliga
Damián Martínez,1.2,1,1.8,-,2,1,0.2,-,Superliga
Claudio Spinelli,0.6,-,1.4,-,1.6,0.9,0.1,-,Superliga
Nicolás Colazo,0.7,0.7,0.7,0.1,1.1,0.4,0.3,-,Superliga
Agustín Bolivar,1,-,1.3,-,1.7,0.3,1.3,-,Superliga
Dardo Miloc,2,1.5,1.5,-,0.9,0.8,0.1,-,Superliga
